observation_1,observation_2,hypothesis_1,hypothesis_2,label
طُلب من لوسيوس كتابة تقرير عن الشيخوخة.,قاد سيارته إلى منزل جده بعد المدرسة ليكون معه.,جعل التقرير لوسيوس يفكر في جده.,جعل التقرير لوسيوس يفكر في هذه الابنة.,1
كانت جويس تحاول تعلم حيلة اليويو.,أخيرًا، تمكنت من أداء حيلة اليويو ببراعة!,تدربت جويس لمدة دقائق.,تدربت جويس لمدة أسابيع.,2
جون أراد صدرًا أكبر.,بعد بضعة أشهر، أصبح صدر جون ضخمًا وعضليًا.,جون وقع في عادات غذائية سيئة.,جون بدأ في ممارسة الرياضة وشرب مخفوقات البروتين.,2
جون أراد صدرًا أكبر.,بعد بضعة أشهر، أصبح صدر جون ضخمًا وعضليًا.,بدأ جون رفع الأثقال في صالة الألعاب الرياضية.,بدأ جون الجري في صالة الألعاب الرياضية.,1
وصل بوب للتو إلى شيكاغو.,لم يستطع تصديق روعة جميع الأضواء ليلاً!,ذهب بوب يستكشف شيكاغو المظلمة في وسط المدينة الليلة.,ذهب بوب يستكشف وسط شيكاغو المدينة الليلة.,2
بوب وصل للتو إلى شيكاغو.,لم يستطع تصديق روعة جميع الأضواء ليلاً!,ذهب إلى داخل فندقه ونام على السرير.,خرج إلى الخارج ونظر حوله بدهشة.,2
عمل جون بأجر أدنى.,وفي النهاية، أنهى تدريبه وأصبح مبرمجًا.,كان جون يعمل تحت إدارة مدير تقني.,ترك جون وظيفته.,1
عمل جون بأجر أدنى.,وفي النهاية، أنهى تدريبه المهني وأصبح مبرمجًا.,كان جون يعمل تحت إدارة مدير تقني.,كان جون يعمل كمدير تقني.,1
صنع تشارلز سجلاً أفضل من معظم الموسيقيين.,قال إنه كان لدى تشارلز مواهب أكثر من معظم الموسيقيين.,قال النقاد إن التسجيل كان ممتازًا.,قال النقاد إن التسجيل كان فظيعًا.,1
صنع تشارلز سجلاً أفضل من معظم الموسيقيين.,قال أن تشارلز لديه مواهب أكثر من معظم الموسيقيين.,كرهت شركة التسجيل موسيقى تشارلز وانتهت بعقدها معه.,أحب label التسجيل موسيقى تشارلز وهنأه.,2
كان رون يضع خيله في سباق.,في اليوم التالي فاز حصان رون بالسباق.,تدرب رون على خيله بشكل رهيب.,تدرب رون على خيله جيدًا جدًا.,2
كان رون يضع خيوله في سباق.,في اليوم التالي فاز حصان رون بالسباق.,درب رون خيوله لبضع دقائق.,درب رون خيوله لعدة أشهر.,2
نايت أراد القفز بالمظلة.,نايت قفز - وكان يحبها!,نايت درب على القفز بالمظلة.,نايت قرر عدم القيام بذلك.,1
نايت أراد القفز بالمظلة.,نايت قفز - وكان يحب ذلك!,نايت قرر عدم القيام بذلك.,لذلك أنفق المال، وأخذ إجازة من العمل، ودرس دروس القفز بالمظلة.,2
دخل بن إلى سيارة الأجرة.,بدأ في التوجه نحو منزل مهجور.,يعطي بن سائق سيارة الأجرة غير العامل بالعداد العنوان.,يعطي بن سائق الكابينة العنوان.,2
دخل بن إلى سيارة الأجرة.,بدأ في التوجه نحو منزل مهجور.,لم يعط السائق أي اتجاهات.,أعطى السائق الاتجاهات.,2
ألان احتاج إلى تغيير الزيت.,وفر الكثير من المال بفعل ذلك.,ألان أرسله إلى كراج حصري.,ألان فعلها بنفسه في الكراج.,2
جيمس يحب الذهاب إلى الصيد,جيمس لا يزال يحب الصيد حتى إذا كان وحيدًا.,جيمس لا يوجد لديه أصدقاء ليصيد معهم.,جيمس لا يملك قضيب صيد.,1
جيمس يحب الذهاب إلى الصيد,جيمس لا يزال يحب الصيد حتى إذا كان وحيدًا.,لا يحب أي من أصدقاء جيمس الصيد.,لا يحب أي من أصدقاء جيمس البيرة.,1
هذا الصباح كنت متأخرًا عن العمل.,عندما رأى أن عيد ميلادي قال لي تحذيرًا وتركيني أذهب.,قيادة بسرعة كبيرة وجندي شرطة أوقفني.,كنت أقود بسرعة لكن ضابط الشرطة لم يوقّفني.,1
سام كان موسيقيًا.,أداؤه كان جيدًا حقًا.,لم يكن لديه وقت للتمرين.,لقد تدرب كثيرًا.,2
سام كان موسيقيًا.,ذهبت عروضه بشكل جيد حقًا.,كان سام عصبيًا جدًا لدرجة أنه لم يستطع الأداء في المسرح المحلي.,سام قدم في المسرح المحلي.,2
سال دي جي الراديو قضى الكثير من يومه يفرز بين البريد الذي يتلقاه من المعجبين.,عندما فتح كل حرف رماهم جميعًا في القمامة.,تلقى الكثير من البريد ولكن لم يترك انطباعًا كبيرًا عليه.,لم يتلق أي بريد ولكن لم يترك انطباعًا كبيرًا عليه.,1
سال دي جي الراديو قضى الكثير من يومه يفرز بين البريد الخاص بالمشجعين.,عندما تم فتح كل حرف رمهم جميعًا في القمامة.,كان يحب معجبيه.,تلقى الكثير من البريد ولكن لم يترك انطباعًا كبيرًا لديه.,2
أرادت تانيا أن تكون راقصة تشجيعية.,لم تنتهِ تانيا بتشكيل الفريق.,ذهبت تانيا إلى النوم في المدرسة.,ذهبت تانيا إلى تجارب الأداء في المدرسة وحاولت.,2
أرادت تانيا أن تكون راقصة تشجيعية.,لم تنتهِ باختيارها للفريق.,لم تكن تانيا واثقة من نفسها بدرجة كافية لتقديم العرض.,حاولت تانيا التقدم لاختيار فريق الراقصات التشجيعية.,2
حصلت إيلا على وشم على بطنها.,قريبًا كان عليها أن تلمسه بشكل احترافي.,بعد أن أصبحت إيلا حاملاً، تشوهت العلامة غير المميزة.,بعد أن أصبحت إيلا حاملاً، تشوه الوشم.,2
حصلت إيلا على وشم على بطنها.,قريبًا كان عليها أن تجعلها تلمع بشكل احترافي.,صنع فنان الوشم عدة أخطاء على كمبيوتر إيلا.,صنع فنان الوشم عدة أخطاء على وشم إيلا.,2
ابنتي لا تستطيع أن تقرر.,الآن عليها أن تطلب الحصول على أفلامها.,لم أذهب حتى إلى المتجر ولا أشعر بالرغبة في الخروج مرة أخرى.,لقد ذهبت بالفعل إلى المتجر ولا أشعر بالرغبة في الخروج مرة أخرى.,2
ابنتي لا تستطيع أن تتخذ قرارها.,الآن عليها أن تطلب الحصول على أفلامها.,لديها مشكلة في اتخاذ القرارات.,لديها وقت سهل في اتخاذ القرارات.,1
كان درو يدرس طوال الصباح، لذلك نسي أن يأكل أي شيء.,ثم استيقظته المعلمة، وسألته عن اختباره.,درو نائمًا أثناء استنتاجه.,درو نائمًا أثناء الاختبار.,2
كان درو يدرس طوال الصباح، لذلك نسي أن يأكل أي شيء.,ثم استيقظته المعلمة، وسألته عن اختباره.,أثناء الاختبار، يشعر درو بالنعاس ويقرر أن يأخذ قيلولة سريعة.,أثناء الاختبار، يشعر درو بالنعاس ويقرر أن يشرب القهوة.,1
كان لدى شون بعض الجيتارات على حوامل.,تحطمت الجيتار و شون كان مستاء إلى حد ما.,لم يتحقق شون من أن الحوامل كانت ثابتة.,لم يتحقق شون من أن حوامل الترومبيت كانت ثابتة.,1
كانت جادا عطشى.,ثم جاءت إلى المنزل وشربت ما كان لديها.,قضت جادا يومها غير المكتمل تفكر في الماء.,قضت جادا يومها كاملًا تفكر في الماء.,2
كانت جادا عطشانة.,ثم جاءت إلى المنزل وشربت مشروبها.,قررت أن تتوقف وتتحدث إلى صديقة في المكتب أولاً.,قررت أن تتوقف وتتحدث إلى صديقة أولاً.,2
كانت الأم وابنها يخبزان البراونيز معًا.,قال الابن لاحقًا إنه يعاني من آلام في المعدة.,لم يأكل الابن أيًا منها.,أكل الابن الكثير منها.,2
كانت الأم وابنها يخبزان البراونيز معًا.,قال الابن لاحقًا إنه يعاني من آلام في المعدة.,كانت لدى الأم الكثير من البراونيز.,كان لدى الابن الكثير من البراونيز.,2
أمس قررت الذهاب للبحث عن بيض عيد الفصح.,كانت فترة ممتعة.,لم أفعل ذلك منذ سنوات.,لم أجد بيضة عيد الفصح منذ مليون سنة.,1
كانت أليسون تريد حقًا دمية كعكة براوني ماى ليتل دوجي.,احتفظت بالدمية بإحكام، حتى وصلوا إلى الخروج.,لم توافق أم أليسون على شراء الدمية في المتجر.,وافقت أم أليسون على شراء الدمية في المتجر.,2
كانت أليسون تريد حقًا دمية كعكة براوني ماي ليتل دوجي.,احتفظت بالدمية بإحكام ، حتى وصلوا إلى الخروج.,ذهبت أم أليسون معها لشراء واحدة ، لكنها لم تستطع العثور على واحدة.,ذهبت أم أليسون معها لشراء واحدة.,2
استيقظ جون في الصباح، جاهزًا تمامًا لدرسه الأول.,عندما ركض في الغرفة، أعطاه الأستاذ نظرة قذرة.,وصل جون قبل أي شخص آخر.,فاتت جون قطارته المعتادة وكان متأخرًا عن الدرس.,2
استيقظ جون في الصباح، مستعدًا تمامًا لدرسه الأول.,عندما دخل إلى الغرفة، أعطاه الأستاذ نظرة قذرة.,كانت الحافلة مبكرة، لذلك وصل إلى الحرم الجامعي مبكرًا للدراسة.,كانت الحافلة متأخرة، لذلك وصل إلى الحرم الجامعي متأخرًا للدراسة.,2
أنا دائمًا أحاول إغلاق حظيرة الدجاج قبل حلول الظلام.,يجب أن أنتظر دائمًا لإغلاق الحظيرة عندما تكون هي مستعدة.,تخبرني زوجتي متى أغلق الحظيرة.,تخبرني زوجتي متى أغلق الحظيرة.,1
أنا دائمًا أحاول إغلاق حظيرة الدجاج قبل حلول الظلام.,يجب أن أنتظر دائمًا لإغلاق الحظيرة عندما تكون هي مستعدة.,يكون الدجاج متعبًا بحلول ذلك الوقت.,يكون الدجاج في حالة استيقاظ تام بحلول ذلك الوقت.,1
لاري يريد أن يكون ممثلاً.,على الرغم من أنه لا يحب فكرة الفيلم.,عُرضت عليه دور ولكنه رفضه.,عُرضت عليه دور وقبله.,2
لاري يريد أن يكون ممثلاً.,على الرغم من أنه لا يحب فكرة الفيلم.,لاري سيشارك في فيلم جديد.,لاري سيغني في أغنية جديدة.,1
كانت تمطر منذ ثلاث ساعات الآن.,قاد سيارته إلى مكان العشاء المفضل له مع عائلته.,وجد مكانًا للعشاء ليبقى فيه ولكن المطر لم يتوقف.,وجد مكانًا للعشاء ليبقى فيه حتى يتوقف المطر.,2
كانت نيكول تدور حول دائرة مع زملائها في الصف.,بدأ جميع الأطفال يضحكون.,أصبحت نيكول دوخة لدرجة أنها قامت.,أصبحت نيكول دوخة لدرجة أنها سقطت.,2
كان لوني يحاول معرفة التخصصات التي يجب أن يدرسها في الكلية.,قرر لوني أخيرًا أن يصبح معلمًا.,سأل لوني دجاجته الأليفة عن المشورة.,سأل لوني والده عن المشورة.,2
كان لوني يحاول معرفة التخصصات التي يجب أن يأخذها في الكلية.,قرر لوني أخيرًا أن يلتحق بكلية التربية.,نظر لوني في دليل المقررات.,نظر دليل المقررات إلى لوني.,1
فيلمي المفضل هو ساحر أوز.,يومًا ما، قررت شراء الفيلم.,كنت دائمًا أستأجره عندما يكون متاحًا.,ولكن مؤخرًا قررت عدم مشاهدته بعد الآن.,1
فيلمي المفضل هو ساحر أوز.,في يوم من الأيام، قررت شراء الفيلم.,رأيت الفيلم في المتجر.,لم أجد الفيلم أبدًا.,1
فيلمي المفضل هو ساحر أوز.,لم أكن أحب ساحر أوز.,تم إصدار الفيلم الجديد وكان أفضل من أي وقت مضى.,تم إصدار الفيلم الجديد واكتشفت شيئًا ما.,2
ظننا أن يكون من الممتع الذهاب للتزحلق معًا.,كانت مثيرة ولكنها أيضًا مخيفة إلى حد ما.,كانت المرة العاشرة للجميع.,كانت المرة الأولى للجميع.,2
ظننا أن يكون من الممتع الذهاب للتزحلق معًا.,كانت مثيرة ولكنها أيضًا مخيفة إلى حد ما.,بدأنا الركوب في مجموعة ولكننا ضلّلنا الطريق.,بدأنا ركوبنا في مجموعة في الصباح.,2
تحول الطقس إلى البرد والسوء بالقرب من منزل جيم.,ذاب الجليد قليلاً لذا أضاف جيم المزيد من الملح.,بدأت تتساقط الثلوج لذا بدأ جيم جزّ الحديقة.,بدأت تتساقط الثلوج لذا بدأ جيم تملح الحديقة.,2
تحول الطقس إلى البرد والقبح بالقرب من منزل جيم.,ذاب الجليد قليلاً لذا أضاف جيم المزيد من الملح.,كانت شرفة وجسر جيم مغطاة بمظلة.,كانت شرفة وجسر جيم مغطاة في فوضى جليدية.,2
حصلت على بقعة في قميصي الأزرق.,يبدو قميصي الأزرق رهيبًا الآن.,لم أستطع إزالة البقعة.,تم إزالتها بسهولة في غسالة الملابس.,1
حصلت على بقعة على قميصي الأزرق.,يبدو قميصي الأزرق رهيبًا الآن.,خرجت مع الصابون والماء.,دمر القميص.,2
أطلقت مريم قطتها في إحدى الليالي بعد التذمر المستمر.,بعد ساعتين عادت القطة مع فأر كبير لتضعه عند أقدام مريم.,ذهبت أسماك مريم للتجوال، صيادة للديدان.,ذهبت قطة مريم للتجوال، صيادة للفريسة.,2
جاك يرغب في تجربة الصيد منذ سنوات عديدة.,جاك سعيد جدًا لأنه ذهب أخيرًا إلى الصيد.,جاك اشترى قضيب صيد.,جاك باع قضيب صيد.,1
حفرت سامانثا في الأرض بمقلاتها.,رفعتها من الأرض وادعت أن الذهب بداخلها.,قريبًا، وجدت كتلة براز كلب.,قريبًا، وجدت صندوق كنز.,2
أراد بابلو فكًّا.,ثم اشترى حلواه.,ذهب بابلو إلى متجر الإلكترونيات.,ذهب بابلو إلى متجر الحلوى.,2
أراد بابلو فكّاً ساحقاً.,اشترى بعض الصودا معه.,اشترى بابلو فكّاً ساحقاً وتكلف كل قرش.,اشترى بابلو الفكّ الساحق وتبقى لديه نقود.,2
بابلو أراد فتحة فم.,اشترى بعض الصودا معها.,بابلو كان لديه دولار واحد فقط، وكان جائعًا جدًا.,بابلو كان لديه دولار واحد فقط، وكان عطشانًا جدًا.,2
يصبح جيمي سمينًا بعد سنوات من القيادة إلى المكتب.,يتمنى جيمي أنه بدأ ركوب الدراجات منذ سنوات.,يبدأ جيمي في ركوب الدراجات ولكنه لا يفقد الوزن.,يبدأ جايم في ركوب الدراجات ويخسر الوزن.,2
يصبح جيمي سمينًا بعد سنوات من القيادة إلى المكتب.,يتمنى جيمي أنه بدأ ركوب الدراجات منذ سنوات.,يبدأ جيمي المشي سيرًا على الأقدام إلى المكتب.,يبدأ جيمي ركوب الدراجات إلى المكتب.,2
كانت يومًا مثل أي يوم آخر، إلا أنه لم يكن كذلك.,لاحظ أنه لم يكن يرتدي أي بنطال.,شعر هاري قليلاً بالدفء.,شعر هاري قليلاً بالنسيم.,2
كانت يومًا مثل أي يوم آخر، إلا أنه لم يكن كذلك.,لاحظ أنه لم يكن يرتدي أي بنطال.,كان قلقًا جدًا بشأن عرضه التقديمي.,كان متحمسًا جدًا بشأن عرضه التقديمي.,1
مولي كانت تخطط لعمل حساء.,أعطتها جدتها العدد الصحيح.,مولي نسيت كمية الملح التي تدخل في حسائها.,مولي نسيت كمية الملح التي تدخل في فطائرها.,1
كانت جينا عند عمها فرانك و تشعر بالملل.,شاهدت جينا وأشقاؤها التلفاز حتى جاء وقت الرحيل.,طلبت جينا من أشقائها أن يفعلوا شيئًا معها.,طلبت جينا من أشقائها أن يفعلوا شيئًا معها، لكنهم رفضوا.,1
كانت جينا عند عمها فرانك و تشعر بالملل.,شاهدت جينا وأشقاؤها التلفزيون حتى جاء وقت الرحيل.,قررت جينا أن ترى إذا كان هناك شيء على التلفزيون.,كانت جينا مترددة في رؤية ما إذا كان هناك شيء على التلفزيون.,1
عاشت ستيفي وكايل معًا وكانا يحبّان بعضهما بشدة.,على الرغم من شعور كايل بالندم، انتقلت ستيفي للخارج ولم تعد أبدًا.,كان كايل مخلصًا واكتشفت ستيفي أنه كان يُعد مفاجأة لها.,كان كايل غير مخلص، واكتشفت ستيفي أنه كان يخونها.,2
دخلت منزل أختي القذر.,تركتها واقفة في فوضى منزلها وذهبت إلى المنزل.,صرخت عليها بسبب طريقة عيشها.,صرخت أختي علي بسبب طريقة عيشها.,1
صديقي مدرس فلسفة.,لديه تلفزيون الآن لكنه يستخدمه فقط لمشاهدة أقراص DVD.,كان يقول إن التلفزيون يفسد عقلك، حتى أظهرت له سلسلة عن الفلسفة.,كان يقول إن التلفزيون يحسن عقلك، حتى أظهرت له سلسلة عن الفلسفة.,1
في أحد الأيام، أردت صنع وافلز.,ثم، أدركت أنني لم أقم بتوصيل مكواة الوافلز مطلقًا.,أخرجت صانع الوافلز الخاص بي الذي حصلت عليه في عيد الميلاد، كان محطمًا.,أخرجت صانع الوافلز الخاص بي الذي حصلت عليه في عيد الميلاد.,2
في أحد الأيام، أردت أن أعمل وافلز.,ثم، أدركت أنني لم أقم بتوصيل مكواة الوافلز بالكهرباء مطلقًا.,انتظرت عشرين دقيقة حتى تسخن المكواة وفعلت.,انتظرت عشرين دقيقة حتى تسخن المكواة.,2
ولدت لورا وزوجها بنتين صغيرتين.,لورا كانت حاملاً ليس بطفل واحد ولكن بتوأمين!,لورا كانت حاملاً مرة أخرى.,لورا لم تكن حاملاً مرة أخرى.,1
ولدت لورا وزوجها فتاتين صغيرتين.,كانت لورا حاملاً وليس بطفل واحد ولكن بتوأم!,لورا لا تريد أن يكون لديها المزيد من الأطفال.,هم يريدون أن يكون لديهم طفل آخر.,2
استيقظت جينا مبكرًا في الصباح.,دفأت الهواء الساخن المنزل كله.,خبزت جينا ملفات تعريف الارتباط في فرن مكسور.,خبزت جينا ملفات تعريف الارتباط في فرن ساخن.,2
استيقظت جينا مبكرًا في الصباح.,دفأت الهواء الساخن المنزل كله.,كان التكييف معطلاً.,عمل التكييف بشكل مثالي.,1
ذهبت أوليفيا إلى مطعم بيتزا ذو تصنيف عالي.,كانت أوليفيا غير راغبة في الثقة في المراجعات عبر الإنترنت مرة أخرى.,لم تعجب أوليفيا فنانة مسرحية بلباس ملكات الدرج على الإطلاق.,لم تعجب أوليفيا البيتزا على الإطلاق.,2
ذهبت أوليفيا إلى مطعم بيتزا ذو تصنيف عالي.,كانت أوليفيا غير راغبة في الثقة بالتعليقات عبر الإنترنت مرة أخرى.,طلبت أوليفيا البيتزا الأكثر توصية.,طلبت أوليفيا البيتزا الأقل توصية.,1
كان جون جالسًا في المنزل.,اشترى مشروبًا منعشًا.,كان جون عطشانًا جدًا.,كان جون يأخذ حمامًا.,1
سام ظن أنه الأقوى في الصالة الرياضية.,رفع أكثر من سام بيد واحدة وأخذ ماله.,سام راهن مع عضو آخر في الحديقة حول الرفع.,سام راهن مع عضو آخر في الصالة الرياضية حول الرفع.,2
كان ونستون ذاهبًا في إجازة إلى المكسيك.,تمكن من التأقلم جيدًا حقًا في المكسيك.,ونستون لم يكن متأكدًا إذا كان سيحب المكسيك.,لم تكن المكسيك متأكدة إذا كانت ستعجب ونستون.,1
وينستون كان ذاهبًا في إجازة إلى المكسيك.,تمكن من التأقلم جيدًا حقًا في المكسيك.,وينستون تأقلم مع الثقافة المكسيكية.,وينستون درس عن الثقافة المكسيكية.,2
ذهبت إلى محل الحلوى أمس.,عندما ذقتها، وجدتها مذاقها سيئ.,حصلت على حلوى بنكهة الأناناس.,حصلت على قلم بنكهة الأناناس.,1
كان سام بائعًا في شركة سيارات.,قريبًا هنأ رئيس سام على تحسن أدائه.,باع سام سيارات أكثر من قبل.,باع سام أجهزة كمبيوتر أكثر من قبل.,1
أرادت سارة أن تعد عشاءً لضيوفها.,اضطرت سارة أن تأمر بيتزا لأصدقائها بدلاً من ذلك.,لم تعرف سارة كيفية طلب البيتزا.,لم تعرف سارة كيفية الطهي.,2
لم يكن ريان يريد أبدًا الذهاب إلى المخيم الصيفي لكن والدته جعلته يذهب.,لم يستطع ريان الانتظار للذهاب العام المقبل لرؤية أصدقائه.,بعد حضوره، اكتشف ريان أن المخيم الصيفي كان ممتعًا.,بعد حضوره، اكتشف ريان أن المخيم الصيفي كان الأسوأ.,1
تحب تيفاني تصفح متاجر إيتسي.,افتتحت تيفاني بعد ذلك بوقت قصير متجرها الخاص على إيتسي.,اشترت تيفاني الكثير من المنتجات.,تجنبت تيفاني إنفاق أي أموال على إيتسي.,1
تحب تيفاني تصفح متاجر إيتسي.,افتتحت تيفاني بعد فترة وجيزة متجرها الخاص على إيتسي.,حصلت تيفاني على الإلهام بالنظر إلى متاجر إيتسي الأخرى.,حصلت تيفاني على الإلهام بالنظر إلى السيارات المستعملة.,1
في أحد الأيام، خرج كيفن إلى الخارج لفحص بريده.,عندما فتحه، رأى أنه هدية من والدته.,وجد كيفن طردًا يحمل اسمه عليه.,لم يحصل كيفن على أي بريد.,1
عملت جين كخادمة أطفال.,واصلت العمل ولم تهتم بما يعتقدون.,سخرت جين من مهن الآخرين.,سخر الناس من مهنة جين.,2
عملت جين كخادمة أطفال.,واصلت العمل ولم تهتم بما يعتقدون.,صنع الناس مزحة من مهنة جين.,أحب الناس واحتفلوا بمهنة جين.,1
عملت جين كخادمة أطفال.,استمرت في العمل ولم تهتم بما يعتقدون.,أحب الأطفال الذين تتولى رعايتهم لها.,لم يعجب الأطفال الذين تتولى رعايتهم بها.,2
كانت مجموعة المكعبات المتشابكة هي لعبة باتريشيا المفضلة.,ستصبح باتريشيا فيما بعد مهندسة ميكانيكية.,استمتعت باتريشيا ببناء الأشياء.,كانت باتريشيا تكره بناء الأشياء.,1
أحببت شرب الصودا.,لم تتكربن الصودا.,لم يعجبني الصودا الذي طلبته اليوم.,لم يعجبني النبيذ الذي طلبته اليوم.,1
سارة أرادت زراعة بعض الزهور.,قريبًا، بدأت الزهور تنمو.,زرعت سارة العديد من الزهور في الشمس.,زرعت سارة العديد من الأعشاب في الشمس.,1
سارة أرادت زرع بعض الزهور.,قريبًا، بدأت الزهور تنمو.,سارة ذهبت إلى المتجر لتشتري بعضًا.,سارة ذهبت إلى السينما.,1
يحتاج كريس إلى العثور على شقة أرخص.,أخيرًا هو في المنزل في مكانه الجديد.,لم يكن كريس يبحث في المدينة حتى وجد شيئًا بأسعار معقولة.,بحث كريس في جميع أنحاء المدينة حتى وجد شيئًا بأسعار معقولة.,2
يحتاج كريس إلى العثور على شقة أرخص.,أخيرًا هو في المنزل في مكانه الجديد.,بحث كريس عن العديد من البغايا الرخيصات عبر الإنترنت.,بحث كريس عن العديد من الشقق الرخيصة عبر الإنترنت.,2
أكلت قطة مريم لونا مغلفًا صغيرًا.,ساعات لاحقة أخبرت هي لونا أنها يمكن أن تأخذ لونا إلى المنزل.,كانت مريم قلقة، لذا أخذت لونا إلى متجر الآيس كريم.,كانت مريم قلقة، لذا أخذت لونا إلى الطبييب البيطري.,2
عندما كنت صبيًا، ركبت دراجتي إلى أسفل تلة محلية.,تعرضت لجروح سيئة في جسدي وذهبت إلى المنزل لعلاج الإصابات.,سقطت من دراجتي.,بقيت على دراجتي.,1
عندما كنت صبيًا، ركبت دراجتي إلى أسفل تلة محلية.,تعرضت لجروح خطيرة في جسدي وذهبت إلى المنزل لعلاج الإصابات.,تم القبض على دراجتي من قبل غصن وسقطت.,تم القبض على دراجتي في شجرة وانكسرت.,1
كنت أقوم برفع نظيف وارتجال.,أدركت أن رفع الأثقال لم يكن الرياضة المناسبة لي.,لقد أصبت نفسي أثناء رفع الأثقال.,استمتعت برفع الأثقال.,1
كنت أقوم برفع نظيف وارتجال.,أدركت أن رفع الأثقال لم يكن الرياضة المناسبة لي.,لم أستطع أداء الرفع بشكل صحيح بعد العديد من المحاولات.,تمكنت من أداء الرفع بعد محاولة واحدة.,1
ذهبت أنا وجاي إلى الشاطئ.,عند القيادة إلى المنزل، أدركنا أنه كان يجب علينا التحقق من الطقس أولاً.,كان مشمسًا معظم اليوم وذهبنا للسباحة.,مطرت معظم اليوم لكننا ذهبنا للسباحة على أي حال.,2
أنا حقًا أحببت صديقي.,في الواقع، دعوتها للخروج وقالت لا.,لكنها لا تبدو تحبني كثيرًا.,لكنها لا تبدو تحب البيتزا.,1
أعجبتني صديقتي حقًا.,في الواقع، طلبت منها الخروج وقالت لا.,شككت في أنها تحبني أكثر من صديق.,إنها تحبني أكثر من كوني صديقًا، ولا شك في ذلك.,1
ركبت جين دراجتها إلى وول مارت.,كانت جين مطلوبة من قبل الشرطة بسبب تصرفاتها.,قررت جين أن تسحب مزحة لكنها لم تنشرها على الإنترنت.,قررت جين أن تسحب مزحة ونشرتها على الإنترنت.,2
ركبت جين دراجتها إلى وول مارت.,كانت جين مطلوبة من قبل الشرطة بسبب تصرفاتها.,أطلقت جين النار على ساعي البريد في طريقها هناك.,رأت جين ساعي البريد في طريقها هناك.,1
ذهبت أنا وأصدقائي إلى مهرجان فني في مدينة قريبة.,بعد ذلك، حصل الجميع على فانوس ورقي ليأخذوه إلى المنزل.,شارك أنا وأصدقائي في فصل فني.,لم يأخذ أصدقائي وأنا دروسًا فنية.,1
ذهبت أنا وأصدقائي إلى مهرجان فني في مدينة قريبة.,بعد ذلك، حصل الجميع على فانوس ورقي ليأخذوه إلى المنزل.,كل شيء كان له سعر وكان مكلفًا للغاية.,تم صنع الفانوس من الورق على يد متطوع.,2
ماريا على وشك أن تلد طفلها الأول.,ماريا اتصلت بالموهوب وشكرتهم.,ماريا تلقت طردًا مع طفل رضيع جديد.,ماريا تلقت طردًا مع مجموعة هدايا لملابس الأطفال.,2
ذهب راي إلى البنك لتحويل كيس كبير من العملات المعدنية إلى نقود.,سلم له أمين الصندوق ٥٠ دولار نقدًا.,وجد آلة العملات وبدأ في العمل لسرقتها.,وجد آلة العملات وبدأ في العمل.,2
ذهب راي إلى البنك لتحويل كيس كبير من العملات المعدنية إلى نقود.,سلم له أمين الصندوق ٥٠ دولار نقدًا.,سك راي عملاته المعدنية في صينية التبرعات في الكنيسة.,سك راي عملاته المعدنية في عداد العملات.,2
كتبت كيف أريد أن تكون جنازتي.,غيرت وصيتي لتشمل خدمات الحرق.,لم أعتبر إذا كنت أريد أن أُمدح أو لا.,لم أعتبر إذا كنت أريد أن أُدفن أو لا.,2
اليوم كنت أتمرن على البوق لدوري في فرقة المدرسة.,كنت سعيدًا جدًا لأنني لعبت جيدًا في سولو.,لم أتدرب أبدًا للتأكد من أنني أعرف سولو.,أتدرب كل يوم للتأكد من أنني أعرف سولو.,2
ذهب الأطفال صيد الأسماك.,عاد مع قضيبه وسمكة متعلقة.,خطف أحد الأطفال وسحب سمكة.,خطف أحد الأطفال لكنه فقد سمكة.,1
اندلع الحريق طوال الليل في الحديقة.,اعتقد أن المكان يبدو رائعًا للرقص.,جاء رجل إلى الحديقة بعد أن انطفأ الحريق.,جاء رجل إلى الحديقة قبل أن ينطفئ الحريق.,1
اندلع الحريق طوال الليل في الحديقة.,اعتقد أن المكان يبدو رائعًا للرقص.,كان منطقة المخيم مضاءة في الليل.,كانت المنطقة غير الخيمة مضاءة في الليل.,1
طوال مسيرته كان كوين مشكوكًا فيه.,الآن هو نجم في دوري الرابطة الوطنية لكرة السلة للتنمية و يأمل في الدخول إلى دوري كرة السلة الأمريكي.,أثبت كوين نفسه في سوق الأسهم.,أثبت كوين نفسه على الملعب.,2
كول كان يخرج إلى الخارج للعب.,تناسب القفازات الجديدة بدون أصابع معه تمامًا.,حصل على حذاء جديد مختلف.,حصل على قفازات يد جديدة مختلفة.,2
كول كان يذهب إلى الخارج للعب.,تناسب القفازات الجديدة بدون أصابع له تمامًا.,كان الجو باردًا فارتدى قفازاته الجديدة.,كان الجو باردًا فارتدى قفازاته الثقيلة الجديدة.,1
لم تشعر جوان بنفسها في الآونة الأخيرة.,كانت هي وشريكها متحمسين للغاية.,شريك جوان فاجأها بدون هدايا.,شريك جوان فاجأها برحلة نهاية أسبوع.,2
قطعت الكثير من الأشجار في فناء منزلي.,كان لدي الكثير من الخشب حتى استمر الحريق طوال الليل.,جعلني حريق هائل.,صنعت حريقًا هائلاً.,2
