observation_1,observation_2,hypothesis_1,hypothesis_2,label
أكل روان وعائلته الكثير من الفواكه والخضروات.,"كان روان سعيدًا لأنه توصل إلى فكرة ""خضراء"" مثل هذه!",ظن روان أنه يجب عليهم الاستثمار في حديقة مطبخ وزراعة بعض الفواكه والخضروات.,ظن روان أنه يجب عليهم الاستثمار في حديقة مطبخ وزراعة بعض الزهور.,1
كان إد يتضور جوعًا عندما سلّم له والده شطيرة لحم الخنزير.,شارك والده شطيرته معه.,كان والد إد جائعًا.,طلب إد من والده أن يعطيه بعضًا من الشطيرة.,2
ذهب جاي لاستلام بريده.,نظر جاي إليه و التقطه بجهد كبير.,فتح الباب ووجد بطاقة بريدية واحدة.,أسقط جاي بريده على الأرض وانتشر في كل مكان.,2
كانت جورجيا تتحقق من بريدها الإلكتروني.,أخيرًا، كان لديها صندوق بريد فارغ نظيف.,لم تحتفظ جورجيا بأي من رسائلها الإلكترونية لمدة عام.,حذفت جورجيا الرسائل أثناء قراءتها.,2
كان سام وزوجته مشغولين بالتعبئة لأجل رحلتهم.,قضى سام وزوجته وقتًا رائعًا معًا.,قضى سام وزوجته وقتًا رائعًا للتعبئة لأجل رحلتهم.,ذهب سام وزوجته في رحلة بحرية.,2
قرر لودون أن الوقت قد حان لشراء ميكروفون جديد.,شعر لودون بسعادة كبيرة وهو يستمع إلى نفسه من خلال الميكروفون الجديد.,اشترى لودون جبنة مشوية جيدة.,ذهب لودون إلى المتجر واختار ميكروفونًا جديدًا رائعًا وجلبته إلى المنزل.,2
في أحد الأيام جاء بائع إلى مكتبي.,تم بيعها مقابل ٢٠ دولار.,كان البائع يبيع مكنسة كهربائية.,أظهر لي البائع سيارة جديدة لشركته.,1
كان لاري يتأخر عن العمل.,لقد اختار الخطأ في عجلة منه.,اختار ربطة عنق وهو يخرج من الباب.,تأكد من الحصول على ربطة العنق الصحيحة وهو يخرج من الباب.,1
راشيل فازت برحلة غوص مجانية.,سخر مدربها من راشيل وهي تطفو إلى أسفل.,راشيل لم تكن لتخاف من القيام بذلك.,أخذت غوصة اختبارية في نفق هوائي.,2
استمتعت الجدة دائمًا بالحياكة.,استخدمت الجدة مجموعة الحياكة بشكل جيد.,حصلت الجدة لنا على مجموعة هدايا عيد الميلاد.,رأت الجدة أن لدي ثقب في سروالي الجينز.,2
أرادت داريا الحصول على سترة جديدة.,وجدت سترة جميلة وطلبتها على الفور.,استخدمت الإنترنت للعثور على السترة المثالية.,ذهبت في جميع أنحاء المدينة للعثور على سترة.,1
كانت توبي أول كلب في عائلة سوليفان.,عاشت توبي حتى بلغت 16 عامًا.,عامل سوليفان توبي كعضو في الأسرة.,عامل سوليفان توبي كعضو في الأسرة لمدة عامين.,1
عملي كحارس نظافة يبقيني مشغولًا طوال اليوم.,أخيرًا، أنظف الأرضيات بمكنسة كهربائية.,لدي جدول زمني كامل يجب اتباعه: تفريغ القمامة، تنظيف الحمامات، تلميع الغبار، إعادة ملء الحاويات.,أنا أكنس جميع الأرضيات أولاً.,1
ذهبت سالي إلى متجر الحيوانات الأليفة في اليوم الآخر.,الآن لدى سالي سمكة ذهبية اسمها بوبي.,نظرت سالي إلى أحواض السمك ورغبت في الحصول على واحدة.,سالي أرادت حيوان أليف يتطلب الكثير من الرعاية.,1
昨晚我和女朋友打了一架。,她今天一整天都没接我电话，她的资料写着单身。,她冲出了我的破地方，我一整夜都没和她说话。,她冲出了我的房子，我一整夜都没和她说话。,2
لم أعرف اسم زوجة دوغ فسالته.,أخيرًا، نظرت إلى شهادة وفاة زوجة دوغ وتعلمت اسمها.,سمح لي دوغ بالنظر من خلال بعض الأوراق.,قال لي دوغ أن زوجته ميتة.,1
كان بن يحب اللعب مع الحيوانات.,عضّ الكلب بن لأنه كان يتصرف بقسوة معه.,وجد بن كلبًا جديدًا.,بدأ بن في مداعبة كلب برفق أكثر من اللازم.,1
بيتي أحب الطهي.,زوجة بيتي كانت متحمسة.,بيتي تعلم أطباقًا جديدة دون تعليم.,بيتي طهي العشاء تلك الليلة بدلاً من زوجته.,2
ناي أرادت حيوانًا أليفًا لكنها كانت تعاني من حساسية ضد القطط.,حصلت على أربع سمكات وأحببت مشاهدتهم كل يوم!,بحثت ناي عن أية الحيوانات الأليفة ستكون جيدة للأشخاص الذين يعانون من حساسية ضد القطط.,قررت ناي الحصول على شيء آخر غير السمك.,1
حصلت كلوى على تذاكر لمباراة هوكي قادمة.,فاز فريق كلوى وحصلت على تذكار إضافي!,ذهبت كلوى إلى المباراة وصفقت لفريقها.,ذهبت كلوى إلى مباراة الهوكي وأمسكت بك puck.,2
كانت لويز تتعرض للتنمر في كثير من الأحيان في مدرسته الابتدائية.,الآن لويز يتعلم جيدًا وهو أكثر سعادة.,حصل لويز على مساعدة من شخص بالغ لحل المشكلة عندما بدأت درجاته في الانخفاض.,أخيرًا وقف البلطجية في وجه لويز.,1
طلبت لوسي بعض البيتزا.,كانت لوسي بحاجة إلى تسخينها.,عندما وصلت إلى لوسي كانت باردة.,عندما وصلت البيتزا كانت ساخنة.,1
مررت جينا بجانب منحدر التزلج الجاف بالقرب من منزلها.,في ذلك الوقت رأت آلة كبيرة تقوم برش الثلج الصناعي على المنحدر.,كانت جينا ترغب في التزلج على الجليد في أقرب وقت ممكن.,يا كيف تتمنى جينا أن تهطل الأمطار حتى تبلل.,1
كان جيسون معجبًا دائمًا بالحركات السريعة للملاكمين الذين يراهم على التلفزيون.,كانت مباريات المصارعة الخاصة به مثيرة جدًا.,استخدم بعض الحركات في المصارعة لاستخدامها في المصارعة.,استخدم بعض العمل لراحة قدمه.,1
قرر توم الذهاب للتزلج في عاصفة ثلجية.,تناول كوبًا من الشوكولاتة الساخنة مع أصدقائه في الكوخ.,توم تقطعت به السبل لكنه تم إنقاذه من قبل أصدقائه.,كانت سيئة لكنها كانت شديدة البرودة لتوم لذا ظلوا.,1
كانت جيل وليسا أفضل صديقتين منذ سنوات.,كانت ليسا مستاءة جدا.,كانت قاسية جدا معها.,كانت ليسا قاسية جدا مع جيل.,1
كانت إيمي في متجر البقالة تتسوق للأسبوع.,كانت إيمي مضطرة إلى مطاردة الليمون نصف المسافة عبر موقف السيارات.,سقطت إحدى أكياس البقالة الخاصة بها عند الخروج قبل الدفع.,انكسر كيس إيمي إلى النصف.,2
مريم كانت مسجلة في سر سانتا.,تم إرساله إلى مطابقتها.,ذهبت مريم إلى المتجر من أجل مجموعة مكياج.,كانت مريم شريرة ووضعتن الثعابين في صندوق الهدايا الخاص بها.,2
لم يتوقف بيل عن لعب ألعاب الفيديو العنيفة حول ابنه.,توقف بيل عن اللعب على مضض.,في أحد الأيام ضرب الولد صديقه على الرأس بحجر.,رأى بيل ابنه يعيد تمثيل مشهدًا عنيفًا للجنس.,1
كانت تريش سعيدة بأن يكون لديها كلتا ابنتيها في المنزل في نفس الوقت.,ذهبت تريش إلى الفراش سعيدة جدًا تلك الليلة.,كانت تريش قد رأت إحدى بناتها مؤخرًا لأنها ذهبت إلى الكلية.,لم تكن تريش قد رأت إحدى بناتها منذ فترة طويلة لأنها ذهبت إلى الكلية.,2
تجمعنا لحفل عيد الميلاد في المكتب.,كانت الليلة وقتًا رائعًا وكان الجميع سعداء.,تبادل الجميع هدايا عيد الميلاد.,عملنا بجد للاستعداد للحفل.,2
عائلة بيلي انتقلت للتو إلى مدينة جديدة.,أصبحوا أصدقاء عظماء.,بيل صنع صداقات على الفور مع الجار الذي يعيش في ثلاثة بيوت تحت.,بيلي قابل جاره جيمي في آخر يوم له.,1
كان لاري يلعب كرة السلة.,حمل النهر كرة السلة الخاصة به طوال الطريق إلى أسفل الجدول.,أسقط كرة السلة ولفة إلى أسفل التل.,بدأت تتساقط الثلوج بغزارة، وسرعان ما غطى المنتزه بالثلج.,1
كانت آنا تعمل في رعاية أولادها الأقارب الصغار.,احتفظت آنا بهم مشغولين طوال اليوم!,جلبت آنا كيسًا مليئًا بالفنون والحرف.,صنعت آنا وجوهًا مضحكة للكلاب.,1
كنت أتحدث مع جاري هذا الصباح.,كانت القطة تتبعني ودخلت إلى منزلي.,لم ألاحظ القطة المتوفاة خارج المنزل بينما كنت أتحدث.,تركت بوابة جاري مفتوحة.,2
كانت جوان تصنع كب كيك الليمون.,خرجت مع نسيج غريب.,جوان أضافت الكثير من صودا الخبز.,جوان نسيت إضافة صودا الخبز.,2
كل يوم أربعاء كان مارك في ملاعب البيسبول.,لم يأكل مارك الهوت دوج مرة أخرى.,مارك أحب الهوت دوج، لكنه كان يفقد الكثير من الوزن.,مارك أصيب بتسمم غذائي من الهوت دوج في الملعب.,2
كان معلمي في الترومبيت رائعًا.,كانت جميع أمثلةه مضحكة حقًا!,أعطى تعليمات جادة جدًا لكل ما قام بتعليمه.,أعطى تعليمات صريحة لكل ما قام بتعليمه.,2
أخبرني ابني عن كسب بعض المال الإضافي في وقت فراغي.,الآن أعمل تقريبًا كل يوم وأربح الكثير من المال الإضافي.,قال ابني إنها تسمى Mechanical Turk وتديرها أمازون لذا أعرف أنها شرعية.,وصلني بوظيفة ترك.,1
نسيت ضبط المنبه الخاص بي الليلة الماضية.,لحسن الحظ أنني عامل جيد وحصلت على فرصة أخرى.,كنت مبكرًا في العمل هذا الصباح.,انتهى بي الأمر إلى أن أصبحت متأخرًا عن العمل.,2
كانت بات تكره بن حقًا.,لن يرتدي بن القفازات مرة أخرى أبدًا.,بدأت بات ارتداء القفازات مع حلول الشتاء.,صفع بن بات بقفاز.,1
وضعت الوردة البلاستيكية السوداء في إناء به ماء.,بصراحة، لم أكن أعرف حقًا لماذا أيضًا.,كنت أفكر في أشياء أخرى ولم أدرك أنني لم أفعل ذلك بعد.,سألتني صديقتي لماذا وضعت وردة بلاستيكية في الإناء.,2
كانت رون وأصدقاؤه يتسكعون في وقت متأخر من الليل.,قال رون إنه لا يريد ذلك وبدأ أصدقاؤه يستهزئون به.,قرر رون الذهاب إلى المنزل حتى يتمكن من الراحة قبل العمل في اليوم التالي.,تحدى أصدقاء رون رون بالبقاء في الداخل.,1
جيم يريد حوض مطبخ جديد.,ثم أخذ بعض الوقت للإعجاب بحوضه الجديد!,جيم ذهب إلى النادي الليلي.,جيم استأجر سباكًا لتركيب حوض مزرعة.,2
زوجي جيم توفي بسبب السرطان العام الماضي في يوم فالنتين.,ترك والدها المحب رسالة حب نهائية في كتابهم المفضل.,أراد جيم أن يترك لزوجته ذكرى دائمة.,انتقلت ابنتي من غرفتها.,1
استيقظ جارث وضرب ساعة المنبه إلى الصمت.,اتصل برقم 911، لم يكن هناك شيء يمكنهم فعله.,شعر جارث بشيء بارد بجانبه.,كسر جارث هاتفه ولم يعرف الوقت.,1
كتب مارك قصص رعب لكسب العيش، وكان يفتخر بذلك.,استيقظ مارك على صوت منبهه وهو يبكي.,نام مارك عن طريق الخطأ قبل أن يكمل قصته في الوقت المحدد.,كانت قصص مارك تعطيه كوابيس.,1
توقفت عن تناول حبوبي الموصوفة لأنها جعلتني مريض.,أخبرت الطبيب أن حبوبه جعلتني مريضًا لذا توقفت عن تناولها.,ذهبت إلى الطبيب لمناقشة حبوبي.,فاتتني موعدي مع الطبيب.,1
كان تيم يجد صعوبة في الرياضيات.,في النهاية، انتهى به الأمر إلى الرسوب في الاختبار واضطر إلى إعادة الكورس.,بدلاً من طلب المساعدة، ذهب تيم إلى مباراة كرة القدم مع أصدقائه في الليلة قبل الامتحان النهائي.,درس تيم كل ليلة.,1
ذهبت الفتيات إلى حانة.,ذهبن إلى المنزل يتحدثن عن ليلتهن.,استمتعت الفتيات بالحانة.,قضين وقتًا رائعًا في الرقص حتى الصباح.,1
ذهبت جو إلى السطح للعمل على تسمير بشرتها.,سمع المالك طرقها ووجد جو ترتجف على السطح.,بقيت خارجة طوال اليوم وعندما جاء الليل ذهبت إلى الداخل.,انغلقت جو عن طريق الخطأ على سطح السطح وبدأت تدق على الباب طلبًا للمساعدة.,2
بوب فوجئ عندما تعطلت شاحنته على الطريق السريع.,حتى أن الضابط أعطى بوب رحلة إلى شركة تأجير سيارات.,اعتقد أنها ستجد من الغريب وجوده في منتصف الطريق.,يوقف ضابط الشرطة في الحديقة لمساعدة بوب.,1
دائمًا ما أردت أن أكون قادرًا على ركوب الدراجة ثلاثين ميلًا في وقت واحد.,أنا شديد الضعف ولا أستطيع حتى ركوب الدراجة ميلًا واحدًا.,لم أكن أركب الدراجة أو أمارس الرياضة على الإطلاق.,أنا أركب الدراجة وأمارس الرياضة كل يوم.,1
استيقظ يعقوب عند إشارة حمراء.,الآن يعقوب يستيقظ فقط في سريره.,هو نائم في السيارة.,يعقوب تعهد بعدم القيادة تحت تأثير الخمر مرة أخرى.,1
كانت بيلا شاحبة جدًا.,عندما غادرت، كانت بشرتها بنية ذهبية صيفية!,قررت أن تأخذ عطلة ضرورية للغاية في فلوريدا.,قررت بيلا إنقاذ الصباح في صالون الأظافر.,1
كانت كاثي سعيدة لأنها أخيرًا حصلت على بعض الوقت للخياطة.,كاثي نقرت أطراف أصابعها المعدنية على الطاولة في إحباط.,وضعت كاثي الجوارب على أصابعها.,لم تستطع كاثي الحصول على الخيط في النسيج.,1
عملت جدتي فطيرة الليمون الأخضر.,ذهبت إلى الحمام لأتفلها.,كرهت الفطيرة.,تلعبت الفطيرة.,1
كان نيد بحاجة إلى السجائر - كان على وشك الانتهاء.,اشترى لنفسه كرتونين كاملين من السجائر.,قرر نيد أن الوقت قد حان لترك التدخين وفعل ذلك بشكل بارد.,رأى نيد صفقة رائعة في النادي بالجملة.,2
كان أصدقائي يأخذوني للتسلق على الصخور.,في اليوم التالي، ذهبت إلى الحائط الصخري الحقيقي وتسلقت عليه جيدًا جدًا.,أرادوا أن يبدأوا بحائط صخري حقيقي للتمرين أولاً.,ذهبنا إلى صالة الألعاب الرياضية للتمرين على حائط وهمي.,2
ذهبت إلى الشاطئ في الصيف الماضي لكي أحصل على تان.,استيقظت مع حروق شمسية كبيرة في جميع أنحاء جسمي.,نمت و لم أضع المزيد من كريم واقي الشمس.,نمت في الظل.,1
كانت كيلي لا تستطيع الانتظار للذهاب إلى سيفورا للمرة الأولى لشراء الماكياج.,بحلول الوقت الذي غادرت فيه المتجر، كان لدى كيلي حوالي 12 حقيبة مختلفة ممتلئة.,عرفت السيدة البائعة أن كيلي ستكون عملية بيع سهلة.,لم تصدق كم كانت الخيارات قليلة لديها.,1
التلفزيون شيء مخيف.,صنعت شطيرة لاشباع رغبتي.,جعلني أحد الإعلانات أشتهي شطيرة.,شاهدت عرضًا عن الأشياء المخيفة التي توجد حول العالم.,1
في يوم من الأيام اشترى آدم مسدسات بي بي اثنين.,كان آدم فخورًا جدًا بالمسيحي.,أطلق المسيحي النار على آدم بالمسدس.,أعطى آدم واحدًا للمسيحي.,2
حضورنا حفلة الهالوين,صدم المضيف.,خطب صديق المضيف لها أمام الجميع.,شرب المضيف الكثير وتغازل مع شخص ليس زوجته.,2
اجتمع الجميع في عائلتي معًا لعيد الشكر.,كنا نقضي وقتًا رائعًا.,قاد الناس سياراتهم من جميع أنحاء الولاية.,كان الجميع غاضبين ولم يأكلوا.,1
أحب جو لحيته.,فقرر حلقها وحصل على وظيفة على الفور.,كان جو يعاني من صعوبة في اختيار وظيفة.,لم يستطع جو الحصول على وظيفة لأن لحيته بدت غير احترافية.,2
قرر بن أن يعامل نفسه بكوب من القهوة.,بن كان محبطًا من الرسوم الإضافية.,بن تم تحصيل رسوم إضافية له مقابل الكوب.,قام العامل بتحصيل المبلغ المضاعف منه.,2
تخرج جو مؤخرًا من الكلية.,كان عليه أن يحصل على وظيفة بدوام جزئي لتوصيل البيتزا لدعم نفسه.,جو يملك المال.,كان سوق العمل سيئًا.,2
آل أحب الموسيقى الحزينة.,حالما رأى الدمعة سألها أن تكون زوجته.,رأى آل امرأة في متجر البقالة تبكي عندما بدأت أغنية حزينة تشغيل عبر نظام الصوت.,بكت صديقة آل أثناء أغنية حزينة.,2
كرهت لويز الرياضيات.,كانت مخطئة وتركت الدراسة في غضون شهر.,تحدت لويز نفسها بالتسجيل في فصل رياضيات.,اعتقدت لويز أن الدروس الخصوصية ستقتلها.,1
كنت ماشياً إلى المنزل.,جعلني المطر أشعر بالاكتئاب أكثر.,كان يومًا مشمسًا.,كنت مكتئبًا لأن صديقتي انفصلت عني. في منتصف طريقي بدأ المطر يهطل.,2
ألكس تحتاج إلى البقالة.,ألكس اشترى يخت.,رأت إعلانًا لسيارة في المتجر.,قررت الذهاب إلى المتجر والنظر إلى القوارب في طريقها للتسوق من أجل البقالة.,2
أردت حيوانًا أليفًا لميلادي.,قادني والدي إلى البيت مع الخنزير الصغير في سيارتي.,أعطاني والدي خفاشًا بدلاً من ذلك.,ذهبت لأشتري حيوانًا أليفًا غريبًا مع والدي.,2
أخبرت المعلمة ديانا أنها رسبت في الفصل.,انتهت بـ 33 في الاختبار.,قررت ديانا الدراسة مع أصدقائها بدلاً من الخروج.,قررت ديانا أنها لا تهتم ولم تدرس للاختبار.,2
كانت هناك عائلتان قويتان.,انتهى الأمر بعائلة لانس بالفوز في الحرب والسيطرة عليها.,فازت عائلة فونكيل في كل معركة، سنة بعد سنة.,كانت للعائلات شجار.,2
كان ميرون الصغير معتادًا على كونه محور حياة والديه.,أدرك ميرون أن هناك أجزاء جيدة لكونه أخًا أكبر أيضًا.,لم يكن ميرون سعيدًا لأن والديه كانا ينجبان طفلًا.,في يوم من الأيام، قال والدا ميرون إن أريكة جديدة في الطريق.,1
استيقظت إيمي لترى أن الشمس كانت مشرقة بشكل ساطع في الخريف.,إيمي أحبت ذلك اليوم الخريفي الجميل الذي شعر وكأنه صيف.,قضت إيمي يومها في الخارج في الطقس الجميل.,بقيت إيمي في المنزل طوال اليوم.,1
كان تيري يمر بقضية كبيرة.,لم يكن على استعداد للتنازل.,يري وزوجته يريدان نفس الطلاء لمنزلهما.,تمسك تيري بآرائه بقوة.,2
كان كوينتون على وشك أن يُطرح من شقتة.,شعر كوينتون بالاكتئاب.,كوينتون حزم حقائبه، وبدأ يبحث عن مكان جديد.,لم يستطع كوينتون العثور على شقة أخرى للانتقال إليها.,2
أجرى آدم خادمة لتنظيف منزله.,طردت الوكالة اللص على الفور.,سرقت الخادمة أدوات المائدة الفضية من المنزل.,في ذلك اليوم تم سرقة منزل آدم من قبل الجار.,1
لدى ديف والدين يمتلكان مطعمًا.,قرروا إغلاق العمل.,يحصلون على المزيد من العملاء.,لم يعد مطعم ديف يعمل بشكل جيد.,2
كافح روبي ليمسك قلمه بشكل صحيح.,كان روبي ومعلمه وأمه جميعهم متحمسين عندما نجحت الطريقة!,أخيرًا، نجح روبي في الأمر.,لم يكونوا يعرفون كيفية مساعدته في الإمساك بالقلم بسهولة أكبر.,1
كان جد يعد حساء.,ندم جد أنه لم يكتفِ بتناول وعاء من الحبوب.,تناول بعض الحبوب في الوقت نفسه.,احترق الحساء الذي صنعه جد.,2
نامت آني عن طريق الخطأ.,لم يكن لديها وقت، وانتهى شعرها بظهوره متشابكًا للغاية.,كانت آني بحاجة إلى القفز والاندفاع إلى الفصل قبل أن تتأخر.,أخذت وقتها في تمشيط شعرها تلك الليلة.,1
كان نيك يخطب جيس.,فقرر نيك أن يطلب يدها للزواج.,نيك أحب صديقته كثيرًا.,كان لدى نيك وجيس علاقة رهيبة.,1
كان جوردن يتجول عبر الصحراء على جملته.,أدرك جوردن أنه ضائع، وشرب آخر قطرات الماء لديه.,لم يكن جوردن قد جهز معدات البقاء جيدًا.,كان جوردن يتضور جوعًا، لكنه لم يستطع العثور على الماء.,1
كانت كורה تحلم دائمًا بقضاء رحلة بحرية.,بعد ثلاثة أسابيع ، كانت كورة تستمتع أخيرًا بنسيم البحر!,خططت كورة للرحلة البحرية في السنوات الأخيرة.,خلال عطلة الإجازة ، سافرت كورة على قارب.,2
ذهب جيمز إلى البيتزا لمقابلة بعض الأصدقاء.,أخيرًا غادروا وكان الجميع مرتاحين لشجاعة جيمز.,قاتل جيمز حزمة من الكلاب.,جيمز لم يدخل في شجار.,1
لدي ديريك مقابلة عمل.,لم يحصل ديريك على الوظيفة.,لم يستعد ديريك أو يلبس بشكل لائق.,ذهبت مقابلة ديريك بشكل جيد للغاية.,1
كان سام يسبح في المسبح.,بقي سام خارج المسبح لأنه كان مبللا بالفعل.,دخل سام المسبح.,خرج سام وتجفف.,2
كنت أنا وأصدقائي نلعب خارج المنزل.,وضعنا المعدات جانبا وذهبنا في طرق منفصلة.,دخلنا في شجار.,فجأة بدأت تهطل الأمطار بغزارة.,1
غداء ساندي كانت شطيرة لحم مرة أخرى.,كانا سعيدين بالصفقة.,مولي لم تعجبها التونة لذا قامت بالتبادل مع ساندي.,شطيرة ساندي المفضلة كانت لحم.,1
اشتريت محرك احتياطي لآيفون زوجتي، باستخدام أمازون.,شكرت أمازون على خدمة العملاء الرائعة.,جاء الآيفون بسرعة.,طلبت أمازون مني على الفور شراء عنصر آخر.,1
كانت دينا تسير إلى المنزل في يوم بارد.,بدا الكلب مريضًا لذا أخذته إلى المنزل واحتفظت به.,رأت دينا كلبًا صغيرًا بالخارج.,رأت دينا سلحفاة صغيرة بالخارج.,1
كان لدى توم وزوجته ديان طفلهما الأول.,استيقظ ليعرف زوجته ، ثم أخبرته هي بالخبر.,احتفظت ديان بالطفل عند جديهما ليلة واحدة ولم تخبر توم.,قرر كلاهما معًا أنهما يريدان الطلاق.,1
كانت كيلين بحاجة إلى العثور على وظيفة أفضل.,إنه ممتن إلى الأبد لصديقه على حصوله على الوظيفة.,كان لدى صديقه تشارلي فرصة عمل في الحانة.,حصل صديق كيلين على وظيفة مبيعات بأجر أقل له.,1
كان توم يستمع إلى الموسيقى في الصف.,لذلك لم يكن توم يعرف أنهم لن يلتقطوه من المدرسة.,رن هاتف توم المحمول، ورد على المكالمة.,لم يسمع توم الرسالة التي قدمها له معلمه.,2
نيل كان عاشقًا للموسيقى.,نيل اعتقد أن فيينا هي المدينة الأكثر موسيقية على الأرض!,عندما وفر نيل أمواله، ذهب إلى النمسا.,سافر نيل إلى فيينا بسبب فنها الرائع.,1
كان إد يصنع الويسكي في المنزل.,عند تذوقه، قرر إد أن ويسكيه كان رائعًا!,الويسكي كان مشروب إد المفضل.,كان إد عصبيًا بشأن كيفية ظهوره.,2
لاحظت سوزان أن قدميها متورمتان بشكل كبير.,بعد بضعة أيام لاحظت أن التورم في قدميها قد زال.,كانت سوزان حاملاً في شهرها السادس.,تحدثت إلى طبيبها وقدم لها بعض النصائح.,1
كانت بيث تحصل على الكثير من آلام الحلق.,استمتعت بالاسترخاء والآيس كريم في ذلك الوقت.,انتهى بها الأمر إلى إجراء عملية جراحية لإزالة ساقها.,أزالت بيث في النهاية لوزتها.,2
كان تشارلي يقود سيارته الجديدة إلى منزل صديقه.,رفض واتبع قوانين الشوارع مثل مالك السيارة المسؤول.,تحداه سائق آخر بسباق سيارات.,أراد صديق تشارلي أن يبطئ وصوله في وقت لاحق.,1
كانت كورنيليا تحب دائمًا العمل بيديها.,كورنيليا تقطّع الطاولة إلى حطب.,كورنيليا تحتاج إلى حطب لموقدها.,كورنيليا تحتاج إلى حطب لكنها نفدت لديها.,1
رجل صنع بئر أمنيات بجانب صندوق بريده.,دفع ثمن الوجبة كاملة من العملات المعدنية.,امتلأت التغيير بآبار الأمنيات.,كل شخص يمر من هناك ألقى عملة معدنية فيه.,2
كان سام متحمسًا، اليوم أخيرًا هنا.,قرر سام أن فطيرة الزفاف سيكون عليها أن تكون كافية.,كاد سام يسقط كعكة الزفاف.,حصل سام على أخبار أن كعكة زفافه تعرضت للتلف.,2
طلب جو مجموعة غرفة طعام من الإنترنت لزوجته.,طلب جو أثاثًا للدمى عن طريق الخطأ!,لم يقرأ جو الموقع بشكل صحيح.,عندما قام جو بفك الأثاث، أدرك أنه فخم جدًا.,1
كان يعقوب يقود سيارته إلى المنزل من العمل.,شعر بالرضا حقًا لأنه يعلم أن مساعدته موضع تقدير.,وقف لمساعدة شخص ما في تفريغ إطار مسطح.,وقف يعقوب لمساعدة شخص ما في إصلاح إطار.,2
كانت آن موعدي لحفل تخرجنا من المدرسة الابتدائية.,فجأة قفزت عبر مقعد السيارة وقبلت شفتي!,ليست هي المفضلة لدي منذ الطفولة.,قمت بقيادة سيارتي إلى منزل آن بعد الحفل.,2
روبي انضم إلى فرقة جديدة.,يسجلون ألبومًا معًا.,يفسدون الكثير من الأغاني.,روبي لديه زميل في الفرقة.,2
كان توم يريد أن يأخذ شيلي في موعد غرامي.,جلسا معًا فقط ومشيا غروب الشمس معًا.,ذهب توم وشيلي إلى الشاطئ.,أخذها توم إلى نزهة على قمة التل.,2
ديف أحب الهواء الطلق.,ديف التقط صوراً للأشجار الطويلة.,الطقس كان جميلاً.,الطقس كان يمطر بشدة.,1
مرضت سίνدي.,بدأت سίνدي تناولها تلك الليلة.,اشترت لها والدتها بعض أدوية السعال.,اشترت لها والدتها بعض الحلوى.,1
كان لدى جيريمي اختبار ضخم في المدرسة.,فجأة، استيقظ معلمه وأكمله الاختبار.,نوم جيريمي على مكتبه في المنزل أثناء الدراسة.,كان جيريمي متعبًا لدرجة أنه نوم أثناء الاختبار!.,2
أرادت تارا إعادة طلاء غرفتها.,ذهبت إلى المنزل وطلت غرفتها باللون الوردي بمفردها.,أرادت تارا غرفة أكثر راحة.,اشترت تارا الطلاء الأزرق الذي رأته في المتجر.,1
لم تكن آلي تمتلك العديد من الحقائب، ولكنها كانت مرتبطة بالقليل منها.,فقدت حقيبتها القديمة، لكنها بدأت تحب الحقيبة الجديدة بنفس القدر.,أعطتها والدتها حقيبة جديدة لميلادها وباعتاها.,لسوء الحظ، فقدت واحدة من حقائبها واشترت واحدة جديدة.,2
اتصل بي رجل في وقت متأخر من بعد الظهر على هاتف منزلي.,وبعد ثوان قليلة أعاد الاتصال.,التقطت الهاتف ولكن الرجل لم يتحدث الإنجليزية.,تنفس بشدة في الهاتف وقال كلمة بذيئة.,2
كان توم مخمورًا في حفل.,جعلته يعترف أخيرًا بأنه كان مخمورًا.,توم صادق عندما يكون مخمورًا.,انتهى توم بالذهاب إلى مقهى.,1
كانت بيث تركب دراجتها في الحديقة القريبة من منزلها.,نظرت الأم و أولادها إلى أعلى ثم استمرت في طريقها.,رأت بيث أماً تصرخ في أطفالها في عربة الأطفال.,رأت بيث أماً بطة و أولادها.,2
أعجب توني بالفن.,تم تعيين توني على الفور ونجح.,اعتبرت أعمال توني الفنية تحفة فنية من قبل المتحف.,تم رفض توني لمنصب في معرض فني.,1
صنعت وشاحًا دافئًا لأمي.,الآن أصنع الأوشحة للجميع أيضًا.,لم تعجب أمي به.,admired الجميع وشاح أمي.,2
أفادت آفا أنها تريد الذهاب إلى حديقة الحيوان.,قضوا يومًا رائعًا في حديقة الحيوان!,رأت آفا جميع الحيوانات.,لم يكن والدوا آفا قد زارا حديقة الحيوان من قبل.,1
صعد ريان الدرج الطويل للوصول إلى الشريحة المائية.,كانت أكثر متعة مما توقع.,كان ريان خائفًا من النزول في الشريحة المائية.,أحب ريان النزول في الشريحة المائية.,1
كان بوب يصطاد الغزلان.,تم إنقاذ بوب وأصبح أكثر حذرًا من ذلك الحين فصاعدًا.,لم ينتبه ستو وسقط في وادٍ مكسورًا ساقه.,سقط بوب في حفرة و ظل عالقًا هناك لساعات.,2
لم أقابل أمي الحقيقية.,أو إذا كان يجب أن أستمر في مهمتي حتى تصبح حقًا شبحًا.,لقد بحثت عنها.,وجدت أمي وتساءلت إذا كان يجب أن أتخلى عنها.,1
كان لدى إيفان قطة واحدة.,كانت كل القطط سعيدة جدًا!,هربت قطة إيفان.,تبنى إيفان قطة ثانية.,2
