#,ID,Source,Country,Group,Subject,Level,Question,BackStory,Context,Answer Key,Option 1,Option 2,Option 3,Option 4,Option 5,is_few_shot,ABILITY,INDEX
1332,4,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل يعرف شاو زاو أن شاو وانغ انفصل؟,"شاو زاو وشاو وانغ صديقان جيدان. انفصل شاو وانغ في عطلة نهاية الأسبوع الماضي. يومًا ما، عندما يرى شاو زاو شاو وانغ، يقول: ""شاو وانغ، لماذا لم تأت إلى الحفلة في عطلة نهاية الأسبوع الماضي؟ نفتقدك جميعًا."" يرد شاو وانغ بإيجاز: ""يا لها من شيء."" وعند رؤيته ذلك، يقول شاو زاو: ""سمعت أنك لست في حالة مزاجية جيدة مؤخرًا، هل تريد التحدث؟"" يوجّه شاو وانغ رأسه، ""شكرًا، قد أحتاج إلى بعض الوقت."" يرد شاو زاو: ""لا مشكلة، عندما تكون مستعدًا، يمكننا الخروج معًا.""",,A,يعرف,لا يعرف,nan,nan,,False,Non-Literal Communication: Faux pas,4
1333,1,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل يقول أحد شيئًا غير لائق في هذه القصة؟,"بعد يوم الجمعة في المدرسة،วางแผน شياوفانغ وشياوجيه للذهاب إلى المكتبة للمراجعة معًا. كان لدى شياوجيه خطط أصلية لمشاهدة فيلم مع الأصدقاء، لكنه ألغاه لمرافقة شياوفانغ للمراجعة. عندما وصلوا إلى المكتبة، رأت شياوفانغ شياوجيه وقالت بهدوء، ""أخيرًا وصلت."" رد شياوجيه ببساطة، "" آسف، أنا تأخرت بعض الوقت على الطريق."" استمرت شياوفانغ، ""آمل أن تأخذ الأمر على محمل الجد هذه المرة، لا تكون مثل المرة الأخيرة."" بدأ الاثنان في المراجعة.",,B,يقول شخص ما شيئًا غير لائق في القصة.,لا يقول أحد أي شيء غير لائق في القصة.,nan,nan,,False,Non-Literal Communication: Faux pas,1
1334,2,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,إذا كان هناك، أي جملة غير مناسبة؟,"بعد يوم الجمعة في المدرسة،วางแผน شياوفانغ وشياوجيي للذهاب إلى المكتبة للمراجعة معًا. كان لدى شياوجيي خطط أصلية لمشاهدة فيلم مع الأصدقاء، لكنه ألغاه لمرافقة شياوفانغ للمراجعة. عندما وصلوا إلى المكتبة، رأت شياوفانغ شياوجيي وقالت بهدوء، ""أخيرًا أتيت."" رد شياوجيي ببساطة، "" آسف، تأخرت بعض الوقت على الطريق."" استمرت شياوفانغ، "" آمل أن تأخذ الأمر على محمل الجد هذه المرة، ولا تكون مثل المرة الأخيرة."" بدأ الاثنان في المراجعة.",,B,أخيرًا أتيت,آسف، تأخرت قليلاً في الطريق.,آمل أن تأخذ الأمر على محمل الجد هذه المرة، ولا تكون مثل المرة الأخيرة.,لا يوجد جملة غير مناسبة,,False,Non-Literal Communication: Faux pas,2
1335,3,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,ما الخطة التي ألغاها شياوجيه لشياوفانغ؟,"بعد انتهاء اليوم الدراسي يوم الجمعة، يخطط شياوفانغ وشياوجيه للذهاب إلى المكتبة للمراجعة معًا. كان لدى شياوجيه في الأصل خطط لمشاهدة فيلم مع الأصدقاء، لكنه ألغاه لمرافقة شياوفانغ للمراجعة. عندما وصلوا إلى المكتبة، رأت شياوفانغ شياوجيه وقالت بهدوء، ""أخيرًا جاءت."" رد شياوجيه ببساطة، "" آسف، تأخرت بعض الوقت على الطريق."" استمرت شياوفانغ، "" أتمنى أن تأخذ الأمر على محمل الجد هذه المرة، لا تكون مثل المرة الأخيرة."" بدأ الاثنان في المراجعة.",,B,لمشاهدة فيلم,للعب ألعاب,للحضور إلى حفل,لقراءة كتاب,,False,Non-Literal Communication: Faux pas,3
1336,4,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل تعرف شياوفانغ أن شياوجيه ألغى خططًا أخرى؟,"بعد يوم الجمعة في المدرسة، يخطط شياوفانغ وشياوجيه للذهاب إلى المكتبة للمراجعة معًا. كان لدى شياوجيه خطط أصلية لمشاهدة فيلم مع الأصدقاء، لكنه ألغاه لمرافقة شياوفانغ للمراجعة. عندما يصلان إلى المكتبة، ترى شياوفانغ شياوجيه وتقول بهدوء، ""أخيرًا جئت."" يرد شياوجيه ببساطة، "" آسف، تأخرت بعض الوقت على الطريق."" تواصل شياوفانغ، ""آمل أن تأخذه على محمل الجد هذه المرة، ولا تكون مثل المرة الأخيرة."" يبدآن في المراجعة.",,B,يعرف,لا يعرف,نان,نان,,False,Non-Literal Communication: Faux pas,4
1337,1,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل يقول أحد شيئًا غير لائق في هذه القصة؟,"بعد يوم الجمعة في المدرسة، يخطط كل من شياو لي وشياو تشيانغ للذهاب إلى المكتبة للمراجعة معًا. كان لدى شياو تشيانغ في الأصل خطة لمشاهدة فيلم مع الأصدقاء، لكنه ألغاها لمرافقة شياو لي للمراجعة. عندما يصلان إلى المكتبة، يرى شياو لي شياو تشيانغ ويقول: ""شكرًا على مجيئك من أجلي."" يرد شياو تشيانغ: ""لا بأس، أعتقد أن مساعدتك أكثر أهمية."" يواصل شياو فانج القول: ""أتمنى أن تكون المراجعة مثمرة اليوم."" يبدآن في المراجعة بكفاءة معًا.",,A,يقول شخص ما شيئًا غير لائق في القصة.,لا يقول أحد أي شيء غير لائق في القصة.,nan,nan,,False,Non-Literal Communication: Faux pas,1
1338,2,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,إذا كان هناك واحد، فأي جملة غير مناسبة؟,"بعد يوم الجمعة في المدرسة، يخطط شياو لي وشياو تشيانغ أيضًا للذهاب إلى المكتبة للمراجعة معًا. كان لدى شياو تشيانغ في الأصل خطة لمشاهدة فيلم مع الأصدقاء، لكنه ألغاها لمرافقة شياو لي للمراجعة. عندما يصلان إلى المكتبة، يرى شياو لي شياو تشيانغ ويقول: ""شكرًا على مجيئك من أجلي."" يرد شياو تشيانغ: ""لا بأس، أعتقد أن مساعدتك أهم."" يواصل شياو لي القول: ""آمل أن تكون المراجعة مثمرة اليوم."" يبدآن في المراجعة بكفاءة معًا.",,A,شكرًا على مجيئك من أجلي.,لا بأس، أعتقد أن مساعدتك أهم.,آمل أن تكون المراجعة مثمرة اليوم.,لا يوجد جملة غير مناسبة,,False,Non-Literal Communication: Faux pas,2
1339,3,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,ما الخطة التي ألغاها شياو تشيانغ لصالح شياو لي؟,"بعد يوم الجمعة في المدرسة، يخطط كل من شياو لي وشياو تشيانغ للذهاب إلى المكتبة للمراجعة معًا. كان لدى شياو تشيانغ في الأصل خطة لمشاهدة فيلم مع الأصدقاء، لكنه ألغاها لمرافقة شياو لي للمراجعة. عندما يصلان إلى المكتبة، يرى شياو لي شياو تشيانغ ويقول: ""شكرًا على مجيئك من أجلي."" يرد شياو تشيانغ: ""لا بأس، أعتقد أن مساعدتك أكثر أهمية."" يواصل شياو فانج القول: ""أتمنى أن تكون المراجعة مثمرة اليوم."" يبدآن الاثنان المراجعة بكفاءة معًا.",,A,لمشاهدة فيلم,للعب ألعابًا,لحضور حفل,لقراءة كتاب,,False,Non-Literal Communication: Faux pas,3
1340,4,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل يعلم شياو لي أن شياو تشيانغ ألغى خططًا أخرى؟,"بعد يوم الجمعة في المدرسة، يخطط كل من شياو لي وشياو تشيانغ للذهاب إلى المكتبة للمراجعة معًا. كان لدى شياو تشيانغ في الأصل خطة لمشاهدة فيلم مع الأصدقاء، لكنه ألغاها لمرافقة شياو لي للمراجعة. عندما يصلان إلى المكتبة، يرى شياو لي شياو تشيانغ ويقول: ""شكرًا لك على المجيء من أجلي."" يرد شياو تشيانغ: ""لا بأس، أعتقد أن مساعدتك أكثر أهمية."" ثم يقول شياو فانغ: ""أتمنى أن تكون المراجعة مثمرة اليوم."" يبدآن في المراجعة بكفاءة معًا.",,A,يعلم,لا يعلم,nan,nan,,False,Non-Literal Communication: Faux pas,4
1341,1,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل يقول أي شخص شيئًا غير لائق في هذه القصة؟,"في عطلة نهاية الأسبوع، تخطط عائلة شياوفان لقضاء وقت معًا في التجمع العائلي. تقول شياوفان بحماس لوالدتها: ""أماه، يجب أن نذهب لممارسة المشي في الجبال، المناظر هناك جميلة جدًا!"" توافق الأم وتقول: ""فكرة جيدة، أنا أيضًا أحب المشي في الجبال."" الأب ينظر إلى دليل السفر البحري جانبًا، ويبتسم قليلاً عندما يسمع ذلك. تقول الأم: ""الأب بالتأكيد أيضًا يحب المشي في الجبال، لذا نحن نقرر الذهاب لممارسة المشي في الجبال!"" في يوم التجمع، تذهب العائلة بأكملها إلى الجبل، والأب يتطلع أحيانًا إلى البحر البعيد.",,B,شخص ما في القصة يقول شيئًا غير لائق.,لا أحد في القصة يقول أي شيء غير لائق.,nan,nan,,False,Non-Literal Communication: Faux pas,1
1342,2,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,إذا كان هناك، أي جملة غير مناسبة؟,"في عطلة نهاية الأسبوع، تخطط عائلة شياوفان لجمع عائلي. تقول شياوفان متحمسة لأمها: ""أماه، يجب أن نذهب لممارسة المشي في الجبال، المناظر هناك جميلة!"" توافق الأم وتقول: ""فكرة جيدة، أنا أيضًا أحب المشي في الجبال."" الأب ينظر إلى دليل السفر البحري بجانبه، ويبتسم قليلاً عندما يسمع ذلك. تقول الأم: ""بالتأكيد الأب أيضًا يحب المشي في الجبال، لنقرر الذهاب لممارسة المشي في الجبال!"" في يوم الجمع، تذهب العائلة بأكملها إلى الجبل، والأب ينظر أحيانًا إلى البحر البعيد.",,B,أماه، يجب أن نذهب لممارسة المشي في الجبال، المناظر هناك جميلة!,فكرة جيدة، أنا أيضًا أحب المشي في الجبال.,,لا يوجد جملة غير مناسبة,,False,Non-Literal Communication: Faux pas,2
1343,3,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,أين تذهب عائلة شياوفان في النهاية؟,"في عطلة نهاية الأسبوع، تخطط عائلة شياوفان لجمع عائلي. تقول شياوفان متحمسة لأمها: ""أماه، يجب أن نذهب للمشي في الجبال، المناظر هناك جميلة!"" توافق الأم وتقول: ""فكرة جيدة، أنا أيضًا أحب المشي في الجبال."" الأب ينظر إلى دليل السفر إلى الشاطئ بجانبه، ويبتسم قليلاً عندما يسمع ذلك. تقول الأم: ""بالتأكيد الأب أيضًا يحب المشي في الجبال، نحن نقرر الذهاب للمشي في الجبال!"" في يوم الجمع، تذهب العائلة بأكملها إلى الجبل، والأب ينظر أحيانًا إلى البحر البعيد.",,B,شاطئ,,حديقة,متنزه ترفيهي,,False,Non-Literal Communication: Faux pas,3
1344,4,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل تعرف الأم أن الأب يريد الذهاب إلى الشاطئ؟,"في عطلة نهاية الأسبوع، تخطط عائلة شياوفان لجمع عائلي. تقول شياوفان متحمسة لأمها: ""أماه، يجب أن نذهب لممارسة المشي في الجبال، المناظر هناك جميلة!"" توافق الأم وتقول: ""فكرة جيدة، أنا أيضًا أحب المشي في الجبال."" الأب ينظر إلى دليل السفر إلى الشاطئ بجانبه، ويبتسم قليلاً عندما يسمع ذلك. تقول الأم: ""الأب بالتأكيد أيضًا يحب المشي في الجبال، نحن نزمع الذهاب لممارسة المشي في الجبال!"" في يوم الجمع، تذهب العائلة بأكملها إلى الجبل، والأب ينظر أحيانًا إلى البحر البعيد.",,B,تعرف,لا تعرف,nan,nan,,False,Non-Literal Communication: Faux pas,4
1345,1,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل يقول أي شخص شيئًا غير مناسب في هذه القصة؟,"في عطلة نهاية الأسبوع، تخطط عائلة شياو لي لقضاء نزهة عائلية. تقول شياو لي متحمسة لأمها: ""أماه، هل يمكننا الذهاب لممارسة المشي في الجبال؟ المنظر هناك جميل!"" تبتسم الأم وترد: ""هذا يبدو فكرة جيدة، دعونا نسأل رأي الأب."" الأب ينظر إلى دليل السفر إلى الشاطئ في يده، ثم يقول للجميع: ""في الواقع، أفضل الذهاب إلى الشاطئ، المنظر هناك أيضًا جميل، ويمكننا اللعب في الماء على الشاطئ."" وافقت شياو لي بعد سماعها هذا وقالت: ""حسناً، نذهب إلى الشاطئ، في المرة القادمة يمكننا الذهاب لممارسة المشي في الجبال."" توافق الأم أيضًا، ""حسناً، نزهة على الشاطئ تبدو رائعة."" في يوم النزهة، تذهب العائلة بأكملها إلى الشاطئ، الجميع يستمتعون بوقتهم، وشياو لي أيضًا تستمتع بمتعة الشاطئ.",,A,شخص ما في القصة يقول شيئًا غير مناسب.,لا أحد في القصة يقول أي شيء غير مناسب.,nan,nan,,False,Non-Literal Communication: Faux pas,1
1346,2,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,إذا كان هناك، أي جملة غير مناسبة؟,"في عطلة نهاية الأسبوع، تخطط عائلة شياو لي لقضاء وقت معًا. تقول شياو لي متحمسة لأمها: ""أماه، هل يمكننا الذهاب للمشي في الجبال؟ المنظر هناك جميل!"" تبتسم الأم وترد: ""هذا يبدو فكرة جيدة، دعونا نسأل رأي الأب."" الأب ينظر إلى دليل السفر إلى الشاطئ في يده، ثم يقول للجميع: ""في الواقع، أفضل الذهاب إلى الشاطئ، المنظر هناك أيضًا جميل، ويمكننا اللعب في الماء على الشاطئ."" تشير شياو لي بعد سماع هذا وتقول: ""حسنًا، نذهب إلى الشاطئ، في المرة القادمة يمكننا الذهاب للمشي في الجبال."" توافق الأم أيضًا، ""موافق، تجمع شاطئي يبدو رائعًا."" في يوم التجمع، تذهب العائلة بأكملها إلى الشاطئ، الجميع يستمتعون بوقتهم، وشياو لي أيضًا تستمتع بمتعة الشاطئ.",,A,أماه، هل يمكننا الذهاب للمشي في الجبال؟ المنظر هناك جميل!,هذا يبدو فكرة جيدة، دعونا نسأل رأي الأب.,في الواقع، أفضل الذهاب إلى الشاطئ، المنظر هناك أيضًا جميل، ويمكننا اللعب في الماء على الشاطئ.,لا يوجد جملة غير مناسبة.,,False,Non-Literal Communication: Faux pas,2
1347,3,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,أين تذهب عائلة شياو لي في النهاية؟,"في عطلة نهاية الأسبوع، تخطط عائلة شياو لي لقضاء وقت ممتع معًا. تقول شياو لي متحمسة لأمها: ""أماه، هل يمكننا الذهاب لممارسة المشي في الجبال؟ المناظر هناك جميلة جدًا!"" تبتسم الأم وترد: ""يبدو ذلك فكرة جيدة، دعونا نسأل رأي الأب."" كان الأب ينظر إلى دليل السفر إلى الشاطئ في يده، ثم يقول للجميع: ""في الواقع، أفضل الذهاب إلى الشاطئ، المناظر هناك أيضًا جميلة، ويمكننا اللعب في الماء على الشاطئ."" تغض شياو لي بعد سماعها ذلك وتقول: ""حسنًا، نذهب إلى الشاطئ، وفي المرة القادمة يمكننا الذهاب لممارسة المشي في الجبال."" توافق الأم أيضًا، ""حسنًا، تجمع شاطئي يبدو رائعًا."" في يوم التجمع، تذهب العائلة بأكملها إلى الشاطئ، وكلهم يستمتعون بوقت ممتع، وتستمتع شياو لي أيضًا بمتعة الشاطئ.",,A,الشاطئ,المشي في الجبال,حديقة,متنزه ترفيهي,,False,Non-Literal Communication: Faux pas,3
1348,4,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل تعرف الأم أن الأب يريد الذهاب إلى البحر؟,"في عطلة نهاية الأسبوع، تخطط عائلة شياو لي لقضاء تجمع عائلي. تقول شياو لي بحماس لوالدتها: ""أماه، هل يمكننا الذهاب لممارسة المشي الجبلي؟ المناظر هناك جميلة!"" تبتسم الأم وترد: ""هذا يبدو فكرة جيدة، دعونا نسأل رأي الأب."" الأب ينظر إلى دليل السفر البحري في يده، ثم يقول للجميع: ""في الواقع، أفضل الذهاب إلى البحر، المناظر هناك أيضًا جميلة، ويمكننا اللعب في الماء على الشاطئ."" تشير شياو لي برأسها بعد سماع هذا وتقول: ""حسناً، نذهب إلى البحر، في المرة القادمة يمكننا الذهاب للمشي الجبلي."" توافق الأم أيضًا، ""حسناً، تجمع بحري يبدو رائعًا."" في يوم التجمع، تذهب العائلة بأكملها إلى البحر، الجميع يستمتعون بوقتهم، و شياو لي أيضًا تستمتع بمتعة البحر.",,A,تعرف,لا تعرف,nan,nan,,False,Non-Literal Communication: Faux pas,4
1349,1,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل يقول أحد شيئًا غير لائق في هذه القصة؟,"في ليلة السبت، 데려 تزور شياو فانغ صديقها حفلًا عائليًا. بمجرد دخولهم من الباب، يقول صديقها: ""أنا سعيد جدًا لأنني هنا."" تقول العمّة لي: ""لقد صنعت خصيصًا بعضًا من أفضل أطباقي، تناول المزيد لاحقًا."" في مائدة العشاء، يختار صديق شياو فانغ فقط بعض الأطباق بدون الكزبرة. تلاحظ العمّة لي وتقول: ""جرب هذا لحم البقر بالكزبرة، هذا هو أفضل طبق لدي."" يبتسم صديق شياو فانغ ويقول: ""شكرًا لك على لطفك، عمتي."", لكنه لا يزال لا يرفع عيدان تناول الطعام.",,B,يقول شخص ما شيئًا غير لائق في القصة.,لا يقول أحد أي شيء غير لائق في القصة.,nan,nan,,False,Non-Literal Communication: Faux pas,1
1350,2,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,إذا كان هناك، فأي جملة غير مناسبة؟,"في ليلة السبت، 데พ Xiao Fang صديقها إلى اجتماع عائلي. بمجرد دخولهم من الباب، يقول صديق Xiao Fang: ""أنا سعيد جدًا لأنني هنا"". تقول العمة لي: ""لقد صنعت خصيصًا بعضًا من أفضل أطباقي، فكلوا أكثر لاحقًا"". في مائدة العشاء، يختار صديق Xiao Fang بعض الأطباق بدون الكزبرة. تلاحظ العمة لي وتقول: ""جرب هذا لحم البقر بالكزبرة، هذا هو أفضل طبق لدي"". يبتسم صديق Xiao Fang ويقول: ""شكرًا لك على لطفك، عمتي."", لكنه لا يزال لا يرفع عيدان تناول الطعام.",,B,لقد صنعت خصيصًا بعضًا من أفضل أطباقي، فكلوا أكثر لاحقًا.,جرب هذا التوفو بالكزبرة، هذا هو أفضل طبق لدي.,شكرًا لك على لطفك، عمتي.,لا يوجد جملة غير مناسبة,,False,Non-Literal Communication: Faux pas,2
1351,3,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,ما الطعام الذي لا يأكله صديق Xiao Fang؟,"في ليلة السبت، 데พ Xiao Fang صديقها إلى اجتماع عائلي. بمجرد دخولهم الباب، يقول صديق Xiao Fang: ""أنا سعيد جدًا لأنني هنا."" تقول العمة لي: ""لقد صنعت خصيصًا بعض أفضل أطباقي، تناول المزيد لاحقًا."" في مائدة العشاء، يختار صديق Xiao Fang بعض الأطباق بدون الكزبرة. تلاحظ العمة لي وتقول: ""جرب هذا لحم البقر بالكزبرة، هذا هو أفضل طبق لي."" يبتسم صديق Xiao Fang ويقول: ""شكرًا لك على لطفك، عمتي."", لكنه لا يزال لا يرفع عيدان تناول الطعام.",,B,الكزبرة,الملفوف,الكرفس,الثوم الأخضر,,False,Non-Literal Communication: Faux pas,3
1352,4,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل تعلم العمة لي أن صديق شياو فانغ لا يأكل الكزبرة؟,"في ليلة السبت، 데พ شياو فانغ صديقها إلى اجتماع عائلي. بمجرد دخولهم من الباب، يقول صديق شياو فانغ: "" أنا سعيد جدًا لأنني هنا"". تقول العمة لي: ""لقد صنعت خصيصًا بعضًا من أفضل أطباقي، فكلوا المزيد لاحقًا"". في مائدة العشاء، يختار صديق شياو فانغ بعض الأطباق دون الكزبرة. تلاحظ العمة لي وتقول: ""جرب هذا لحم البقر بالكزبرة، هذا هو أفضل طبق لدي"". يبتسم صديق شياو فانغ ويقول: ""شكرًا لك على لطفك، عمتي""، لكنه لا يزال لا يرفع عيدان تناول الطعام.",,B,تعلم,لا تعلم,nan,nan,,False,Non-Literal Communication: Faux pas,4
1353,1,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل يقول أحد شيئًا غير لائق في هذه القصة؟,"في ليلة السبت، 데พ شياو مين صديقها إلى اجتماع عائلي. بمجرد دخولهم من الباب، يقول صديق شياو مين: ""أنا سعيد جدًا لأنني هنا"". تقول العمة وانغ: ""لقد صنعت خصيصًا بعضًا من أفضل أطباقي، تناول المزيد لاحقًا"". في مائدة العشاء، يختار صديق شياو مين بعض الأطباق بدون كزبرة فقط. تلاحظ العمة وانغ وتقول: ""جرب المزيد من هذا اللحم البقري مع الكرفس، هذه هي تخصصي"". يبتسم صديق شياو مين ويقول: ""شكرًا لك على لطفك، عمتي""، ويأخذ عدة عيدان من الأكل.",,A,شخص ما في القصة يقول شيئًا غير لائق.,لا أحد في القصة يقول أي شيء غير لائق.,nan,nan,,False,Non-Literal Communication: Faux pas,1
1354,2,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,إذا كان هناك جملة غير مناسبة، فأي جملة هي غير مناسبة؟,"في ليلة السبت، 데พ Xiao Min صديقها إلى اجتماع عائلي. بمجرد دخولهم من الباب، يقول صديق Xiao Min: ""أنا سعيد جدًا لأنني هنا"". تقول العمة وانغ: ""صنعت لكم بعض الأطباق الخاصة، تناولوا المزيد لاحقاً"". في مائدة العشاء، يختار صديق Xiao Min بعض الأطباق بدون الكزبرة. تلاحظ العمة وانغ وتقول: ""جرب المزيد من لحم البقر مع الكرفس، هذه هي تخصصي"". يبتسم صديق Xiao Min ويقول: ""شكرًا لك على لطفك، عمتي."", ويأخذ عدة عيدان من الأرز.",,A,صنعت لكم بعض الأطباق الخاصة، تناولوا المزيد لاحقاً.,جرب هذا لحم البقر مع الكرفس، هذا هو تخصصي.,شكرًا لك على لطفك، عمتي.,لا يوجد جملة غير مناسبة,,False,Non-Literal Communication: Faux pas,2
1355,3,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,ما الطعام الذي لا يأكله صديق Xiao Min؟,"في ليلة السبت، 데พ Xiao Min صديقها إلى اجتماع عائلي. بمجرد دخولهم من الباب، يقول صديق Xiao Min: ""أنا سعيد جدًا لأنني هنا."" تقول العمّة وانغ: ""لقد صنعت خصيصًا بعض من أفضل أطباقي، فكلوا المزيد لاحقًا."" في مائدة العشاء، يختار صديق Xiao Min بعض الأطباق فقط دون الكزبرة. تلاحظ العمّة وانغ وتقول: ""جرب المزيد من هذا لحم البقر مع الكرفس، هذه هي ميزتي الخاصة."" يبتسم صديق Xiao Min ويقول: ""شكرًا لك على لطفك، عمتي."", ويأخذ عدة عيدان من Chopsticks.",,A,الكزبرة,الملفوف,الكرفس,الثوم الأخضر,,False,Non-Literal Communication: Faux pas,3
1356,4,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل تعرف العمة وانغ أن صديق Xiao Min لا يأكل الكزبرة؟,"في ليلة السبت، 데พ Xiao Min صديقها إلى اجتماع عائلي. بمجرد دخولهم الباب، يقول صديق Xiao Min: ""أنا سعيد جدًا لأنني هنا."" تقول العمة وانغ: ""لقد صنعت خصيصًا بعض من أفضل أطباقي، فكلوا المزيد لاحقًا."" في مائدة العشاء، يختار صديق Xiao Min فقط بعض الأطباق التي لا تحتوي على كزبرة، مما يبدو أنه يتجنب الأطباق التي تحتوي عليها. تلاحظ العمة وانغ ذلك وتقول: ""جرب المزيد من هذا اللحم البقري مع الكرفس، هذه هي ميزتي الخاصة."" يبتسم صديق Xiao Min ويقول: ""شكرًا لك على لطفك، عمتي."", ويأخذ عدة قطع من الطعام.",,A,لا تعرف,تعرف,nan,nan,,False,Non-Literal Communication: Faux pas,4
1357,1,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل يقول أحد شيئًا غير لائق في هذه القصة؟,"مساءً ما, يتناول شياو هوا العشاء في منزل جديه مع جده وجدته. أثناء الجلوس على طاولة العشاء, يتحدث الجد عن بعض الأشياء القديمة التي يمتلكها. يذكر شياو هوا بشكل عابر, ""يا جدي, أنا دائمًا أحب هذا الساعة القديمة في منزلك, لمن ستكون في المستقبل؟"" يبتسم الجد, لكنه لا يجيب. يواصل شياو هوا, ""أتذكر عندما كنت صغيرًا, كنت أسمع دقاتها في الكثير من الأحيان, تشعرني بالدفء."" يرد الجد بهدوء, ""نعم, هذه الساعة رافقتنا لسنوات عديدة."" تقول الجدة, ""لنأكل, لماذا نتحدث عن هذه الأشياء؟""",,B,شخص ما في القصة يقول شيئًا غير لائق.,لا أحد في القصة يقول أي شيء غير لائق.,nan,nan,,False,Non-Literal Communication: Faux pas,1
1358,2,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,إذا كان هناك جملة غير لائقة، فأي جملة هي غير لائقة؟,"مساءً ما، يتناول شياو هوا العشاء في منزل جديه مع جده وجدته. على مائدة العشاء، يتحدث الجد عن بعض الأشياء القديمة الخاصة به. يذكر شياو هوا بشكل عابر، ""يا جدي، أنا دائمًا أحب هذا الساعة القديمة في منزلك، لمن ستكون في المستقبل؟"" يبتسم الجد، لكنه لا يجيب. يواصل شياو هوا، ""أذكر عندما كنت صغيرًا، كنت أسمع دقاتها في الكثير من الأحيان، تشعرني بالدفء."" يرد الجد بهدوء، ""نعم، هذه الساعة رافقتنا لعدة سنوات."" تقول الجدة، ""لنأكل، لماذا نتحدث عن هذه الأشياء؟""",,B,يا جدي، أنا دائمًا أحب هذا الساعة القديمة في منزلك، لمن ستكون في المستقبل؟,أذكر عندما كنت صغيرًا، كنت أسمع دقاتها في الكثير من الأحيان، تشعرني بالدفء.,لنأكل، لماذا نتحدث عن هذه الأشياء؟,لا يوجد جملة غير لائقة.,,False,Non-Literal Communication: Faux pas,2
1359,3,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,ما هو الشيء الذي يحبه شياو هوا من الأشياء القديمة للجد؟,"مساءاً، يتناول شياو هوا العشاء في منزل جديه مع جده وجدته. على مائدة العشاء، يتحدث الجد عن بعض الأشياء القديمة الخاصة به. يذكر شياو هوا بشكل غير رسمي، ""جدي، أنا دائمًا أحب هذا الساعة القديمة في منزلك، لمن ستنتمي في المستقبل؟"" يبتسم الجد، لكنه لا يجيب. يواصل شياو هوا، ""أتذكر عندما كنت صغيرًا، كنت أسمع دائمًا طنينها، أشعر بالدفء."" يرد الجد بصوت ناعم، ""نعم، هذه الساعة رافقتنا لعدة سنوات."" تقول الجدة، ""لنأكل، لماذا نتحدث عن هذه الأشياء.""",,B,الساعة القديمة,اللوحة المعلقة,المجوهرات,الزهرية,,False,Non-Literal Communication: Faux pas,3
1360,4,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل يعرف شياو هوا عن خطة الجد للورثة؟,"مساءً ما، يتناول شياو هوا العشاء في منزل جديه مع جده وجدته. على مائدة العشاء، يتحدث الجد عن بعض من الأشياء القديمة الخاصة به. يذكر شياو هوا بشكل عابر، ""يا جدي، أنا دائمًا أ喜欢 هذه الساعة القديمة في منزلك، لمن ستنتمي في المستقبل؟"" يبتسم الجد، لكن لا يجيب. يواصل شياو هوا، ""أتذكر عندما كنت صغيرًا، كنت أسمع دائمًا صوتها، أشعر بالدفء."" يرد الجد بهدوء، ""نعم، هذه الساعة رافقتنا لسنوات عديدة."" تقول الجدة، ""لنأكل، لماذا نتحدث عن هذه الأشياء؟""",,B,يعرف,لا يعرف,nan,nan,,False,Non-Literal Communication: Faux pas,4
