observation_1,observation_2,hypothesis_1,hypothesis_2,label
استيقظت مريم في الصباح بألم رهيب في فمها.,بغض النظر عن الانزعاج، غادرت مريم بشعور بالراحة وذهبت إلى المنزل للراحة.,ذهبت إلى طبيب الأسنان وقال إنها ستكون بخير وينبغي أن تأخذ بعض الدواء.,ذهبت مريم إلى بائع المخدرات لمساعدتها في ألم الأسنان.,1
شجعني ابني على قراءة كتب سلسلة ألعاب العروش.,قلت لابني أنني لست مهتمًا بقراءة الكتب الأربعة الأخرى.,شاهدت الكتاب الأول ولم يعجبني.,قررت أن أرضيه وتمكنت من إنهاء الكتاب الأول.,2
كان جوي تلميذًا في الصف الثاني يحب التلوين في كتب التلوين.,تمنى جوي أن يقدر والداه.,لم يبدو والدوا جوي متحمسين.,كان دائمًا يعطي رسوماته المكتملة لوالديه وكانوا يعلقون كل واحدة على الثلاجة.,1
في عام 2009 أرادت زوجتي رؤية أضواء عيد الميلاد في بوسطن كومن.,وضعت الأضواء زوجتي في حالة مزاجية احتفالية.,ذهبت زوجتي دائمًا إلى الكنيسة مع عائلتها.,رأت زوجتي الأضواء وقررت أن الوقت مناسب لشراء أضواء عيد الميلاد الخاصة بنا.,2
التقت سوزان أميرًا لطيفًا على الإنترنت.,لا تزال سوزان تأمل أن يجدها أميرها مرة أخرى يومًا ما.,توقف الأمير عن التحدث إلى سوزان.,تزوجت سوزان وأميرها.,1
كانت لدى زوجة براين 100 زوج من الأحذية.,ومنذ ذلك الحين، طلّق بام وبراين.,قال براين لبام أنها تحتاج إلى التحكم في إنفاقها.,لم يتوقف براين عن حب بام.,1
كان توم يريد أن يبدأ حديقة في فناءه الخلفي.,الآن بدأت نباتاته في النمو أنواع مختلفة من الفواكه!,قرر توم أن يزرع الخضروات.,استخدم سرير مرتفع مع الأسمدة.,2
عاش فيل حياة طبيعية، حتى جاء يوم واحد وشهد فشلًا في الكلى.,تم إنقاذ حياة فيل، وكان ممتنًا جدًا للمتبرع.,ذهب إلى قائمة الزرع وتلقى مكالمة بأنه وجد تطابقًا.,حصل فيل على ركبة بديلة.,1
كانت روز متحمسة للغاية عندما أعطاها صديقها خاتمًا.,ثم بدأت تشك في حب صديقها لها.,ثم خانت روز صديقها.,ثم أخبرها صديق أن كان يخدعها.,2
كان لدى توم ضفدع أليف.,لسوء الحظ، حصل ثعبان جيمي على ضفدع توم قبل أن يتمكن.,في يوم من الأيام، أحضر جيمي كلبه إلى منزل توم وتركه حراً.,فقد توم ضفدعه أثناء زيارة صديقه جيمي.,2
أليسون لا تستطيع تحمل طعم البروكلي.,والد أليسون يعطيها المزيد من البروكلي على طبقها.,ولكن أليسون شعرت بتحسن كبير، فأكلت بعضه.,ولكن كان لديها نزلة برد شديدة، فأكلت بعضه.,2
كانت كيلي تحاول إنجاز المهام لصالح رئيسها.,قررت كيلي أنه من الأفضل لها الالتزام بما أخبرها به رئيسها.,كان لدى كيلي فكرة لتبسيط العملية.,أرادت كيلي القيام بالمهام بالطريقة التي يريدها رئيسها.,1
ذهبت آنا ووالدتها إلى متجر الألعاب.,أخيرًا، اختارت دمية دب وردية اللون.,واجهت آنا متجرًا مليئًا بخيارات مستحيلة.,قالت والدة آنا إنها لا يمكنها اختيار هدية خاصة بها اليوم.,1
كان تيم يقيم حفل عشاء.,ومع ذلك، فقد قدم لهم المشروبات.,ضيوف تيم قد أكلوا المشروبات بالفعل.,قال أصدقاء تيم إنهم ليسوا عطاشين.,2
أراد ليني مشاهدة فيلم.,ذهب إلى المنزل ومشاهدة جميع أفلامه دفعة واحدة.,لم يكن هناك شيء يريد رؤيته في السينما.,وجد ليني فيلمًا جيدًا على نتفلكس في المنزل.,1
مات كلب جين الأسبوع الماضي.,قضت بضع ساعات معنا لمساعدتها على نسيان تفقدها لكلبها.,شعرت جين بالتحييد حقًا حيال ذلك.,جاءت عمتها جين لرؤيتها.,2
كره ماكس أداء الواجبات المنزلية.,أرسلت رسالة إلى والديه تشرح ما فعله.,قرر ماكس الهروب من المنزل.,لم يقدم ماكس واجبه المدرسي إلى معلمه.,2
اشترى جاك كتابًا جديدًا أمس.,تمنى جاك أنه وضع كتابه في مكان أفضل.,تركها بالداخل وتعرضت للمطر.,تم سرقة كتاب جاك من على المنضدة.,2
أراد أنتوني أن يتعلم كيفية التحدث بالسبانية.,لم يستطع أنتوني إتقان اللغة بشكل صحيح.,أخذ أنتوني فصلًا في اللغة الإسبانية ولكنه واجه صعوبات.,بدلاً من الذهاب إلى الشاطئ، درس أنتوني اللغة الإسبانية.,1
جئت إلى المنزل من العمل وكنت جائعًا جدًا.,طبخت الباستا واستمتعت بها.,وجدت خزانة الطعام لتكون فارغة.,لقد حضرت طبقًا لنفسي لأكله.,2
تحولت نعومي إلى 15 عامًا يوم الخميس.,كانت نعومي عيد ميلادها رائعًا.,التقت نعومي بالرئيس في حلمها.,أعطاها والداها مفاجأة رائعة حفلة بيتزا.,2
شقيق جينا كان في ورطة.,كان في ورطة كبيرة، وكانت جينا تحب كل دقيقة من ذلك.,شقيق جينا كان قد كسر كرسي والدتها الغالي.,عادة ما تكون جينا هي التي تحصل على مشكلة معه.,1
جد إميلي كان يفعل أشياء غريبة.,إذا كانت ذيول لأعلى ، فإنه يتركها كما هي.,جمع جد إميلي العملات المعدنية التي وجدها رأس لأعلى.,يوم وجد الجد قطة على الرصيف.,1
كانت جودي ستذهب لمشاهدة فيلم.,أخيرًا، قررت فقط مشاهدة فيلم مختلف.,اضطرت جودي لكسر الخط للحصول على الفيلم الذي تريده.,تم بيع الفيلم الذي أرادت جودي رؤيته.,2
قال توم ل jenny سراً.,غضب توم من jenny.,تجاهلت jenny ذلك.,نشر توم عن سرها في مدونته.,1
ذهب جايك إلى وول مارت.,شعر بالراحة.,كان مستعدًا للدفع وظن أنه فقد بطاقته المدينة، وجدها أخيرًا في جيبه بدلاً من محفظته.,كان مستعدًا للدفع وظن أنه فقد مفاتيح سيارته، وجدها أخيرًا في جيبه بدلاً من معطفه.,1
وصلت الصندوق الضخم الذي يحتوي على جزازة بكرة جديدة.,تعمل بشكل رائع وسهل.,أنا أحب جزازتي الجديدة.,دفعت العربة ذات العجلات عبر الفناء الخلفي.,1
يحب تشارلي اللعب مع أبيه.,صنع الفريق وتأكد من إحضار قفازه إلى الممارسة.,قال أبوه لتشارلي أن ي试 للانضمام إلى فريق كرة القدم.,لإسعاد والده حاول تشارلي الانضمام إلى فريق البيسبول.,2
جمع كايل أشياء كثيرة.,كايل يعتقد أن سوبرمان هو بناء سخيف.,كايل لا يحب سوبرمان.,كايل لا يحب سوبرجيرل.,1
ألغت معلمتي الدرس مبكرًا لأنها اضطرت إلى المغادرة.,عندما وجدتها، كان كل أموالي قد اختفت.,كنت قد تركت محفظتي في فصل الدراسة.,تركت كيس الغداء في المنزل.,1
كان توم يلعب كرة القاعدة خلال وقت الغداء.,لكنه استخدمها كعذر للعب مركز آخر.,لم يستمتع توم بلعب الخطوط الخارجية وادّعى أنه لا يستطيع الرؤية.,قال للمدرب أن لا أحد آخر يمكنه لعب مركزه.,1
كافحت تايلور في مادة الرياضيات.,حصلت تايلور على درجة بلس في الاختبار.,درست بجد مع طالبة حاصل على معدل أ straight A.,درست تايلور ولكن جميع المفاهيم لم تكن منطقية بالنسبة لها.,1
ذهبت ميا إلى حديقة الحيوان في رحلة ميدانية مع فصلها.,قررت ميا أن الأسد هو حيوانها المفضل.,أحب ميا جميع الحيوانات.,لم تر ميا الحيوانات في حديقة الحيوان.,1
كلب أختي أولغا كان مستلقياً على الأريكة.,هي فقط استلقت على قمته!,جلست أختي على الأريكة بجانب أولغا.,نقلت أولغا إلى سرير الكلب الخاص به.,1
أخذت جودي أطفالها إلى حديقة الحيوان.,لم يستطيعوا الانتظار للعودة إلى حديقة الحيوان.,لعب أطفال جودي مع أسد.,استمتعت بنات جودي العم بوقت ممتع في حديقة الحيوان.,1
أردت الطعام الإيطالي.,للأسف، دمرت قاعدة الكريمة لذا كان طعم الطبق رهيب.,جربت وصفة جديدة واتبعت الخطوات عن كثب.,قررت أن تصنع صلصة ألفريدو.,2
العام الماضي اشترى عمي جهاز كشف المعادن.,يستمتع عمي بهوايته.,يقضي كل الصباح سائرًا ذهابًا وإيابًا على الشاطئ يصرخ في الناس.,يقضي كل الصباح سائرًا ذهابًا وإيابًا على الشاطئ يستمتع بالطقس.,2
أدركت فينلي أنها اليوم السابق لعيد ميلاد زوجها.,التوصيل في الليل حصل على الحزمة في المنزل في الوقت المناسب!,طلبت له أندية جولف جديدة عبر الإنترنت.,حصلت له على هدية رائعة عبر الإنترنت الأسبوع الماضي.,1
يكمنج من الجري.,رمي كل انتباهه في الحياكة ، وأصبح سعيدًا مرة أخرى,كين تعب من الجري.,كين سقط وكسر زهرة حتى مارسوا هواية جديدة.,1
كان دان وروب يلعبان في الفناء الخلفي.,دخل دان في مشكلة لدهسه زهور الجيران.,ركض الجيران عبر زهور دان.,رمى روب الكرة في فناء الجيران وهرع دان ليحصل عليها.,2
كانت جين لديها طائر أليف.,نسيت صديقة جين إطعامه.,لاحظت جين وجود طعام في القفص.,تدع جين صديقتها تطهو الطائر.,1
جاكسون كان دائمًا يريد أن يعزف الجيتار الباس.,أخيرًا جاكسون قادر على العزف على الجيتار الباس.,فريق الجيتار الباس اختار جاكسون.,جاكسون أخذ دروسًا في البيانو.,1
كانت ابنتي خائفة من معظم الشخصيات في ديزني.,وقالت إنها كانت الشخصية المفضلة لها.,وجدت ابنتي علاء الدين و أحبتّه كثيرًا.,أنا أحب سنو وايت، ولكن.,2
حصل آلان على مسدس في عيد ميلاده الثامن عشر.,الآن يحب الذهاب للصيد.,قرر آلان الذهاب للصيد.,أخذ والده للصيد.,1
عملت جانيت في شركتها لعدة سنوات.,ومع ذلك، في النهاية توصلوا إلى تفاهم وأصبحوا أصدقاء.,وكثيرًا ما كان لدى هي وزوجها خلافات.,بدأت جانيت في مواعدة أحد زملائها.,2
كان توم يستعد لرحلة عمل.,ساعد هذا الشخص في تهدئة توم، واستمتع توم بالرحلة.,يُثير توم اهتمام الطائرات.,تعرض توم لنوبة هلع أثناء رحلة عمله الجوية.,2
في سن التاسعة، انتقلت أبي إلى حي جديد حيث لا تعرف أحداً.,مشى ذلك الكلب بجانب أبي طوال سنوات دراستها الثانوية.,كل يوم، شاهد كلب أبيها وهي تتجه إلى المدرسة.,حصلت والديها على كلب لها أصبح أفضل صديق لها.,2
كان تيم في إجازة.,قرر أن يغادر ويعود إلى المنزل.,ولكنه يريد مقابلة أفراد عائلته.,كان حفل متجه إلى منطقة تيم.,1
كان والد جيم يتقدم في السن، ويبلغ من العمر تسعين عامًا.,عندما توفي والد جيم، شعر جيم بالرضا عما قد فعله.,فقرر أن يكون لديه يوم أمهات خاص جدًا ذلك العام.,تأكد جيم من قضاء الكثير من الوقت مع والده.,2
كان جو يمتلك كلبين في السابق.,الآن، يبدو سعيدًا مع كلب واحد فقط.,عاش أحدهما حتى كبر السن.,توفي أحدهما من كبر السن.,2
كان أندري يركل الزهور في الفناء.,لم يتجاهل تحذيرًا مرة أخرى أبدًا.,تجاهل اللافتة وتعرض للدغة من قبل نحلة.,حذره والده.,1
كانت إيمي وبيث أفضل صديقتين.,صفعت إيمي بيث عندما جعلتها تبدو وكأن الأمر لا يعني الكثير.,اعترفت بيث بأنها نمت مع صديقها الخاص.,خانت بيث إيمي ولم تبدو تهتم.,2
سمعت آنا ضجيجًا غريبًا من سيارتها.,قال إن سيارة آنا لن تكلف سوى 90 دولارًا لإصلاحها!,أخذت آنا السيارة إلى الميكانيكي لترى ما الخطأ بها.,ركلت آنا سيارتها.,1
بعد الانتهاء من واجبي المنزلي، بدأت في التمرين.,نظرًا لأن الساعة كانت 12 ظهرًا، قررت تخطي المدرسة.,مارست التمارين لبضع ساعات ثم ذهبت إلى المدرسة دون ضبط منبهي.,كنت من المفترض أن أكون في المدرسة ولكنني تأخرت.,2
ميلسا لم تشرب النبيذ أبدًا.,بدأت ميلسا شرب النبيذ كل ليلة.,قررت فاليري تجربته.,كانت لميلسا كأس واحدة في العشاء وأحبته.,2
نظرت إلى المراهقة وسألتها أن تخفض صوتها.,للأسف، كان علي أن أخبرها ألا تأتي إذا لم تستطع الاستماع.,المراهقة ما زالت ترفض النزول.,سخرت المراهقة وظلت تصرخ بصوت عال.,2
اكتشف بوب أن شاحنته كان بها إطار مسطح.,بوب اتصل بشخص ما لإصلاح الإطار المسطح لشاحنته.,بوب اتصل بشخص ما لإصلاح الإطار المسطح لشاحنته.,لم يكن يعرف كيفية إصلاحه بنفسه.,2
شون كان يربي الأسماك للمتعة.,كان شون حزينًا، لكنه تعلم أن يحب الحيوان آكلة اللحوم.,ربت سمكة البيرانا سمكة قوس قزح المفضلة لدى شون.,ولكن شون وضع سمكة آكلة للحوم معهم و أكلت السمك الآخرين جميعهم.,2
العام الماضي اشترى عمي جهاز كشف المعادن.,عمتي يكره الشاطئ.,وضعها جانبًا لفحص شيء ما وسرقها شخص ما.,أدرك أنه لا يريد استخدامه في أي مكان غير الشاطئ.,1
أوليفيا لديها اختبار فيزياء غدًا.,لسوء الحظ، نمت في الصباح وفاتتها الاختبار.,أوليفيا بقت مستيقظة طوال الليل لدراسة.,أوليفيا نمت مبكرًا لأنها كانت متعبة من الدراسة.,1
في أشهر الصيف الحارة لا شيء يروي عطش تام مثل الشاي الأخضر.,ل تام لا شيء يضاهي يومًا حارًا وكوبًا باردًا من الجنة المانجا المثلجة!,تامت لديها كوب بارد من الشاي.,تام يشتري الكثير من المشاكل.,1
تم تشخيص سارة بسرطان قبل 4 سنوات.,كانت سارة خالية من السرطان.,ذهبت سارة للحصول على رعاية طبية متخصصة.,خضع ابن أخت سارة لفحص سرطان متابعة.,1
جريج لم يظن أبدًا أنه سيحدث له ذلك.,فكر أحد الحضور أن الحيوان الأليف في المنزل استخدم الحمام على الأرض.,تناول جريج شيئًا لتهدئة معدته.,جعل جريج فوضى في الحفلة.,2
جاء والدي من الصين.,اشترى الحلويات بعد سنة عندما علم عن عيد الهالوين.,لم يعرفوا عاداتنا.,جاء عمي لزيارتنا العام الماضي في عيد الميلاد.,1
كان جون يتدرب لماراثون.,في يوم السباق، أنهى السباق في وقت قياسي.,لم يكن لدى جون أي وقت للتدريب بانتظام.,تدرب جون ليل نهار وعمل بجد لبناء قدرته على التحمل.,2
كولتون يحب التفاح.,تناول كولتون ثلاثة تفاحات على العشاء في تلك الليلة.,صنع كولتون وجبة عشاء مكونة من 3 دورات وكانت مذهلة.,لم يشعر كولتون برغبة في تحضير عشاء فعلي.,2
قرر جون الذهاب في إجازة.,عندما اكتشف جون ذلك، أقيل الشخص.,استغل موظفه الفرصة وعمل فقط 20 ساعة ذلك الأسبوع.,تلقى جون مكالمة من موظف بشأن ترقية.,1
كان توم يلعب الكرة بالخارج.,أخذ توم القطة الصغيرة إلى منزله ليحتفظ بها.,وجد توم قطة صغيرة تتأوه بمفردها وقد بدت عليها علامات الاهتمام الجيد.,وجد توم قطة صغيرة.,2
عاشت إيفلين في فندق في المكسيك.,ي 현금 الشيكات إيفلين بدون هوية من قبل صاحب محل بقالة.,تقوم إيفلين بتحويل شيكاتها في مختلف محلات البقالة كل أسبوع.,أرسلت والدتها شيكاتها إلى إيفلين لكي تقوم بتحويلها إلى نقود.,2
جيس سمعت موظفًا وهو يتهم نفسه أمام شخص آخر.,تم مواجهة الموظف وبُرمج وفقًا لذلك.,كان يعلم أن ذلك ضد اللوائح.,جيس أخفى ذلك عن مديرها الذي اتبع الإجراءات الشركة.,1
كانت أليسا متوترة جدًا.,شعرت أليسا بالاسترخاء الشديد في نهاية اليوم.,ذهبت أليسا إلى المنزل وعملت أكثر .,فأخذت أصدقاء أليسا إلى منتجع صحي للاسترخاء.,2
شاهد سايمون شاحنة نقل متحركة أمام المنزل المجاور.,صرخ بها وذهب إلى المنزل.,كان سايمون غاضبًا لأن آن تاركة.,كانت شاحنة النقل تسد الرصيف.,1
كانت إيلا تأخذ امتحانها النهائي.,تمكنت إيلا من إنهاء امتحانها في الوقت المحدد.,كسرت إيلا قلمها.,ذهبت إيلا إلى الفصل مبكرًا ولم تكن في عجلة.,1
روان أحب شقته الجديدة، لكنها كانت ساخنة جدًا.,ساعد لين روان في تركيبه وأصبح المكان باردًا ومريحًا.,لين، صديق روان، أحضر له وحدة تدفئة قديمة كان يملكها.,كان على روان شراء وحدة تكييف هواء جديدة.,2
استيقظ ديفون يشعر بالسوء، مع رأس مسدود وحلق مؤلم.,راح ديفون طوال اليوم، وهو يعلم أنهم على حق.,ذهب إلى الطبيب وتم تشخيصه بالإصابة بالإنفلوانزا.,قال أطفال ديفون إنه مصاب بالزكام ويجب أن يأخذ الأمر بسهولة.,1
أوسكار لم يصنع سريره أبدًا.,أعطته حلوى للتحلية.,صنعت أم أوسكار أخيرًا سرير أوسكار.,استسلم أوسكار وفي النهاية صنع سريره.,2
أخبرتني والدتي بتصليح السيارة.,تبين أنهم سرقوا الليلة قبل ذلك.,لم أكن متأكدًا مما كان خطأ ولكن أضواء الفرامل لم تعمل.,ذهبت لأخذ القطع من مرآبي وقمت بإحضارها.,1
أرادت جيسي أن تتبنى كلبًا فذهبت إلى الملجأ المحلي.,كان الجرو سعيدًا مرة أخرى، وقد وجدت جيسي كلبها الجديد.,لم تستطع جيسي اتخاذ قرار.,جذبها انتباه جرو حزين وأراد أن يُربّت عليه.,2
أمسكت أم جينا بها وهي تصرخ من النافذة في الطابق الثاني.,فتحوا الشاشة وبدأوا برمي الأشياء خارجًا.,رأت جينا شخصًا يقوم برسم البناء بالرش.,ولكن الأسوأ كان سيأتي من العاصفة السيئة.,1
أراد جيروم شراء تلفزيون جديد.,استمتع جيروم بمشاهدة أفلامه المفضلة على التلفزيون الجديد.,عمل جيروم بجد لتوفير المال، واستخدمه لبيع تلفزيون.,خصص جيروم المال من كل راتب له لشراء التلفزيون.,2
بدأ بوب العمل على Mturk لكسب بعض المال.,أصبح بوب في النهاية قائدًا معتدلًا رئيسيًا لـ MTG!,قرر بوب النزول إلى أسفل سلم العمل.,قضى بوب ساعات في القيام بـ HITs كل يوم.,2
لم يستطع العم جوك أن يصدق أنه أصبح ثريًا.,عاش جوك الحياة الجيدة لمدة عام كامل، حتى أصبح فقيرًا مرة أخرى.,إدارة جوك لشؤونه المالية كانت سيئة.,ذهب إلى المدينة وأنفق على أشياء باهظة.,2
أحب جين أن تأخذ نزهات في الحدائق وتشاهد الزهور.,جين قطعت بعض الزهور وأخذتها معها إلى المنزل.,ذهبت جين من خلال حديقة في الحديقة.,جين أخذت نزهة ورأت بعض الأعشاب الطويلة.,1
زوج سوز كان يتحدث دائمًا عن مشاهير جميلة.,رمى نظرة واحدة وقال إنها دمرت ميزتها الأفضل.,حصلت مشهورة المفضلة لديه على إزالة الحدبة من أنفها.,عندما سردت له عن حياة المشاهير الشخصية لزوجها.,1
ذهبت إيما إلى حديقة الحيوان اليوم.,تعرف إيما أنه إذا كانت تريد رؤية قرد، يتعين عليها الذهاب إلى حديقة الحيوان.,غادرت إيما قبل رؤية القرود.,لم تغادر إيما حتى رأت القرود.,1
كان لديّ ذات مرة قطة رمادية.,في النهاية انتقلت و بقي هيرو و كان ذلك حزينًا.,فقررت أن آخذ هيرو معي في الانتقال.,كانت القطة اسمها هيرو.,2
كانت ستلا ماهرة بشكل طبيعي في كرة السلة.,تدربت لفترة طويلة وبجد لتحضير ذلك اليوم.,كانت ستلا تأمل في الوصول إلى دوري WMBA.,أخرجت ستلا فريقها من مباراة البطولة.,1
كم الساعة؟ فكر وهو يقلب الأوراق.,صُدم بيل لرؤية أنه كان الساعة الثانية تقريبًا.,فقرر قلب بعض الأوراق قبل النظر إلى الساعة.,اعتقد بيل أنه فقد إحساسه بالوقت.,1
أخبرت صديقة إيمي إيرين أنها سارة كانت تسخر منها.,قررت أن تتصل بسارة لسماع جانبها.,أرادت إيمي أن تغضب.,لم تعرف إيمي سبب سخرية سارة منها.,2
جاري أحضر غداءه دائمًا إلى العمل.,جاري ثم اشترى شيئًا من الآلة في العمل.,ومع ذلك، اشتاق جاري لشيء حلو.,ومع ذلك، كان لدى جاري رغبة في شيء حلو.,2
خرجت سارة في جولة حول المدينة يوم السبت للخروج من المنزل.,أكلت الآيس كريم وذهبت إلى المنزل.,زارت مفضلها من الملاجئ للمنزل بدون مأوى.,لاحظت مكانًا جديدًا للآيس كريم و توقفت لأخذ بعض.,2
سمع جيمي تعليقًا قاسيًا كان موجهًا نحوه.,قبل أن أتقرب جدًا، اتصلت بالمدرسة للتعامل معه.,رأيت جيمي يرفع بالونًا خلف رأس البلطجي.,لذلك صاح ردًا وبدأ في المشي نحو الصبي.,2
أرادت ليزا الحصول على جرو جديد.,ذهبت ليزا وجيزمو إلى المنزل معًا.,سرقت ليزا جروًا يدعى جيزمو في الملجأ.,اشترت ليزا حيوانًا أليفًا جديدًا في تشايناتاون، وسمته جيزمو.,2
كنت أنا وعمتي على وشك الذهاب إلى جولة ركوب جبل الفضاء في ديزني.,لحسن الحظ انتهت قبل أن أدرك ذلك.,تمكننا من الحصول على المقعد الأمامي وأغلقت عيني طوال الوقت.,اصعدنا ولكن الرحلة كانت مكسورة، نزلنا وبكينا من خيبة الأمل.,1
كان هناك طائر خائف في العش.,كان الطائر بخير وكانت الأمور جيدة.,عادت والدة الطائر إلى العش.,جاء طائر آخر ليأكل الطائر الخائف على العشاء.,1
كانت عائلة جينا ستذهب إلى جنازة خارج المدينة.,قرأت جينا، ولون الأطفال الصغار معظم القيادة إلى هناك.,كانت القيادة إلى الجنازة حوالي 6 ساعات طويلة.,أخذ الجميع طائرة واحدة، واضطرت جينا إلى الركوب في الخلف مع الأطفال.,1
كانت فينيتا تحب وظيفتها.,استقالت بدون إشعار.,كانت فينيتا تمر ببضعة أشهر صعبة بسبب الخلاف مع رئيسها.,ثم تعببت فينيتا لكنها تجاوزت ذلك.,1
قد راهنت ماي مع صديقتها جن أنها لا تستطيع إكمال تحدي الحليب.,ماي فازت بالرهان!,جن توقفت عن تحدي الحليب وفشلت فيه.,جن بدأت تحدي الحليب وفشلت فيه.,2
كانت إيمي في معرض ولاية مينيسوتا مع بيث.,اشترت 2 إضافية للعودة إلى المنزل.,إيمي أحبت المشي بجانب البائعين.,كانت إيمي لديها دب كبير ولكنها لم تكن راضية.,2
كان تومي يعيش يومًا سيئًا.,كان لدى تومي أصدقاء سيئون.,تم التخلي عن تومي من قبل أفضل صديقين له رغم أنهم كانوا يعرفون أنه كان في حالة سيئة.,تعاطف أصدقاؤه معه بشأن يومه السيئ.,1
أرادت سامانثا مكافأة.,كان عليها أن تشغل الماء البارد عليه لتقليل الألم.,حرقَت سامانثا الكعك أثناء الخبز.,لقد حرقَت لسانها على ملفات تعريف الارتباط الساخنة.,2
كنت في حانة مع بعض الأصدقاء للاحتفال.,أعطاني الرجل الغريب إشارة بالعين وابتعد.,اقترب مني رجل نبيل.,رأيت رجلاً عبر الغرفة يحدق بنا.,2
كان جيمس قد خطط للتقدم في منطاد هوائي.,كانوا مبللين عندما هبط المنطاد.,جيمس لم يكن يتوقع عاصفة مطرية.,لسوء الحظ، كان الظلام الذي اختاره جيمس هناك عاصفة رعدية.,1
كان كوينتن على وشك أن يُطرد من شقته.,كوينتن كان سعيدًا جدًا.,قالت صديقته إنه يمكن أن يعيش في الملجأ.,كوينتن انتهى به الأمر ولم يتم إخراجه.,2
Henry انضم إلى مسابقة أكل الفطيرة.,قال لنا أنه من الجانب المشرق، حصل على طعام مجاني.,Henry خسر المسابقة.,Henry فاز بالمسابقة.,1
ذهب أندرو للتخييم.,صنع فوضى في حقيبة نومه تلك الليلة.,كان أندرو خائفًا جدًا.,بقي أندرو مستيقظًا طوال الليل ينظر إلى النجوم.,1
كان نوح متحمسًا وعصبيًا لاستخدام مزلقته الجديدة.,كانت لحظة فخر عندما غلب نوح خوفه من التلال الش陀ة.,قرر نوح أن يجربها في الشوارع الأقل انحدارًا.,كان نوح خائفًا من الاصطدام بشجرة.,2
كان مات وزاك أخوين وأفضل أصدقاء.,انتهى به المطاف في المستشفى لأنه كسر رقبته.,قرروا الذهاب إلى الفراش مبكرًا.,ركبوا الثيران معًا.,2
كان زجاجة أوليفر متسخة.,عندما انتهت، أعطته بعض الماء.,أخذت أمي الزجاجة إلى الحوض لغسلها.,طلب أوليفر مساعدة لتنظيف يديها.,1
ابن جيم جو هو عازف جيتار رائع.,إنه فخور بمدى جودة ابنه في العزف على الجيتار.,ابن جيم جو عزف في مقهى محلي.,جو لا يوجد لديه أصدقاء حقيقون.,1
كانت غريتشن تشعر بالحزن الشديد وهي تسير إلى العمل يومًا ما.,شعرت غريتشن بالسعادة لأن الجائزة رفعها معنويًا.,لقد أصيبت وقتلت.,فازت ببطاقة هدية لأفضل أداء.,2
كان جاكسون جائعًا لمشروب الزبادي.,شرب جاكسون مشروب الزبادي الشوكولاتة اللذيذ.,وضع جاكسون الآيس كريم والشراب والحليب في الخلاط.,صنع جاكسون مشروب زبادي لابن عمه.,1
كانت نهاية الفصل الدراسي، وكان جيك بحاجة إلى الدراسة للامتحانات النهائية.,قضى جيك تلك الليلة في الدراسة حتى يكون مستعدًا لاختباره.,جيك كان متحمسًا لامتحاناته.,رفض جيك دعوة حبيبه لحضور الحفلة.,2
كان تيمي يريد تعلم كيفية لعب ألعاب الفيديو.,لسوء الحظ، لا يقدر الأخ الأكبر لل تيمي على تحمل الخسارة.,قرأ عددًا من الأدلة الإلكترونية حول كيفية اللعب وتعلم كيفية هزيمة أخيه.,خسر تيمي أمام أخيه الأكبر عندما لعبوا.,1
خرجت سادي من العمل للتو.,كانت متوترة وهي تركض بقية الطريق.,في طريقها إلى المنزل، لاحظت سادي أنه لا أحد يتبعها.,كان هناك رعد وبرق أمامها.,2
اشترى رجل لنفسه ديكًا.,اتضح أنهم يصدرون صوتًا عالٍ كلما شعروا بالرغبة في ذلك.,بنى الرجل منزلًا للدّيك في الفناء الخلفي.,لم يصدر الديك صوتًا أبدًا.,1
كان ميكي يبحث بفارغ الصبر عن عمل.,كان محظوظًا جدًا للحصول على بعض العمل.,أخيرًا حصل على وظيفة بعد عدة أشهر.,قرر إرسال ابنته إلى العديد من الأماكن.,1
كانت تارا تخيم بمفردها في الغابة.,تمكنت من سد الفتحة بنجاح.,حاولت تارا طرق الفتحة.,حاولت تارا لصق الفتحة.,1
كان سمير يتأخر عن العمل.,تذكرة الـ 200 دولار التي حصل عليها كانت تذكيرًا له بعدم التمشية على الطريق مرة أخرى.,قاد سمير سيارته عبر الشارع على عجل.,ركض عبر الطريق دون أن يكون عند إشارة مرور.,2
خرجت لوسي وجدتها من بلوكبستر.,رفض ذلك لأن مرة واحدة في اليوم كافية.,في وقت لاحق من ذلك اليوم طلبت لوسي من جدها أن يأخذها مرة أخرى إلى المدرسة.,لم يكن أخو لوسي يريد مشاهدة فيلم آخر من أفلام الدجال معها وجدتها.,2
وضع بيل كلبه في السياج وخرج للخروج ليلاً.,ثم رأى أن الحديقة مليئة بالفطر نصف المأكول.,عاد مرة أخرى إلى بوابة السياج المسدودة.,ذهب بيل إلى الخارج لاستعادة كلبه.,2
اثنان من أفضل الأصدقاء من بوسطن يكتبان فيلمًا معًا.,تباع أفلامهم ببلايين الدولارات من التذاكر على مدار الـ 20 عامًا القادمة.,يعملون قليلاً لنشر أفلامهم في دور السينما.,في النهاية يحصلون على شخص ما لصنع الفيلم.,2
ذهب جاك إلى متجر الحيوانات الأليفة بعد المدرسة.,كان جاك حزينًا لدرجة أنه بكى نفسه إلى النوم.,اكتشف جاك أن أحد الحيوانات الأليفة التي أحبها أنجبت أطفالًا.,جاك مد يده ولمس أحد الكلاب وعضه.,2
