#,ID,Source,Country,Group,Subject,Level,Question,BackStory,Context,Answer Key,Option 1,Option 2,Option 3,Option 4,Option 5,is_few_shot
2425,1,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل قال أحدٌ شيئًا غير مناسب في هذه القصة؟,"أُجريت لشياو جي عملية جراحية بسيطة بسبب التواء في الكاحل، وهو يتعافى في المستشفى. يزوره صديقاه شياو فانغ وشياو مي، على أمل أن يجلبا له بعض السعادة. إنهما يعرفان وضع شياو جي مسبقًا، لذا فهما حريصان للغاية. عندما يدخلان إلى غرفة المستشفى، تنظر شياو فانغ إلى قدم شياو جي المرفوعة وتقول: ""أتمنى أن تسليك هذه القصص."" تعطي شياو مي شياو جي بعض الكتب المصورة الخفيفة وتقول: ""يمكننا الدردشة، أو يمكننا الجلوس بهدوء، ونرى ما تفضله."" ثم يتحدثون عن أحدث البرامج التلفزيونية الشهيرة، ويحاول شياو جي أيضًا المشاركة.",,A,قال شخص ما شيئًا غير مناسب في القصة.,لم يقل أحد شيئًا غير مناسب في القصة.,لا ينطبق,لا ينطبق,,False
2426,2,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,إذا كانت هناك جملة غير مناسبة، فما هي؟,"أجرى شياو جيه عملية جراحية بسيطة بسبب التواء في الكاحل، وهو يتعافى في المستشفى. يأتي صديقاه شياو فانغ وشياو مي لزيارته، على أمل أن يجلبا له بعض السعادة. يعرفان وضع شياو جيه مسبقًا، لذلك فهما حريصان للغاية. عندما يدخلان جناح المريض، تنظر شياو فانغ إلى قدم شياو جيه المرفوعة وتقول: ""أتمنى أن تعجبك هذه القصص وتبهجك"". وتعطي شياو مي شياو جيه بعض الكتب المصورة الخفيفة وتقول: ""يمكننا الدردشة، أو يمكننا فقط الجلوس بهدوء، اختر ما يناسبك"". ثم يتحدثون عن البرامج التلفزيونية الشهيرة، ويحاول شياو جيه أيضًا المشاركة.",,A,أتمنى أن تعجبك هذه القصص وتبهجك.,يمكننا الدردشة، أو يمكننا فقط الجلوس بهدوء، اختر ما يناسبك.,شكراً لك، أنا أفضل بكثير الآن.,لم يخرج أي منا عن الأدب/الحديث اللائق.,,False
2427,3,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,ما هي العملية الجراحية التي أجراها شياو جي؟,"أجرى شياو جي عملية جراحية بسيطة بسبب التواء في الكاحل، وهو يتعافى في المستشفى. يزوره صديقاه شياو فانغ وشياو مي، على أمل أن يجلبا له بعض السعادة. إنهما يعرفان وضع شياو جي مسبقًا، لذا فهما حريصان للغاية. عندما يدخلان الغرفة، تنظر شياو فانغ إلى قدم شياو جي المرفوعة وتقول: ""نتمنى أن تبهجك هذه القصص"". وتعطي شياو مي شياو جي بعض الكتب المصورة الخفيفة وتقول: ""يمكننا الدردشة، أو يمكننا الجلوس بهدوء، اختر ما يعجبك."" ثم يتحدثون عن البرامج التلفزيونية الشعبية الحديثة، ويحاول شياو جي أيضًا المشاركة.",,A,عملية جراحية في الحلق,جراحة لعلاج التواء الكاحل,عملية جراحية في العين,عملية جراحية في الفم,,False
2428,4,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل تعلم شياو مي بأمر عملية شياو جيه في الكاحل؟,"أُجريت لشياو جيه عملية جراحية بسيطة بسبب التواء في الكاحل، وهو يتعافى في المستشفى. يزوره صديقاه شياو فانغ وشياو مي، على أمل أن يجلبوا له بعض السعادة. يعرفون بوضعه الصحي مسبقًا، لذا فهم حريصون جدًا على راحته. عندما يدخلون الغرفة، تنظر شياو فانغ إلى قدم شياو جيه المرفوعة وتقول: ""أتمنى أن تسليك هذه القصص."" وتعطي شياو مي شياو جيه بعض المجلات الهزلية الخفيفة وتقول: ""يمكننا أن ندردش، أو نجلس بهدوء، ماذا تحب أن تفعل؟"" ثم يتحدثون عن البرامج التلفزيونية الشعبية، ويحاول شياو جيه أيضًا المشاركة.",,A,تعلم,لا تعلم,لا ينطبق,لا ينطبق,,False
2429,1,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل قال أحد شيئًا غير لائق في هذه القصة؟,"في الصباح الباكر، كانت الحافلة مكتظة بالركاب كعادتها. صعدت تشاو لي إلى الحافلة ووجدت جارها، السيد تشانغ، يرتدي ملابس غير رسمية على غير العادة. فحيته بحماس: ""صباح الخير يا سيد تشانغ! عادةً لا أراك تخرج في هذا الوقت، هل أنت في إجازة من العمل اليوم؟"" أومأ السيد تشانغ برأسه دون أن يتكلم كثيرًا. انطلقت الحافلة إلى المحطة التالية، وتابعت تشاو لي قائلة بسعادة: ""يا له من وقت راحة نادر، لا بد أن تستمتع به."" أجاب السيد تشانغ بـ ""آه""، وأدار رأسه لينظر من النافذة. بدأت تشاو لي في تناول فطورها الذي اشترته للتو.",,B,شخص ما قال شيئًا غير لائق.,لم يقل أحد شيئًا غير لائق.,nan,nan,,False
2430,2,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,إذا وُجدت جملة غير مناسبة، فما هي؟,"في الصباح الباكر، الحافلة مزدحمة كعادتها. صعدت تشاو لي إلى الحافلة ووجدت جارها، السيد تشانغ، يرتدي ملابس غير رسمية على غير عادته. فحيته بحماس قائلة: ""صباح الخير يا سيد تشانغ! عادةً لا أراك تخرج في هذا الوقت، هل أنت في إجازة اليوم؟"" أومأ السيد تشانغ برأسه دون أن يتكلم كثيرًا. انطلقت الحافلة إلى المحطة التالية، وتشاو لي ما زالت تتحدث بسعادة: ""يا لها من فرصة للاسترخاء، يجب أن تستمتع بها."" أجاب السيد تشانغ بـ ""هم"" خافتة، وأدار وجهه لينظر من النافذة. بدأت تشاو لي بتناول فطورها الذي اشترته للتو.",,B,صباح الخير يا سيد تشانغ! عادةً لا أراك تخرج في هذا الوقت، هل أنت في إجازة اليوم؟,شياو مينغ، عدت! أخبرنا بقصصك الشيقة.,شياو لي متعب، اتركه ليستريح قليلًا.,لا أحد يقول ما لا يجب أن يقال.,,False
2431,3,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,ماذا تفعل تشاو لي عندما يدير السيد تشانغ رأسه لينظر من النافذة؟,"في الصباح الباكر، الحافلة مزدحمة كعادتها كل يوم. تصعد تشاو لي إلى الحافلة وتجد جارها، السيد تشانغ، يرتدي ملابس غير رسمية على غير عادته. تحييه بحماس: ""صباح الخير يا سيد تشانغ! عادةً لا أراك تخرج في هذا الوقت، هل أنت في إجازة اليوم؟"" أومأ السيد تشانغ برأسه دون أن يتكلم كثيرًا. تتحرك الحافلة إلى المحطة التالية، وتواصل تشاو لي حديثها بسعادة: ""يا له من وقت نادر للاسترخاء، يجب أن تستمتع به قدر الإمكان!"". أجاب السيد تشانغ بـ ""آه""، وأدار رأسه لينظر من النافذة. بدأت تشاو لي بتناول وجبة الإفطار التي اشترتها للتو.",,B,تتحدث إلى السائق,تقلب صفحات مجلتها,تنظر من النافذة,تتناول الإفطار,,False
2432,4,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل تعلم تشاو لي أن السيد تشانغ بدون عمل؟,"في الصباح الباكر، الحافلة مزدحمة كعادتها. صعدت تشاو لي إلى الحافلة ووجدت جارها، السيد تشانغ، يرتدي ملابس غير رسمية على غير العادة. فحيته بحماس: ""صباح الخير يا سيد تشانغ! لا أراك تخرج في هذا الوقت عادةً، هل أنت في عطلة اليوم؟"" أومأ السيد تشانغ برأسه دون أن يتكلم كثيرًا. تحركت الحافلة إلى المحطة التالية، ولا تزال تشاو لي مستمرة بسعادة: ""يا له من وقت راحة نادر، يجب أن تستمتع به."" أجاب السيد تشانغ بـ ""همم"" خفيفة، وأدار رأسه لينظر من النافذة. بدأت تشاو لي بتناول فطورها الذي اشترته للتو.",,B,تعلم,لا تعلم,nan,nan,,False
2433,1,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل قال أي شخص شيئًا غير لائق في هذه القصة؟,"في الصباح المزدحم، الحافلة تعج بالركاب كالمعتاد. تصعد لي نا إلى الحافلة وترى جارها، العم ليو، الذي يركز على لعب سودوكو على هاتفه المحمول. تلقي عليه التحية بود: ""صباح الخير يا عم ليو! كيف صعوبة السودوكو اليوم؟"" رفع العم ليو رأسه بابتسامة: ""صحيح، إنها صعبة بعض الشيء اليوم."" تواصل الحافلة سيرها، وتشارك لي نا: ""لقد بدأت في قراءة كتاب جديد مؤخرًا، إنه عن الحدائق الصينية، وشائق جدًا."" يرد العم ليو باهتمام: ""يبدو جيدًا، أنا أيضًا أحب ثقافة الحدائق.""",,A,شخص ما في القصة قال شيئًا غير لائق.,لم يقل أحد في القصة أي شيء غير لائق.,nan,nan,,False
2434,2,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,أي من الجمل التالية غير مناسبة؟,"في الصباح المزدحم، الحافلة حيوية كالمعتاد. صعدت لي نا إلى الحافلة ورأت جارها، العم ليو، الذي يركز على لعب سودوكو على هاتفه المحمول. ألقت عليه التحية بود: ""عم ليو، صباح الخير! كيف حال السودوكو اليوم؟"" رفع العم ليو رأسه، ابتسمت عيناه: ""إنها بالفعل صعبة بعض الشيء اليوم."" استمرت الحافلة في السير، وشاركت لي نا: ""بدأت مؤخرًا في قراءة كتاب جديد، إنه عن الحدائق الصينية، ممتع جدًا."" أجاب العم ليو باهتمام: ""هذا مثير للاهتمام، أنا أحب ثقافة الحدائق أيضًا.""",,A,عم ليو، صباح الخير! كيف حال السودوكو اليوم؟,إنها بالفعل صعبة بعض الشيء اليوم.,بدأت مؤخرًا في قراءة كتاب جديد، إنه عن الحدائق الصينية، ممتع جدًا.,لم يقل أحد شيئًا غير ذي صلة بالموضوع.,,False
2435,3,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,ماذا كان يفعل العم ليو عندما حَيَّته لي نا؟,"في الصباح المزدحم، الحافلة حيوية كالمعتاد. تصعد لي نا إلى الحافلة وترى جارها، العم ليو، الذي يركز على لعب سودوكو على هاتفه المحمول. تحييه بود: ""صباح الخير يا عم ليو! كيف صعوبة السودوكو اليوم؟"" يرفع العم ليو رأسه، والابتسامة تملأ عينيه: ""بالفعل، إنها صعبة بعض الشيء اليوم."" وتتابع الحافلة طريقها، وتشارك لي نا: ""بدأت في قراءة كتاب جديد مؤخرًا، إنه عن الحدائق الصينية، ممتع جدًا."" يرد العم ليو باهتمام: ""يبدو جيدًا، أنا أيضًا أحب ثقافة الحدائق.""",,A,لعب سودوكو,قراءة رواية,كتابة مذكرات,مشاهدة فيديو,,False
2436,4,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل تعرف لي نا أن العم ليو متقاعد؟,"في الصباح المزدحم، الحافلة حية كالمعتاد. تصعد لي نا إلى الحافلة وترى جارها، العم ليو، الذي يركز على لعب سودوكو على هاتفه المحمول. تلقي عليه التحية بود: ""صباح الخير يا عم ليو! كيف هي صعوبة السودوكو اليوم؟"" يرفع ليو رأسه وعيناه تبتسمان: ""صعبة بعض الشيء بالفعل اليوم."" تواصل الحافلة سيرها، وتشارك لي نا: ""بدأت في قراءة كتاب جديد مؤخرًا، إنه عن الحدائق الصينية، ومثير جدًا للاهتمام."" أجاب العم ليو باهتمام: ""يبدو جيدًا، أنا أيضًا أحب ثقافة الحدائق.""",,A,تعرف,لا تعرف,nan,nan,,False
2437,1,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل قال أحد ما كلامًا غير مناسب في هذه القصة؟,"يقيم متحف معرضًا خاصًا بالفن الصيني القديم. تزور تشاو لي وعمتها مي المعرض بصحبة مرشد. توجد لوحة أثرية في المعرض شاركت تشاو لي في ترميمها، لكن العمة مي لا تعلم بذلك. عندما وصلوا إلى اللوحة الأثرية، علّقت العمة مي بعفوية: ""جودة ترميم هذه اللوحة مش ولا بد، شكلها مش ماشي مع اللوحات الأثرية اللي حواليها."" ابتسمت تشاو لي وسألت بأدب: ""عمتي مي، إزاي المرمم فهم اللوحة دي من وجهة نظرك؟"" فغيّر المرشد الموضوع على الفور وقال: ""كل عمل له تاريخه وقصته، هيا بنا نلقي نظرة على المعروضة التالية.""",,B,شخص ما في القصة قال كلامًا غير مناسب.,لم يقل أحد في القصة كلامًا غير مناسب.,nan,nan,,False
2438,2,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,أي الجمل الآتية غير لائقة، إن وجدت؟,"يحتوي المتحف على معرض خاص بالفن الصيني القديم. تزور تشاو لي وخالتها مي المعرض بصحبة مرشد. توجد لوحة قديمة في المعرض شاركت تشاو لي في ترميمها، لكن الخالة مي لا تعلم بذلك. عندما وصلوا إلى اللوحة القديمة، علّقت الخالة مي باستخفاف: ""جودة ترميم هذا العمل ليست مُرضية على الإطلاق، تبدو غير متناسقة مع أسلوب اللوحات الأثرية المحيطة بها."" ابتسمت تشاو لي وسألت بأدب: ""خالتي مي، كيف تظنين أن المرمم قد فهم هذه اللوحة؟"" غيّر المرشد الموضوع على الفور وقال: ""لكل عمل تاريخ وقصة وراءه، هيا بنا ننظر إلى المعروضة التالية.""",,B,جودة ترميم هذا العمل ليست مُرضية على الإطلاق، تبدو غير متناسقة مع أسلوب اللوحات الأثرية المحيطة بها.,خالتي مي، كيف تظنين أن المرمم قد فهم هذه اللوحة؟,لكل عمل تاريخ وقصة وراءه، هيا بنا ننظر إلى المعروضة التالية.,لم يتفوه أحد بكلام غير مناسب.,,False
2439,3,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,في أي تحفة فنية شاركت تشاو لي في ترميمها؟,"يضم المتحف معرضًا خاصًا بالفن الصيني العتيق. تزور تشاو لي وخالتها مي المعرض بصحبة مرشد سياحي. توجد لوحة أثرية في المعرض شاركت تشاو لي في ترميمها، لكن خالتها مي لا تدري بذلك. عندما وصلوا إلى اللوحة الأثرية، علّقت الخالة مي بعفوية: ""أرى أن ترميم هذه اللوحة ليس بالمستوى المطلوب، ويبدو نشازًا بين اللوحات الأثرية الأخرى."" تبتسم تشاو لي على مضض وتسأل بأدب: ""خالتي مي، كيف تظنين أن المرمم فهم روح هذه اللوحة؟"" فيحوّل المرشد السياحي دفة الحديث على الفور قائلًا: ""لكل تحفة حكايتها، فلننتقل إلى المعروضة التالية.""",,B,لوحة صينية قديمة شهيرة,لوحة هندية قديمة شهيرة,لوحة أوروبية من القرون الوسطى,لوحة مصرية قديمة شهيرة,,False
2440,4,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل تعلم الخالة مي أن تشاو لي ساهمت في ترميم ذلك العمل؟,"يُقيم متحف معرضًا خاصًا بالفن الصيني القديم. تزور تشاو لي وخالتها مي المعرض بصحبة مرشد. توجد لوحة أثرية في المعرض ساهمت تشاو لي في ترميمها، لكن الخالة مي لا تدري بذلك. عندما وصلوا إلى اللوحة الأثرية، علّقت الخالة مي بعفوية: ""مستوى ترميم هذه اللوحة غير جيد، يبدو وكأنه نشاز وسط اللوحات الأثرية الأخرى."" تبتسم تشاو لي وتسأل بأدب: ""خالتي مي، برأيك كيف فهم المرمم هذه اللوحة؟"" يغيّر المرشد الموضوع فورًا ويقول: ""لكل عمل فني تاريخه وقصته، هيا بنا نلقي نظرة على المعروضة التالية.""",,B,تعلم,لا تعلم,nan,nan,,False
2441,1,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل ذكر أحدٌ ما قولًا غير لائق في هذه القصة؟,"في معرضٍ أوروبي لفنون العصور الوسطى، تزور آن لي والعمة جين المعرض بصحبة المرشد السياحي لي. عندما يصلون إلى لوحة مشهورة ساعدت آن لي في ترميمها، تقول العمة جين بفرح بالغ: ""يا له من ترميم رائع! لا يكاد يوجد فرق بينها وبين الأصل!"" تجيب آن لي بخجل ولطف: ""شكرًا لكِ يا عمتي، لقد بذلت فيها جهدًا كبيرًا."" يومئ المرشد السياحي لي موافقًا: ""بالفعل، إن ترميم هذه اللوحة يعكس مهارات فائقة وتراثًا ثقافيًا عميقًا. هيا بنا ننتقل إلى قسم المعرض التالي.""",,A,شخص ما قال شيئًا غير لائقًا في القصة,لم يقل أحد شيئًا غير لائق في القصة.,لا يوجد,لا يوجد,,False
2442,2,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,أي الجمل الآتية غير مناسبة، إن وجدت؟,"في معرض فني أوروبي من القرون الوسطى، تزور آن لي والعمة جين برفقة المرشد السياحي لي. عندما يصلون إلى لوحة شهيرة ساهمت آن لي في ترميمها، تقول العمة جين بسعادة: ""هذا الترميم مذهل حقًا، لا فرق تقريبًا بينه وبين اللوحة الأصلية!"" تجيب آن لي بخجل: ""شكرًا يا عمتي، لقد بذلت فيه جهدًا كبيرًا."" يومئ المرشد لي موافقًا: ""بالفعل، ترميم هذه اللوحة ينمّ عن مهارة فائقة وخبرة ثقافية عميقة. هيا بنا إلى القاعة التالية.""",,A,هذا الترميم مذهل حقًا، لا فرق تقريبًا بينه وبين اللوحة الأصلية!,شكرًا يا عمتي، لقد بذلت فيه جهدًا كبيرًا.,بالفعل، ترميم هذه اللوحة ينمّ عن مهارة فائقة وخبرة ثقافية عميقة. هيا بنا إلى القاعة التالية.,لم يخرج أحد عن الأدب.,,False
2443,3,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,في أي عمل شاركت آن لي في ترميمه؟,"في معرض فني أوروبي من العصور الوسطى، زارت آن لي والعمة جين بإرشاد المرشد لي. عندما وصلوا إلى لوحة مشهورة ساعدت آن لي في ترميمها، قالت العمة جين بسعادة: ""هذا الترميم رائع حقًا، لا يوجد فرق تقريبًا عن الأصل!"" ردت آن لي بخجل: ""شكرًا لكِ يا عمتي، لقد بذلت أيضًا الكثير من الجهد لإنجازه."" أومأ المرشد لي موافقًا: ""بالفعل، يعكس ترميم هذا العمل مهارات فائقة وتراثًا ثقافيًا عميقًا. سننتقل الآن إلى القسم التالي من المعرض.""",,A,لوحة صينية قديمة مشهورة,لوحة هندية قديمة مشهورة,لوحة أوروبية من العصور الوسطى,لوحة مصرية قديمة مشهورة,,False
2444,4,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل تعرف العمة جين أن آن لي شاركت في ترميم ذلك العمل؟,"في معرض فني أوروبي من القرون الوسطى، تزور آن لي والعمة جين بصحبة المرشد السياحي لي. عندما يصلون إلى لوحة شهيرة ساعدت آن لي في ترميمها، تقول العمة جين بسعادة: ""هذا الترميم رائع حقًا، لا يوجد فرق تقريبًا عن الأصل!"" تجيب آن لي بخجل: ""شكرًا لكِ يا عمتي، لقد بذلتُ الكثير من الجهد عليه أيضًا."" يومئ المرشد موافقًا: ""بالفعل، يعكس ترميم هذا العمل مهارات فائقة وتراثًا ثقافيًا عميقًا. لننتقل إلى منطقة المعرض التالية.""",,A,تعرف,لا تعرف,nan,nan,,False
2445,1,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل تفوه أحد بكلام غير مناسب في هذه القصة؟,"في نشاط تبادل هدايا رأس السنة في المدرسة، تتطلع لي مينغ تشو (Li Mingzhu) إلى تقديم هدية اختارتها بعناية لزميلها وانغ هاو (Wang Hao). تنظم المعلمة تشانغ هذا النشاط وتشجع الطلاب على تقديم هدايا ذات معنى لبعضهم البعض. تفوت لي مينغ تشو اللحظة التي تذكر فيها المعلمة تشانغ الجميع للانتباه إلى الحساسية الغذائية، لذلك تختار علبة من كعك القمر المصنوع يدويًا بشكل رائع (عادة ما يتم تقديمه في المناسبات الخاصة). عند تبادل الهدايا، تسلم لي مينغ تشو الهدية إلى وانغ هاو وتقول بسعادة: ""كعك القمر هذا هو أحد تخصصات منطقتنا، أتذكر أنك قلت إنك تحب تجربة الوجبات الخفيفة المحلية!"" يتوقف وانغ هاو للحظة، ثم يجيب بأدب: ""أوه، شكراً لك يا مينغ تشو. سأجربها بالتأكيد."" فتقول المعلمة تشانغ بهدوء، في محاولة لتلطيف الموقف: ""كل هدية تعبر عن تقدير ومحبة، هيا بنا نرى هدايا بقية الطلاب.""",,B,تفوه شخص ما بكلام غير لائق في القصة.,لم يتفوه أحد بكلام غير لائق في القصة.,nan,nan,,False
2446,2,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,إذا كانت هناك جملة غير مناسبة في سياق القصة، فما هي؟,"في نشاط تبادل هدايا رأس السنة في المدرسة، تتطلع لي مينغجو إلى تقديم هدية اختارتها بعناية لزميلها وانغ هاو. ينظم المعلم تشانغ هذا النشاط ويشجع الطلاب على تقديم هدايا تحمل معنى لبعضهم البعض. تفوت لي مينغجو لحظة تذكير المعلم تشانغ للجميع بالانتباه إلى الحساسية الغذائية، لذلك تختار صندوقًا من كعكات القمر المصنوعة يدويًا الرائعة (كعكات القمر هي من الحلويات التقليدية التي تُقدم في هذه المناسبة). عند تبادل الهدايا، تسلم لي مينغجو الهدية إلى وانغ هاو وتقول بسعادة: ""كعكة القمر هذه من مأكولات بلدتنا المميزة، أتذكر أنك قلت إنك تحب تجربة المأكولات المحلية!"" يتوقف وانغ هاو للحظة، ثم يجيب بأدب: ""أوه، شكرًا لك يا مينغجو. سأجربها بالتأكيد."" يقول المعلم تشانغ بهدوء: ""كل هدية هي دليل على اهتمام صاحبها، هيا ننظر إلى هدايا الطلاب الآخرين بعد ذلك.""",,B,كعكة القمر هذه من مأكولات بلدتنا المميزة، أتذكر أنك قلت إنك تحب تجربة المأكولات المحلية!,أوه، شكرًا لك يا مينغجو. سأجربها بالتأكيد.,كل هدية هي دليل على اهتمام صاحبها، هيا ننظر إلى هدايا الطلاب الآخرين بعد ذلك.,لم يذكر أحد أي شيء عن الحساسية الغذائية.,,False
2447,3,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,ما هي الهدية التي قدمتها لي مينغجو إلى وانغ هاو؟,"في نشاط تبادل هدايا رأس السنة في المدرسة، تنتظر لي مينغجو بفارغ الصبر أن تهدي زميلها وانغ هاو هدية اختارتها بعناية. ينظم المعلم تشانغ هذا النشاط، ويشجع الطلاب على تقديم هدايا تحمل معنى لطرفهم الآخر. سهت لي مينغجو عن تذكير المعلم تشانغ للجميع بالانتباه إلى الحساسية الغذائية، فاختارت علبة من كعك القمر الفاخر المصنوع يدويًا. وعند تبادل الهدايا، قدمت لي مينغجو الهدية إلى وانغ هاو وقالت بسعادة: ""كعك القمر هذا من أشهر حلويات بلدتنا، وأتذكر أنك ذكرت أنك تحب تذوق الأطعمة المحلية!"" تردد وانغ هاو للحظة، ثم أجاب بلطف: ""أوه، شكراً لكِ يا مينغجو. سأحاول تجربته بالتأكيد."" قال المعلم تشانغ بهدوء: ""كل هدية تعبر عن تقدير صاحبها، هيا بنا نرى هدايا بقية الطلاب.""",,B,كعك القمر المصنوع يدويًا,شوكولاتة,حلوى مميزة,كتاب,,False
2448,4,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل تعلم لي مينغجو أن وانغ هاو لديه حساسية تجاه الطعام؟,"في نشاط تبادل هدايا العام الجديد في المدرسة، تتطلع لي مينغجو لتقديم هدية اختارتها بعناية لزميلها وانغ هاو. تنظم المعلمة تشانغ هذا النشاط وتشجع الطلاب على تقديم هدايا قيمة تعبر عن اهتمامهم ببعضهم البعض. سهت لي مينغجو عن اللحظة التي نبهت فيها المعلمة تشانغ الجميع إلى الانتباه للحساسية الغذائية، لذلك اختارت صندوقًا من كعك القمر الرائع المصنوع يدويًا. عند تبادل الهدايا، قدمت لي مينغجو الهدية إلى وانغ هاو وقالت بسعادة: ""كعك القمر هذا من أشهر منتجات منطقتنا، وأتذكر أنك قلت إنك تحب تجربة المأكولات المحلية!"" توقف وانغ هاو للحظة، ثم أجاب بلطف: ""أوه، شكراً يا مينغجو. سأجربها بالتأكيد."" قالت المعلمة تشانغ بهدوء: ""كل هدية تعبر عن تقدير صاحبها، هيا بنا ننظر إلى هدايا بقية الطلاب.""",,B,تعلم,لا تعلم,غير معروف,غير معروف,,False
2449,1,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل قال أي شخص شيئًا غير لائق في هذه القصة؟,"في نشاط تبادل هدايا رأس السنة الجديدة في المدرسة، أحضرت ليو شين دفتر ملاحظات مُعدًّا بعناية لزميلتها في الفصل تشن جيه. نظم المعلم لي هذا النشاط وتأكد من أن الجميع يعرفون كيفية اختيار الهدية الصحيحة. خلال تبادل الهدايا، قالت ليو شين بحماس لتشن جيه: ""أعلم أنكِ تحبين الرسم، آمل أن يلهم هذا الدفتر الخاص إبداعكِ."" قبلت تشن جيه الهدية بسعادة وقالت: ""رائع، ليو شين، لطالما أردت دفتر ملاحظات كهذا، شكرًا لكِ!"" ابتسم المعلم لي وأومأ برأسه قائلاً: ""يبدو أن تبادل الهدايا هذا العام ناجح جدًا، والجميع سعداء للغاية.""",,A,قال شخص ما شيئًا غير لائق في القصة.,لم يقل أحد أي شيء غير لائق في القصة.,لا يوجد,لا يوجد,,False
2450,2,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,إذا وُجد، أيّ الجملة غير مناسبة؟,"في نشاط تبادل هدايا رأس السنة في المدرسة، أحضرت ليو شين دفترًا أُعد بعناية لزميلتها تشن جيه. قام المعلم لي بتنظيم هذا النشاط وتأكد من أن الجميع يعرفون كيفية اختيار الهدية المناسبة. خلال تبادل الهدايا، قالت ليو شين بحماس لتشن جيه: ""أعرف أنك تحبين الرسم، وأتمنى أن يكون هذا الدفتر المميز مصدر إلهام لكِ"". قبلت تشن جيه الهدية بسعادة وقالت: ""رائع يا ليو شين، لطالما تمنيت الحصول على دفتر كهذا، شكرًا لكِ!"" ابتسم المعلم لي وأومأ برأسه قائلاً: ""يبدو أن تبادل الهدايا هذا العام ناجح جدًا، الجميع في غاية السعادة.""",,A,أعرف أنك تحبين الرسم، وأتمنى أن يكون هذا الدفتر المميز مصدر إلهام لكِ.,رائع يا ليو شين، لطالما تمنيت الحصول على دفتر كهذا، شكرًا لكِ!,يبدو أن تبادل الهدايا هذا العام ناجح جدًا، الجميع في غاية السعادة.,لم يخرج أحد عن الأدب.,,False
2451,3,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,ما هي الهدية التي قدمتها ليو شين لتشن جيه؟,"في نشاط تبادل هدايا العام الجديد في المدرسة، أحضرت ليو شين دفترًا مميزًا لزميلتها تشن جيه. يقوم المعلم لي بتنظيم هذا النشاط ويتأكد من أن الجميع يعرف كيفية اختيار الهدية المناسبة. خلال تبادل الهدايا، تقول ليو شين بحماس لتشن جيه: ""أعلم أنكِ تحبين الرسم، أتمنى أن يلهمك هذا الدفتر."" تقبل تشن جيه الهدية بسعادة وتقول: ""رائع، ليو شين، لطالما أردت دفترًا كهذا، شكرًا لكِ!"" يبتسم المعلم لي ويومئ برأسه قائلاً: ""يبدو أن تبادل الهدايا لهذا العام ناجح جدًا، الجميع سعداء.""",,A,كعك قمري مصنوع يدويًا,شوكولاتة,حلوى فاخرة,دفتر,,False
2452,4,Faux-pas Recognition Test.jsonl,,,Faux-pas Recognition Test,,هل تعلم ليو شين أن تشن جيه لديها حساسية تجاه الطعام؟,"في نشاط تبادل هدايا رأس السنة في المدرسة، تجلب ليو شين دفتر ملاحظات مُجهَّزًا بعناية لزميلتها في الصف، تشن جيه. ينظم المعلم لي هذا النشاط ويتأكد من أن الجميع يعرفون كيفية اختيار الهدية المناسبة. خلال تبادل الهدايا، تقول ليو شين بحماس لتشن جيه: ""أعرف إنك بتحبي الرسم، آمل أن يلهم هذا الدفتر المميز إبداعك."" تقبل تشن جيه الهدية بسعادة وتقول: ""رائع، ليو شين، لطالما أردت دفتر ملاحظات كهذا، شكرًا لك!"" يبتسم المعلم لي ويومئ برأسه قائلاً: ""يبدو أن تبادل الهدايا هذا العام ناجح جدًا، الجميع في غاية السعادة.""",,A,تعلم,لا تعلم,غير متوفر,غير متوفر,,False
