observation_1,observation_2,hypothesis_1,hypothesis_2,label
كان بيتي يحب الطبخ.,كانت زوجة بيتي سعيدة للغاية.,بيتي أطباق جديدة غير متعلمة.,قام بيتي بطهي العشاء في تلك الليلة بدلاً من زوجته.,2
أرادت ناي الحصول على حيوان أليف ولكنها كانت تعاني من حساسية تجاه القطط.,حصلت على أربع أسماك وأحبت مشاهدتها كل يوم!,قام ناي بالبحث عن الحيوانات الأليفة التي قد تكون جيدة للأشخاص الذين يعانون من حساسية القطط.,قرر ناي الحصول على شيء آخر غير السمك.,1
حصلت كلوي على تذاكر لمباراة هوكي قادمة.,فاز فريق كلوي وحصلت على هدية تذكارية إضافية!,ذهبت كلوي إلى المباراة وشجعت فريقها.,ذهبت كلوي إلى مباراة الهوكي وأمسك بالقرص.,2
كان لويس يتعرض للتنمر في كثير من الأحيان في مدرسته الابتدائية.,الآن لويس تتعلم بشكل جيد وهي أكثر سعادة.,حصل لويس على مساعدة من شخص بالغ لحل المشكلة عندما بدأت درجاته في الانخفاض.,وأخيرا وقف المتنمرون في وجه لويس.,1
طلبت لوسي بعض البيتزا.,كان على لوسي أن تقوم بتسخينه.,عندما وصلت إلى لوسي كان الجو باردًا.,عندما وصلت البيتزا كانت ساخنة.,1
مرت جينا بسيارتها بالقرب من منحدر التزلج الجاف بالقرب من منزلها.,وفي تلك اللحظة رأت آلة كبيرة ترش الثلج الصناعي على المنحدر.,أرادت جينا الذهاب للتزلج في أقرب وقت ممكن.,كم تمنت جينا أن يهطل المطر حتى تتمكن من التبلل.,1
كان جيسون دائمًا معجبًا بالحركات السريعة للملاكمين التي شاهدها على شاشة التلفزيون.,وكانت مبارياته في المصارعة مثيرة للغاية.,لقد استخدم بعضًا من حركات القدمين في مصارعته.,استخدم بعض الأعمال لإراحة قدميه.,1
قرر توم الذهاب للتزلج في عاصفة ثلجية.,تناول كوبًا من الشوكولاتة الساخنة مع أصدقائه في النزل.,لقد تقطعت السبل بتوم لكن تم إنقاذه من قبل أصدقائه.,لقد كان الأمر سيئًا ولكن كان الجو باردًا جدًا بالنسبة لتوم لذلك بقوا.,1
كانت جيل وليزا أفضل الأصدقاء لسنوات.,كانت ليزا مستاءة للغاية.,لقد كانت وقحة معها حقًا.,كانت ليزا وقحة حقًا مع جيل.,1
كانت إيمي في متجر البقالة للتسوق لمدة أسبوع.,كان على إيمي مطاردة الليمون حتى منتصف الطريق عبر موقف السيارات.,أسقطت إحدى أكياس البقالة الخاصة بها عند الخروج قبل الدفع.,حقيبة إيمي انكسرت إلى نصفين.,2
لقد تم تسجيل ماري في سانتا السري.,لقد أرسلته إلى مباراتها.,ذهبت ماري إلى المتجر لشراء مجموعة أدوات المكياج.,كانت ماري شريرة ووضعت أفاعي الجرسية في صندوق الهدايا الخاص بها.,2
لم يتوقف بيل عن لعب ألعاب الفيديو العنيفة حول ابنه.,توقف بيل عن لعب الألعاب على مضض.,في أحد الأيام ضرب ابنه صديقه على رأسه بحجر.,رأى بيل ابنه يعيد تمثيل مشهد جنسي عنيف.,1
كانت تريش سعيدة بعودة ابنتيها إلى المنزل في وقت واحد.,ذهبت تريش إلى السرير وهي سعيدة جدًا في تلك الليلة.,لقد رأت تريش إحدى بناتها مؤخرًا منذ أن كانت في الكلية.,لم ترى تريش إحدى بناتها منذ وقت طويل منذ أن ذهبت إلى الكلية.,2
اجتمعنا لحضور حفل عيد الميلاد في المكتب.,لقد كانت الليلة رائعة وكان الجميع سعداء.,تبادل الجميع هدايا عيد الميلاد.,لقد عملنا بجد للتحضير للحفلة.,2
انتقلت عائلة بيلي للتو إلى مدينة جديدة.,لقد أصبحوا أصدقاء رائعين.,أصبح بيل صديقًا على الفور لجاره الذي يعيش على بعد ثلاثة منازل.,التقى بيلي بجاره جيمي في يومه الأخير.,1
وكان لاري يلعب كرة السلة.,حمل النهر كرة السلة الخاصة به على طول الطريق إلى أسفل مجرى النهر.,أسقط كرة السلة وتدحرجت إلى أسفل التل.,بدأ الثلج يتساقط بكثافة، وسرعان ما غطى الثلج الحديقة.,1
كانت آنا ترعى أبناء عمومتها الصغار.,لقد أبقت آناهم مستمتعين طوال اليوم!,أحضرت آنا حقيبة مليئة بالفنون والحرف اليدوية.,صنعت آنا وجوهًا مضحكة للكلاب.,1
كنت أتحدث مع جاري هذا الصباح.,لقد كانت القطة تتبعني ودخلت إلى منزلي.,لم ألاحظ القطة الميتة بالخارج بينما كنت أتحدث.,تركت بوابة جيراني مفتوحة.,2
كانت جوان تصنع كعك الليمون.,لقد خرجوا بملمس غريب.,أضافت جوان كمية كبيرة من صودا الخبز.,نسيت جوان إضافة صودا الخبز.,2
كل يوم أربعاء كان مارك موجودًا في ملاعب البيسبول.,لم يأكل مارك هوت دوجًا مرة أخرى.,كان مارك يحب الهوت دوج، لكنه كان يفقد الكثير من الوزن.,أصيب مارك بالتسمم الغذائي بسبب تناوله هوت دوج في الملعب.,2
لقد كان معلم البوق الخاص بي مذهلاً.,كانت جميع أمثلته مضحكة حقًا!,لقد أعطى تعليمات جدية للغاية في كل ما علمه.,لقد أعطى تعليمات واضحة لكل ما علمه.,2
أخبرني ابني عن كيفية كسب القليل من المال الإضافي في وقت فراغي.,الآن أترك العمل تقريبًا كل يوم وأحصل على الكثير من المال الإضافي.,قال ابني إنه يسمى Mechanical Turk ويتم إدارته بواسطة Amazon لذا فأنا أعلم أنه شرعي.,لقد أغواني بوظيفة تركية.,1
لقد نسيت ضبط المنبه الليلة الماضية.,لحسن الحظ أنني عامل جيد وحصلت على فرصة أخرى.,لقد وصلت إلى العمل مبكرًا هذا الصباح.,لقد إنتهى بي الأمر بالتأخر عن العمل.,2
بات يكره بن حقًا.,الآن لن يرتدي بن القفازات مرة أخرى أبدًا.,بدأ بات في ارتداء القفازات مع حلول فصل الشتاء.,صفع بن بات بالقفاز.,1
وضعت الوردة البلاستيكية السوداء في مزهرية مع الماء.,بصراحة، لم أكن أعرف السبب أيضًا.,كنت أفكر في أشياء أخرى ولم أدرك أنني لم أفعلها بعد.,سألني صديقي لماذا أضع وردة بلاستيكية في المزهرية.,2
كان رون وأصدقاؤه يقضون وقتًا متأخرًا في الليل.,قال رون أنه لا يريد ذلك وأصدقائه سخروا منه.,قرر رون العودة إلى المنزل حتى يتمكن من الراحة قبل العمل في اليوم التالي.,أصدقاء رون يتحدونه أن يبقى في الداخل.,1
أراد جيم حوض مطبخ جديد.,ثم أخذ بعض الوقت للإعجاب بمغسلته الجديدة!,ذهب جيم إلى النادي الليلي.,قام جيم بتعيين سباك لتثبيت حوض المزرعة.,2
لقد توفي زوجي جيم بسبب السرطان في عيد الحب العام الماضي.,ترك والدها المحب رسالة حب أخيرة في كتابهم المفضل.,أراد جيم أن يترك لزوجته تذكارًا دائمًا.,انتقلت ابنتي من غرفتها.,1
استيقظ جارث وضرب المنبه بقوة حتى أصبح صامتًا.,اتصل بالرقم 911، لكن لم يكن هناك أي شيء يمكنهم فعله.,أحس جارث بشيء بارد بجانبه.,كسر جارث هاتفه ولم يكن يعرف الوقت.,1
كان مارك يكتب قصص الرعب لكسب عيشه، وكان فخوراً جداً بذلك.,استيقظ مارك على صوت المنبه وهو يبكي.,لقد نام بالصدفة قبل أن ينهي قصته في الوقت المناسب.,قصص مارك أعطته كوابيس.,1
لقد توقفت عن تناول الحبوب الموصوفة لي لأنها جعلتني مريضًا.,لقد أخبرت الطبيب أن حبوبه جعلتني مريضًا لذلك توقفت عن تناولها.,ذهبت إلى الطبيب لمناقشة حبوبي.,لقد فاتني موعدي مع طبيبي.,1
كان تيم يعاني من صعوبات في الرياضيات.,وفي نهاية المطاف، فشل في اجتياز الاختبار واضطر إلى إعادة الدورة.,بدلاً من طلب المساعدة، ذهب تيم إلى مباراة كرة قدم مع أصدقائه في الليلة السابقة للامتحان النهائي.,تيم درس كل ليلة.,1
ذهبت الفتيات إلى البار.,لقد ذهبوا إلى منزلهم وهم يتحدثون عن ليلتهم.,استمتعت الفتيات بالبار.,لقد قضوا وقتًا رائعًا في الرقص حتى الصباح.,1
ذهبت جو إلى سطح المنزل لتعمل على تسمير بشرتها.,سمع صاحب المنزل صوت دقاتها فوجد جو ترتجف على السطح.,لقد بقيت بالخارج طوال اليوم وعندما جاء الليل ذهبت إلى الداخل.,تم قفل جو عن طريق الخطأ على سطح المنزل وبدأ يطرق الباب طلبًا للمساعدة.,2
تفاجأ بوب عندما تعطلت شاحنته على الطريق السريع.,حتى أن الضابط أعطى بوب توصيلة إلى شركة لتأجير السيارات.,ظن أنهم سيجدون الأمر غريبًا عندما كان في منتصف الطريق.,يتوقف ضابط الشرطة في الحديقة لمساعدة بوب.,1
لقد أردت دائمًا أن أتمكن من ركوب الدراجة لمسافة ثلاثين ميلًا في وقت واحد.,أنا لست في حالة جيدة حتى أنني لا أستطيع ركوب الدراجة لمسافة ميل واحد.,لم أمارس الركوب أو التمرين على الرغم من ذلك.,لقد كنت أمارس الركوب والتمرين كل يوم.,1
استيقظ يعقوب على ضوء أحمر.,والآن يستيقظ يعقوب فقط في سريره.,لقد نام في السيارة.,تعهد يعقوب بعدم قيادة السيارة وهو في حالة سُكر مرة أخرى.,1
كانت بيلا شاحبة للغاية.,عندما غادرت، كان لون بشرتها بنيًا ذهبيًا صيفيًا!,قررت أن تأخذ إجازة ضرورية للغاية في فلوريدا.,قررت بيلا إنقاذ الصباح في صالون الأظافر.,1
كانت كاثي سعيدة لأنها حصلت أخيرًا على بعض الوقت للخياطة.,طرقت كاثي بأطراف أصابعها المعدنية على الطاولة في إحباط.,وضعت كاثي خياطات.,لم تتمكن كاثي من إدخال الخيط في القماش.,1
صنعت جدتي فطيرة الليمون الرئيسية.,ذهبت إلى الحمام لأبصقه.,لقد كرهت الفطيرة.,لقد التهمت الفطيرة.,1
نيد كان بحاجة إلى السجائر - كان على وشك النفاد.,اشترى لنفسه علبتين كاملتين من السجائر.,قرر نيد أن الوقت قد حان للإقلاع عن التدخين، ففعل ذلك فجأة.,لقد رأى نيد صفقة رائعة في نادي البيع بالجملة.,2
كان أصدقائي يأخذونني لتسلق الصخور.,وفي اليوم التالي، ذهبت إلى جدار الصخر الحقيقي وتسلقته بشكل جيد للغاية.,أرادوا أن يبدأوا بجدار صخري حقيقي للتدريب أولاً.,ذهبنا إلى صالة الألعاب الرياضية للتدرب على جدار وهمي.,2
ذهبت إلى الشاطئ في الصيف الماضي لمحاولة الحصول على سمرة.,استيقظت مع حروق الشمس الكبيرة في جميع أنحاء جسدي.,لقد نمت ولم أضع المزيد من كريم الوقاية من الشمس.,لقد نمت في الظل.,1
لم تستطع كيلي الانتظار حتى تذهب إلى سيفورا للمرة الأولى لشراء المكياج.,بحلول الوقت الذي غادرت فيه المتجر، كان لدى كيلي حوالي 12 كيسًا مختلفًا ممتلئًا,عرفت البائعة أن بيع كيلي سيكون سهلاً.,لم تستطع أن تصدق مدى قلة الخيارات المتاحة لها.,1
التلفاز شيء مخيف.,لقد صنعت شطيرة لإشباع رغبتي.,أحد الإعلانات جعلني أشتهي شطيرة.,لقد شاهدت عرضًا عن الأشياء المخيفة الموجودة في جميع أنحاء العالم.,1
ذات يوم اشترى آدم بندقيتين BB.,كان آدم فخوراً جداً بكريستيان.,أطلق كريستيان النار على آدم بالمسدس.,أعطى آدم واحدة للمسيحي.,2
لقد حضرنا حفل الهالوين,لقد أصيب المضيف بالفضيحة.,لقد تقدم لها صديقها المضيف أمام الجميع.,كان المضيف يشرب كثيرًا وكان يغازل شخصًا لم تكن زوجته.,2
اجتمع الجميع في عائلتي للاحتفال بعيد الشكر.,لقد قضينا وقتا رائعا.,لقد توافد الناس من جميع أنحاء الولاية.,كان الجميع غاضبين ولم يأكلوا.,1
كان جو يحب لحيته.,قرر أن يحلقها وحصل على وظيفة على الفور.,كان جو يواجه صعوبة في اختيار وظيفة.,لم يتمكن جو من الحصول على وظيفة لأن لحيته تبدو غير احترافية.,2
قرر بن أن يكافئ نفسه بالقهوة.,كان بن محبطًا بسبب الرسوم الإضافية.,تم فرض رسوم إضافية على بن مقابل الكأس.,طلب منه العامل مبلغًا مضاعفًا.,2
لقد تخرج جو مؤخرًا من الكلية.,كان عليه أن يحصل على وظيفة بدوام جزئي في توصيل البيتزا لدعم نفسه.,جو لديه المال.,كان سوق العمل سيئًا.,2
كان آل يحب الموسيقى الحزينة.,بمجرد أن رأى الدمعة طلب منها أن تكون زوجته.,رأى آل امرأة تبكي في متجر البقالة عندما بدأ تشغيل أغنية حزينة عبر نظام الصوت العام.,صديقة آل بكت أثناء أغنية حزينة.,2
لويس تكره الرياضيات.,لقد كانت مخطئة واستقالت خلال شهر.,تحدت لويس نفسها بالتسجيل في فصل الرياضيات.,اعتقدت لويس أن التدريس الخصوصي سوف يقتلها.,1
كنت عائدا إلى المنزل.,لقد جعلني المطر أشعر بالاكتئاب أكثر.,لقد كان يومًا مشمسًا.,كنت مكتئبًا لأن صديقتي انفصلت عني. في منتصف مسيرتي بدأ المطر يهطل.,2
أليكس يحتاج إلى البقالة.,اشترى أليكس يختًا.,لقد رأت إعلانًا لسيارة في المتجر.,قررت أن تذهب إلى متجر وتنظر إلى القوارب أثناء تسوقها من البقالة.,2
أردت حيوانًا أليفًا في عيد ميلادي.,عدت إلى المنزل مع الخنزير الصغير في سيارتي.,لقد أعطاني والدي مضربًا بدلاً من ذلك.,ذهبت لشراء حيوان أليف غريب مع والدي.,2
قالت المعلمة لديانا أنها راسبة في الفصل.,انتهت بحصولها على 33 في الامتحان.,قررت ديانا الدراسة مع أصدقائها بدلاً من الخروج.,قررت ديانا أنها لا تهتم ولم تدرس للامتحان.,2
كانت هناك عائلتان قويتان.,انتهى الأمر بالرماح إلى الفوز بالحرب وتولي المسؤولية.,لقد فاز فريق Funkel&#39;s في كل المعارك، سنة بعد سنة.,كان هناك قتال بين العائلات.,2
كان الشاب مايرون معتادًا على أن يكون مركز حياة والديه.,أدرك مايرون أن هناك أجزاء جيدة لكونه أخًا كبيرًا أيضًا.,لم يكن مايرون سعيدًا بإنجاب والديه طفلًا.,في أحد الأيام، أخبر والدا مايرون أن الأريكة الجديدة في الطريق.,1
استيقظت إيمي لتجد أن الشمس كانت مشرقة بشكل ساطع في الخريف.,أحبت إيمي ذلك اليوم الخريفي الجميل الذي شعرت فيه وكأنه صيف.,قضت إيمي يومها خارجًا في الطقس الجميل.,بقيت إيمي في المنزل طوال اليوم.,1
كان تيري يمر بمشكلة كبيرة.,لن يتزحزح أبدًا.,أراد تيري وزوجته نفس الطلاء لمنزلهما.,ظل تيري ثابتًا على وجهة نظره.,2
تم طرد كوينتون من شقته.,شعر كوينتون بالاكتئاب.,حزم كوينتون حقائبه وبدأ يبحث عن مكان جديد.,لم يتمكن كوينتون من العثور على شقة أخرى للانتقال إليها.,2
استأجر آدم خادمة لتنظيف منزله.,قامت الوكالة بطرد اللص على الفور.,سرقت الخادمة أدواته الفضية من المنزل.,في ذلك اليوم تعرض بيت آدم للسرقة من قبل جاره.,1
والدا ديف لديهما مطعم.,قرروا إغلاق العمل.,إنهم يحصلون على المزيد من العملاء.,لم يعد مطعم ديف يعمل بشكل جيد.,2
واجه روبي صعوبة في حمل قلمه بشكل صحيح.,كان روبي ومعلمته وأمه جميعًا في غاية السعادة عندما نجح الأمر!,لقد حصل روبي أخيرا على الأمر الصحيح.,لم يعرفوا كيف يساعدونه على الإمساك بالقلم بسهولة.,1
كان جيد يصنع الحساء.,ندم جيد لأنه لم يتناول وعاءً من الحبوب.,وفي هذه الأثناء، تناول بعض الحبوب.,أحرق جيد الحساء.,2
نامت آني عن طريق الخطأ.,وبما أنها لم يكن لديها الوقت، انتهى الأمر بشعرها إلى أن يبدو فوضويًا للغاية.,كان على آني أن تقفز وتسرع إلى الفصل قبل أن تتأخر.,لقد أخذت وقتها في تمشيط شعرها تلك الليلة.,1
نيك كان يواعد جيس.,لذلك قرر نيك أن يتقدم لخطبتها.,لقد أحب نيك صديقته كثيرًا.,كان لدى نيك وجيس علاقة فظيعة.,1
كان الأردن يتجول في الصحراء على جمله.,أدرك جوردان أنه ضائع، فشرب آخر قطرات الماء لديه.,لم يحزم الأردن معدات البقاء على قيد الحياة بشكل جيد.,كان الأردن يشعر بالجوع، لكنه لم يتمكن من العثور على الماء.,1
كورا أرادت دائمًا أن تأخذ رحلة بحرية.,وبعد ثلاثة أسابيع، أصبحت كورا أخيرًا تستمتع بنسيم المحيط!,خططت كورا للرحلة البحرية في السنوات الأخيرة.,أثناء العطلة، يسافر كورا على متن قارب.,2
ذهب جيمس إلى المقهى لمقابلة بعض الأصدقاء.,وأخيرا غادروا وكان الجميع مرتاحين لشجاعة جيمس.,حارب جيمس مجموعة من الكلاب.,جيمس لم يدخل في قتال أبدًا.,1
ديريك لديه مقابلة عمل.,لم يحصل على الوظيفة.,لم يستعد ديريك أو يرتدي ملابس جميلة.,لقد كانت مقابلة ديريك جيدة جدًا.,1
كان سام يسبح في المسبح.,سام بقي خارجًا لأنه كان مبتلًا بالفعل.,سام دخل إلى المسبح.,خرج سام وجفف نفسه.,2
أنا وأصدقائي كنا نلعب بالخارج.,وضعنا المعدات جانباً وذهب كل منا في طريقه.,لقد دخلنا في قتال.,فجأة بدأ يتألق بشدة.,1
أعدت والدة ساندي لها شطيرة لحم خنزير لتناولها على الغداء مرة أخرى.,وكان كلاهما سعيدًا بالتجارة.,لم تعجب مولي بسمك التونة لذا قامت بالتبادل مع ساندي.,كانت شطيرة ساندي المفضلة هي لحم الخنزير.,1
لقد قمت بشراء محرك احتياطي لهاتف iPhone الخاص بزوجتي، باستخدام أمازون.,أشكر أمازون على خدمة العملاء الرائعة.,لقد جاء الآيفون سريعًا.,لقد طلب مني أمازون على الفور شراء منتج آخر.,1
كانت دينا عائدة إلى منزلها في يوم بارد.,لقد بدا الكلب مريضًا، لذا أخذته إلى المنزل واحتفظت به.,رأت دينا كلبًا صغيرًا بالخارج.,رأت دينا سلحفاة صغيرة بالخارج.,1
كان توم وزوجته ديان قد رزقا للتو بطفلهما الأول.,أيقظ زوجته ليخبرها، فأخبرته بالخبر.,لقد قامت ديان بإقامة الطفل مع أجداده ليلة واحدة ولم تخبر توم.,لقد قررا معًا أنهما يريدان الطلاق.,1
كان كيلين بحاجة إلى العثور على وظيفة أفضل.,إنه ممتن إلى الأبد لصديقه لأنه ساعده في الحصول على الوظيفة.,كان لدى صديقه تشارلي وظيفة شاغرة في البار.,حصل صديق كيلين على وظيفة مبيعات بأجر أقل.,1
كان توم يستمع إلى الموسيقى في الفصل.,لذلك لم يكن توم يعلم أنهم لن يذهبوا ليأخذوه من المدرسة.,رن هاتف توم المحمول، وأجاب على المكالمة.,لم يسمع توم الرسالة التي أعطاها له معلمه.,2
كان نيل محبًا للموسيقى.,اعتقد نيل أن فيينا هي المدينة الأكثر موسيقية على وجه الأرض!,عندما ادخر نيل أمواله، ذهب إلى النمسا.,سافر نيل إلى فيينا بسبب فنها العظيم.,1
كان إد يصنع الويسكي في المنزل.,بعد أن قام بتذوقه، قرر إيد أن الويسكي الذي يتناوله كان رائعًا!,كان الويسكي هو المشروب المفضل لدى إد.,كان إد متوترًا بشأن النتيجة.,2
لاحظت سوزان أن قدميها كانتا متورمتين للغاية.,بعد بضعة أيام لاحظت أن التورم في قدميها قد اختفى.,كانت سوزان حاملاً في شهرها السادس.,تحدثت مع طبيبها وأعطته بعض النصائح.,1
كانت بيث تعاني من الكثير من التهاب الحلق.,استمتعت بالاسترخاء وتناول الآيس كريم في هذه الأثناء.,وانتهى الأمر بإجراء عملية جراحية لإزالة ساقها.,تمكنت بيث في النهاية من استئصال اللوزتين.,2
كان تشارلي يقود سيارته الجديدة إلى منزل صديقه.,رفض ذلك واتبع قوانين الشارع مثل مالك السيارة المسؤول.,تحداه سائق آخر للمشاركة في سباق السحب.,أراد صديق تشارلي منه أن يبطئ من سرعته ويصل إلى هناك لاحقًا.,1
لقد أحبت كورنيليا دائمًا العمل بيديها.,قامت كورنيليا بتقطيع الطاولة لاستخدامها كحطب للتدفئة.,كانت كورنيليا بحاجة إلى حطب لمدفأتها.,كانت كورنيليا بحاجة إلى الحطب لكنه نفد.,1
صنع رجل بئر أمنيات بجوار صندوق بريده.,دفع ثمن الوجبة كاملة بالعملة النقدية.,لقد امتلأ التغيير بآبار الأمنيات.,كل شخص مر ألقى عملة معدنية.,2
كان سام متحمسًا، لقد جاء هذا اليوم أخيرًا.,قرر سام أن فطيرة الزفاف ستكون كافية.,كاد سام أن يسقط كعكة الزفاف.,تلقى سام أخبارًا تفيد بأن كعكة زفافه قد دمرت.,2
طلب جو غرفة طعام من الإنترنت لزوجته.,لقد طلب جو أثاث الدمية عن طريق الخطأ!,لم يقرأ جو الموقع بشكل صحيح.,عندما قام جو بفك الأثاث أدرك أنه كان فاخرًا للغاية.,1
كان يعقوب يقود سيارته عائدا إلى منزله من العمل.,لقد شعر بالسعادة حقًا عندما علم أن مساعدته كانت موضع تقدير كبير.,توقف لمساعدة شخص ما في تفريغ إطار مثقوب.,توقف يعقوب لمساعدة شخص ما في إصلاح الإطار.,2
كانت آن رفيقتي في حفل تخرج مدرستنا الابتدائية.,فجأة قفزت فوق مقعد السيارة وطبعت قبلة على شفتي!,إنها ليست المفضلة لدي منذ الطفولة.,لقد قمت بتوصيل آن إلى منزلها من الحفلة.,2
انضم روبي للتو إلى فرقة جديدة.,لقد سجلوا تسجيلاً معًا.,إنهم يفسدون الكثير من الأغاني.,روبي لديه زميل في الفرقة.,2
أراد توم أن يأخذ شيلي في موعد.,لقد جلسا كلاهما وشاهدا غروب الشمس معًا.,ذهب توم وشيلي إلى الشاطئ.,أخذها توم إلى نزهة على قمة التل.,2
كان ديف يحب الحياة في الهواء الطلق.,التقط ديف صورًا للأشجار الطويلة.,وكان الطقس جميلا.,لقد كان الطقس ممطرا بشدة.,1
جاءت سيندي مريضة.,بدأت سيندي بتناوله في تلك الليلة,اشترت لها والدتها بعض أدوية السعال.,اشترت لها والدتها بعض الحلوى.,1
كان لدى جيريمي اختبارًا كبيرًا في المدرسة.,وفجأة أيقظه معلمه وجعله يكمل الاختبار.,نام جيريمي على مكتبه في المنزل أثناء الدراسة.,كان جيريمي متعبًا جدًا لدرجة أنه نام أثناء الاختبار!.,2
أرادت تارا إعادة طلاء غرفتها.,ذهبت إلى منزلها ورسمت غرفتها باللون الوردي بنفسها.,أرادت تارا غرفة أكثر راحة.,اشترت تارا الطلاء الأزرق الذي رأته في المتجر.,1
لم تكن آلي تمتلك الكثير من الحقائب، لكنها كانت مرتبطة بالقليل منها.,لقد افتقدت محفظتها القديمة، ولكنها بدأت تحب المحفظة الجديدة بنفس القدر.,أعطتها أمها واحدة جديدة في عيد ميلادها وقامت ببيعها.,لسوء الحظ فقدت واحدة منها واشترت واحدة جديدة.,2
اتصل بي رجل في وقت متأخر من بعد الظهر على هاتف منزلي.,وبعد بضع ثوان اتصل مرة أخرى.,التقطت الهاتف لكن الرجل لم يتحدث الإنجليزية.,تنفس بقوة في الهاتف وتكلم بكلمة بذيئة.,2
كان توم في حالة سكر في حفلة.,لقد جعله يعترف أخيرًا بأنه كان في حالة سُكر.,توم صادق عندما يكون في حالة سكر.,انتهى الأمر بـ توم بالذهاب إلى مقهى.,1
كانت بيث تركب دراجتها في الحديقة القريبة من منزلها.,نظرت الأم وأطفالها إلى الأعلى ثم واصلوا طريقهم.,رأت بيث أمًا تصرخ على أطفالها في عربة الأطفال.,رأت بيث أم بطة وصغارها.,2
كان توني يحب الفن.,تم تعيين توني على الفور ونجح.,تم اعتبار عمل توني الفني تحفة فنية من قبل المتحف.,تم رفض طلب توني لشغل وظيفة في معرض فني.,1
لقد صنعت وشاحًا دافئًا لأمي.,والآن أقوم بصنع الأوشحة للجميع أيضًا.,أمي لم يعجبها ذلك.,لقد أعجب الجميع بوشاح أمي.,2
أرادت آفا أن تذهب إلى حديقة الحيوانات.,لقد أمضوا يومًا رائعًا في حديقة الحيوانات!,لقد رأت آفا جميع الحيوانات.,لم يذهب والدا آفا إلى حديقة الحيوانات أبدًا.,1
صعد رايان الدرج الطويل للوصول إلى المنزلق المائي.,لقد كان الأمر أكثر متعة مما كان يتوقع.,كان رايان خائفًا من النزول من الزحليقة المائية.,كان رايان يحب النزول إلى زلاجة المياه.,1
كان بوب خارجًا لصيد الغزلان.,لقد تم إنقاذ بوب وأصبح أكثر حذرا منذ ذلك الحين.,لم يكن ستو منتبهًا وسقط في الوادي وكسر ساقه.,سقط بوب في حفرة وظل عالقًا هناك لساعات.,2
لم أقابل أمي الحقيقية أبدًا.,أم يجب علي أن أستمر في مهمتي حتى تصبح شبحًا حقًا؟,لقد بحثت عنها.,لقد وجدت والدتي، وتساءلت هل يجب علي أن أتخلى عنها.,1
كان لدى إيفان قطة واحدة.,كانت القططان سعيدتين جدًا!,هربت قطة إيفان.,تبنى إيفان قطة ثانية.,2
تم سرقة منزل في الحي.,نشر تشارلز صورة له مع شقيقه على موقع إنستغرام.,وكان تشارلز الشرطة.,كان تشارلز في المنزل عندما حدث ذلك وذهب إلى مكان الحادث.,2
قرر جيم أن يكون نجم روك.,لقد سجل جيم لدروس الجيتار.,ولكن لم أكن أعرف كيفية العزف على آلة موسيقية.,عرف جيم أنه يحتاج إلى لقب.,1
أراد ستيف أن يبدأ عملًا جديدًا.,حصل ستيف على 500 دولار مقابل الثعبانين اللذين اصطادهما.,لم يكن ستيف خائفًا من الثعابين التي يجدها الناس في المنازل.,لقد اصطاد بعض الثعابين ليشتريها.,1
لقد عشنا في شقة من عام 1987 إلى عام 2013.,أصبحت ابنتي أفضل في اليوم التالي.,ذات يوم حصلت ابنتي على درجة سيئة واضطرت إلى البقاء في المنزل وعدم الذهاب إلى المدرسة.,ابنتي تعاني دائمًا من التعب والحساسية.,2
اكتشف بوب أن إطار شاحنته مثقوب.,قاد بوب شاحنته إلى السوق.,لم يكن لدى بوب إطار احتياطي.,لقد غيّر الشقة بنفسه.,2
كان آل هو الرجل الأكثر نحافة في فصل التربية البدنية، وكان دائمًا يتعرض للسخرية.,في سبتمبر لم يتعرف عليه زملاؤه في الفصل.,انضم آل إلى صالة الألعاب الرياضية خلال الصيف.,خلال الصيف تعرض آل لحادث.,1
أراد أنتوني أن يتعلم التحدث باللغة الإسبانية.,لقد أصبح أنتوني ناجحًا بسبب قدراته اللغوية.,لقد أخذ أنتوني دورة اللغة الإسبانية وتفوق فيها.,وبدلا من ذلك تعلم أنتوني اللغة الكلينجونية.,1
كان تشانج ينهي غداءه عندما سمع فجأة ضوضاء.,توقف البركان عن النشاط قبل أن تتمكن الحمم البركانية من إلحاق الضرر بالمدينة,نظر تشانج من نافذته ليرى ما يحدث.,نظر تشانج إلى الخارج ورأى أن البركان كان ساكنًا.,1
أرادت أليس أن تتعلم كيفية تنفيذ ركلة ركنية لفريقها.,سددت أليس ركلة الركنية في المباراة التي أدت إلى هدف الفوز بالرأس.,طلبت أليس من مدربها أن يقبلها.,تدربت أليس على ركلة الزاوية لعدة ساعات كل يوم.,2
كانت آنا تخيط فستانًا.,لقد كان عليها أن تأخذ استراحة لتضميد جرحها.,آنا تغرز إبرتها بإصبعها.,لقد علقت آنا بإبرة.,2
ذهب جاي ليرتدي بنطاله للاستعداد للعمل.,ألقى جاي الحزام جانبًا وقال أنه سيشتري حزامًا جديدًا.,أدرك جاي أن مشبك حزامه كان مكسورًا.,ربط جاي حزامه بعناية.,1
عندما صعد الأصدقاء على متن الطائرة المتجهة إلى أستراليا، شعروا بغرابة.,لقد كان يتم تعقبهم ولم يعترف أي منهم بذلك.,لقد كان كلاهما على علم بأن هناك من يلاحقهما.,جلس الصديقان في الخطة.,2
