question,option_a,option_b,option_c,option_d,answer
"في السنوات الأخيرة، استخدمت المزيد والمزيد من الروبوتات لتنفيذ الاستطلاع، النقل، تفكيك القنابل وغيرها من المهام في الميدان. حتى في المستقبل، لن يكون البشر anymore، ولكن كل أنواع الروبوتات. الحرب البشرية تمر بثورة أعمق منذ ولادة الأسلحة النووية. وفقًا لهذا التحليل، أوضح بعض الخبراء أن ظهور تقنية حرب الروبوتات يمكن أن يبقِ البشر بعيدًا عن الخطر وتحقيق أهداف الحرب بشكل أمنٍ وأكثر كفاءة.


أي مما يلي، إذا كان صحيحًا، يثير شكوكًا أكبر في آراء الخبراء المذكورين أعلاه؟",يسيطرو الإنسان الحديث على الروبوتات، لكن الروبوتات قد تسيطر على الإنسان في المستقبل.,تكنولوجيا الحرب الآلية تساعد على التخلص من أنماط الدماء المروعة لقتلى الجماعات في الماضي، مما يجعل الحرب الحديثة أكثر إنسانية.,لا يوجد العديد من البلدان التي استطاعت أن تتقدم في تقنيات الحرب الروبوتية، وسوف تحدث الحروب بشكل أكثر تكرارًا ودماءً في المستقبل.,بسبب الفجوة في القوة العلمية والتقنية العسكرية بين الدول، سوف يسمح تقنية الحرب الروبوتية فقط لبعض الدول بالبقاء بعيدًا عن الخطر.,س
"حصل عم هاو على حادث سير و girdi في كوما أثناء عبوره للشارع.幸ليًا، أرسل شاب إلى المستشفى في الوقت المناسب.بعد استقرار حالة عم هاو، زار أربعة مجهولين تشين أن، لي كنج، تشانغ شينغ، وو فولاي عم هاو في المستشفى.سأل عم هاوهم من أرسلهم إلى المستشفى.أجابوا بهذه الطريقة: تشين أن؟ لا أحد منا أرسلك إلى المستشفى.لي كنج؟ بعضنا أرسلك إلى المستشفى.تشانغ شينغ؟ على الأقل لي كنج وو فولاي لم يأخذوك إلى المستشفى.و فولاي؟ لم أرسلك إلى المستشفى.بعد ذلك، تأكد أن شخصين من الأربعة أعلاه كانوا يصدقون و شخصين كانوا يكذبون.




بناءً على المعلومات أعلاه، أي شيء يمكن استخدامه؟",هو لي كنج وزhang Xing الذين يقولون الحقيقة.,هو تشين أن وزhang Xing الذين يقولون الحقيقة.,هو لي كنج و ونج فو الذين يقولون الحقيقة.,الحقيقة هي تشانغ شينغ و ونج فو.,ا
"يتطلب السفر على الطريق أن يكون الشخص على دراية جيدة بالقوانين، ولكن أيضًا يحتاج إلى تقدير منطقي خاص، في المرور المتكثف، بمجرد وجود ""غاز""، يجب أن تسير السيارة التي تسيرها؛ تسير في الطريق بشكل مستقيم عادي، إذا كان هناك سيارة بدون إشارة تحول، ستقترب منها suddenly لاصطدامك. يظهر أنك تريد التغيير إلى حزمة، و عليك أن تتركها.
 ماذا يمكنك أن تسأل عن هذا الرأي ""الحاسوب المنطقي"" إلا ما يلي؟",إذا سمحنا بالغموض والغياب من الأشياء، فإننا نقدم الفرصة للروح الشريرة، وهذا يتعارض مع القوانين والمواثيق المجتمعية.,الحساب المنطقي في الواقع هادئ وخشية من الأشياء. أحيانًا أشعر أن كل شيء يمكن تجنبه، لكن بعض الأشياء صعبة تجنبها.,سينقذف الانسحاب المتراخي خطراً كبيراً على القيادة، ليس فقط قد يضرب بنفسه، ولكن قد يضرب أيضاً الناس غير المذنبين.,إذا لم تسمح به، ستتعرض له. بعد أن تعرضت له، حتى لو كنت معتدلا، ستجد نفسك في مشكلة كبيرة.,د
"يُعتقد من قبل بعض الخبراء أن تخطيط مدينة الصين يفتقر إلى الأدلة الجوية اللازمة، ويعتقد أن المباني العالية في المدينة تم بناؤها عالية وزدت، مما يعرقل دورة التهوية للمدينة.  يظهر المعلومات ذات الصلة أن سرعة الرياح المتوسطة في العديد من المدن في الصين انخفضت بنسبة 10% في السنوات الأخيرة.  ينخفض السرعة الرياح يعني أن القدرة على التبادل الجوي في الهواء تضعف، مما يؤدي إلى زيادة وقت الإقامة للجسيمات الجوية، مما يسهل تشكيل حالة الضباب والجزر الحراري.  بهذا الخصوص، يضع بعض الخبراء فكرة إنشاء ""ممر الهواء الحضري""، أي إنشاء عدة ممرات تهوية غير معطلة في المدينة، بحيث يمكن للرياح الدخول والخروج بشكل أحرى في المدينة، وتعزيز دورة تجديد الهواء الحضري.


إذا كان صحيحًا، فمن بين ما يلي، فإن الذي يدعم فكرة ""ممر الرياح الحضري"" المذكورة أعلاه هو:",تؤثر الشوارع التي تشكلها ممرات الرياح الحضرية على أمان المباني بدرجة قليلة.,"تأتي الرياح من جميع الاتجاهات،  و概念 ""قناة الرياح الحضرية""  هو أمر SUBJECTIVE 
مبني على الرأي الشخصي.",إذا كان هناك قناة هوائية ولكن لا هواء، سوف تجعل المدينة قناة هوائية غير مفيدة.,الممرات الهوائية الحضرية ليست فقط مواتية لتفريغ الضباب، ولكن أيضا مواتية لتفريغ الحرارة.,د
"في عام 2014، من أجل استقبال اجتماع أPEC، تم تنفيذ ""نموذج الحوكمة لأPEC"" في بكين وتيانجن و خوبي وغيرها من الأماكن، وتم تبني أهم الإجراءات لخفض الانبعاثات على الإطلاق.  بالتأكيد، ظهر ""سلة أPEC"" الذي كان ملهما.  ومع نهاية الاجتماع، اختفت ""أزرق أPEC"" تدريجيا.  في هذا الصدد، أعرب بعض الناس عن الغموض، حيث يمكن الحكومة تحقيق نتائج جيدة في تنفيذ ""نموذج الحوكمة لأPEC"" على المدى القصير، لماذا لا تستمر في هذا النموذج لفترة طويلة؟
إلا ما من بين ما يلي يمكن أن يشرح الغموض الذي يعاني منه الناس؟",خلال تنفيذ التدابير الأكثر صرامة لخفض الانبعاثات، تم إنتاج الكثير من الصعوبات العملية.,سوف يؤثر ذلك بشكل كبير على التنمية الاقتصادية والاجتماعية المحلية إذا تمت_NORMALLINE_PLACEHOLDER_تطبيع نموذج الحوكمة لأPEC مؤخرًا.,"يتطلب أي إدارة بيئية ثمنًا.  الكلمة الرئيسية هي ما إذا كان الثمن المدفوع يفوق المنافع. 


البيئة تتحمل ثمنًا لضمان مستقبلنا.",إذا كان هناك تلوث هواء متكرر في بكين خلال اجتماع أPEC، سوف يؤثر على صورة بلدنا.,د
"حسب القوانين الفيزيائية الموجودة، لا يمكن للجسم أن يتحرك أسرع من سرعة الضوء، ولكن المراقبات الفلكية الحديثة تحدت هذه القوانين. توجد مجرة IC310 بعيدة عن الأرض، وتحتوي على ثقب أسود نشط، وينتج انفجار الجسيمات من خلال الثقب الأسود، وسرعة هذا الانفجار تتجاوز سرعة الضوء، لأنها استغرق 4.8 دقيقة فقط لعبور الحدود للثقب الأسود، بينما يستغرق الضوء 25 دقيقة لتحقيق المسافة نفسها. لذلك، اقترح علماء الفلك أن قانون سرعة الضوء الثابت يحتاج إلى إعادة نظر.


أي مما يلي، إذا كان صحيحًا، يمكنه أن يثير شكوكًا كبيرة في الاستنتاجات التي قدمها علماء الفلك أعلاه؟","كان قانون السرعة الثابت للضوء تم اختباره العديد من المرات في الممارسة، ولم يوجد أمثلة مضادة. 
 لا يوجد أمثلة مضادة لهذا القانون.",قد يوجد انحرافات في البيانات المرصودة الفلكية. وبعضها لما يزال بعيدًا عن الأرض، مثل مجرة IC310.,أو أن هناك شخصاً قام بتلاعب البيانات الملاحظة الفلكية.,أو أن قانون سرعة الضوء ثابتة هو قديم، أو أن رصد الفلكي خاطئ.,س
"توفير المطبخ في مكتب الشركة يحتوي على المشروبات ذات الخدمة الذاتية، وتتطلب تكلفة. بعد أن يأخذ الموظفون المشروبات، يضعون أموالهم في صندوق نقدي خاص. من أجل تحديد ما إذا كان هناك عوامل سوف تؤثر على الانضباط الذاتي للموظفين عندما لا يكونون تحت الإشراف. تم وضع صورة زخرفية خاصة على أعلى الصندوق النقدي وتغييرها كل أسبوع. الصور الزخرفية تظهر أحيانًا بعض الزهور، وأحيانًا زوج عيون. ظهرت ظاهرة مثيرة؟ في الأسبوع الذي تم وضع فيه ""العيون""، تجاوزت الأموال في الصندوق النقدي بكثير ما هو عليه في الحالات التي تم وضع الصور الأخرى فيها.
ما الذي يلي، إذا كان صحيحًا، هو أفضل تفسير للمظاهرة التجريبية المذكورة أعلاه؟","عندما يرى الموظف في الشركة الصورة ""العين""، يمكن أن يفكر أن شخصاً خلفه قد يراقبه",يُعتبر الموظفون الذين يعملون في الشركة يتمتعون بقدرة أكبر من الذكاء الذاتي مقارنة بالآخرين في المجتمع,"عندما ينظر الموظف في الشركة إلى صورة ""الزهرة""، يسهل على المزاج أن يصبح سعيدا","الحواسيب هي النافذة للروح، وسوف يُحرك الموظفون في الشركة بطريقة غير مفهومة عندما يرون الصور ""العين""",ا
"حديقة ملكية تُวาง على محور المركز، وسبع أروقة موزعة في ترتيب من الأمام إلى الخلف. هذه السبعة أروقة تحمل أسماءً من الحروف الصينية ""شمس"", ""قمر"", ""ذهب"", ""خشب"", ""ماء"", ""نار"" و ""أرض"". تعرف؟ (1) لا توجد أروقة ""شمس"" في الأمام; (2) توجد أروقة ""نار"" بجوار أروقة ""Tu""; عدد الأروقة المفرقة بين أروقة ""خشب"" و ""ماء"" هو نفسه.
حسب المعلومات السابقة، أي أروقة من الأروقة التالية قد تكون أروقة ""يابانية""?",الميدان الأول.,المقصف الثاني.,المقصف الرابع.,المقصف الخامس.,د
"يتم تصميم الحديقة الملكية وفقًا para المحور المركزي، ويتم ترتيب سبعة أروقة في ترتيب من الأمام إلى الخلف. هذه السبعة أروقة تسمى باسم الحروف الصينية ""Sun""، ""Moon""، ""Golden""، ""Wood""، ""Water""، ""Fire"" و ""Earth"". هل تعرف؟ (1) لا توجد أروقة ""Sun"" في الأمام; (2) توجد أروقة ""Fire"" المجاورة لأروقة ""Tu""; يوجد نفس عدد الأروقة المفرقة بين أروقة ""wood"" و ""water"" الموجودة في نفس الوقت.
إذا كانت الثانية أروقة ""soil""، فمن ما يلي يمكن استنتاجه؟","المقصف السابع هو المقصف ""الماء"".","الميدان الخامس هو ميدان ""العلوم"".","المقصف الرابع هو المقصف ""الماسي"".","المقصف الثالث هو ""النار"" مقصف يو.",د
"في دراسة بحثية حول ""كيف تؤثر العلاقات الاجتماعية على смерه الإنسان""، استغرب الباحثون أنهم وجدوا أن؟ بغض النظر عن السلالة، والرأسمالية، والتمارين البدنية، وغيرها من العوامل، فإن الشخص الذي يكون مفيدًا ومتوافقًا مع الآخرين يمتلك متوسط العمر المتوقع longer من متوسط شخص عادي، خاصة بين الرجال؛ على العكس، فإن معدل الوفيات للأشخاص الذين هم شريرين، يؤذون الآخرين، ولا يكونون في توافق مع الآخرين قبل عمر 70 هو 1.5 إلى 2 مرات أعلى من الناس العاديين.


أي مما يلي، إذا كان صحيحًا، يشرح أفضل ما يشرح النتائج المذكورة أعلاه؟",الناس الذين لديهم صحة جسدية وذهنية جيدة، هم سهل التعامل معهم، في حين أن الناس الذين لديهم مشاكل نفسية، هم صعب التعامل معهم.,"يُعتبر الرجال عادةً أكثر عدوانية تجاه النساء من النساء من نفس العمر،  وبالتالي فإن المتوسط العمر المتوقع للرجال في معظم البلدان أقل من المتوسط العمر المتوقع للنساء 
.",يفعل الخير مع الآخرين يؤدي إلى شعور بالراحة والسرور، وهو جيد للصحة، ويفعل الشر لنفسه والآخرين يؤدي إلى التوتر والضرر بصحته.,الأغلبية من الناس الذين لديهم نوايا جيدة ومinds مفتوحة هم في الغالب سعيدون وصحو.,ج
"تترك التفاح المباع في السوبرماركت أثرًا من الزيت، وتبدو السطح مسطحًا ولامعًا. يعتقد المستر نيو أن هذا بسبب بقاء المبيدات الحشرية على التفاح. يتم رش الفواكه بالمبيدات قبل حصادها. لذلك، يجب على المستهلكين تنظيف الفواكه قبل شرائها في السوبرماركت قبل أن يتمكنوا من تناولها.


أي مما يلي هو أكثر الاحتمالات التي يعتمد عليها المستر نيو؟",يترك العديد من الفواكه الأخرى، بالإضافة إلى التفاح، بصمات زيتية معينة عندما يتم تسليمها إلى السوق.,تتضمن الفواكه المباعة في السوبرماركتات غسلًا شديدًا.,"يمكن غسل تلك المبيدات الحشرية التي تترك أثرًا من الزيت على الفواكه. 
 يمكن أن يزيل الغسل المبيدات الحشرية التي تترك أثرًا من الزيت على الفواكه.","يُعتبر الكثير من المستهلكين غير مهتمين بفكرة أن الفواكه المباعة في السوبرماركت تم غسلها. 
 لا يهمهم سوى السعر والجودة.",ب
"يُعتقد أن الكثيرين لا يفهمون سوى أنفسهم، بل لا يفهمون الآخرين أيضا. على الرغم من أنهم قد حاولوا فهم الآخرين، فإن جهودهم محكوم عليها بالفشل لأن من لا يفهمون أنفسهم لا يمكن أن يفهموا الآخرين. يمكن رؤية أن من يفتقر إلى فهم ذاته لن يفهم الآخرين.
من بين الخيارات التالية، quale هي أفضل ما يظهر من عيوب الحجة السابقة؟","استخدمت فكرة ""التواصل الذاتي"" ولكن لم يتم تقديم تعريف.","لم يكن يعتقد أن بعض الناس غير مستعدين للاطلاع على أنفسهم. 
 لم يكن يعتقد أن بعض الناس غير مستعدين للاطلاع على أنفسهم.",عدم فهم الصلة بين فهم الآخرين وفهم نفسك.,النهاية مجرد تكرار premise  من حجته.,د
"يحتوي الأربع صناديق على الشاي الأخضر والأسود والمزجج والبيض، وكل صناديق تحتوي على نوع واحد من الشاي، وكل نوع من الشاي يحتوي على صناديق واحدة. 
يعرف؟ (1) صناديق الشاي الأخضر والأسود في نطاق 1، 2، و3؛ (2) صناديق الشاي الأسود والزهرية في نطاق 2، 3، و4؛ (3) صناديق الشاي الأبيض في نطاق 1، 2، و3.
 
وفقًا لل ऊपर، ما يمكن استخلاص ما يلي؟",الماء الخضراء على الثالث.,شاي الزهور في 4.,التاي الأبيض في 3.,المشروبات السوداء في الثاني.,ب
"في عملية الاقتراع على مشروع، شارك 6 أشخاص، بما فيهم تشاو جيا، تشيان يي، صن بين، لي تينغ، 周 وو، وجو وي، كأعضاء ممثلين عن شركاتهم، ونجح شخص واحد في الحصول على العقد. 

أثناء المناقشات، قام ثلاثة أعضاء بمناقشة آرائهم؟ (1) الفائز كان تشاو جيا أو تشيان يي؛ (2) الفائز لم يكن صن بين؛ (3) لم يفز أيا من 周 وو أو جو وي. 

بعد التحقيق العميق، وجد أن فقط شخص واحد من الأقسام الثلاثة كان صحيحا. 




بناء على المعلومات السابقة، يمكن للجميع أن يقرر أنهم لم يفزوا في العقد؟",قين يي، سون بين، 周武,سُن بِين، زو وو، وو جي,赵 جيا، قيان يي، لي تينغ,赵 جيا، 周  وو،  وو جي,س
"اليوم، أصبحت الآلات التعليمية عن بعد قد دخلها بشكل كامل في حياة الأطفال. تجمع الآلة التعليمية عن بعد النص مع الصور والصوت، وهو ما هو واضح ومثير، مما يجعل من الممكن للطفل أن يقرأ بشكل مستقل. ومع ذلك، حذرت بعض الخبراء في تعليم الأطفال من هذا، حيث إن الآلة التعليمية عن بعد قد لا تكون مفيدة لنمو الأطفال. يعتقدون أن الأبوين يجب أن يخصصوا وقتًا لقراءة الكتب المطبوعة مع أطفالهم. يرافق الأطفال قراءة الكتب المطبوعة ليس فقط لترديد الكلمات، ولكن لتعزيز نمو قلوبهم في التواصل.
ما الذي يؤيد آراء الخبراء المذكورين أعلاه إذا كان صحيحًا؟",الكتب الورقية تساعد على حماية بصرة الأطفال وتساعد الأبوين على توجيه الأطفال لتشكيل عادات القراءة الصحيحة.,عندما يستخدمون جهاز التعلم الإلكتروني، يركز الأطفال أكثر على وظيفة الجهاز من محتوى التعلم.,"كلما كان الشخص مُعرّفاً للمنتجات الإلكترونية في وقتٍ مبكر، كلما كان أكثر عرضةً للانحطاط، وستُشكّل الاستخدام الطويل للموارد التعليمية الإلكترونية ""إدمانًا إلكترونيًا"".",أهم مشكلة في الآلة التعليمية الإلكترونية هي أن تترك الآباء يبتعدون عن سلوك أطفالهم في القراءة وتقلل من التواصل اليومي بين الآباء والأطفال.,د
"يعتقد السيد تيان أن السبب الرئيسي لسرعة بطء معظم أجهزة اللابتوب ليس بسبب أداء المعالج الذي هو سيئ أو بسبب القدرة على التخزين التي هي صغيرة، ولكن بسبب سرعة القرص الصلب التي هي بطيئة. استبدال جهاز كمبيوتر قديم بقرص صلب يمكن أن ي cảiم بشكل كبير تجربة اللعب للمستخدم.
إذا كانت أي من الحالات التالية صحيحة، يمكن أن يُطرح سؤال السيد تيان بشكل أكبر.","يُعتبر SSDs مكلفين،  و لا يُعتبر استبدال الأقراص الصلبة في اللابتوبات القديمة باهظ الثمن 
","حاصل المبيعات على الأقراص الصلبة المضمنة هو أعلى بكثير من مبيعات الأقراص الصلبة التقليدية في اللابتوب
",يوجد عدد قليل من الحواسيب القديمة التي تعاني من أداء المعالج ضعيفًا ومساحة ذاكرة صغيرة,"يعتمد تجربة المستخدم في اللعب على بطاقة الرسومات للكمبيوتر المحمول، في حين أن بطاقة الرسومات في الكمبيوتر المحمول القديم سيئة 
",د
"دكتور تشونغ؟ ""في العادة، يجب مراجعة النتائج الطبية المهمة من قبل الباحثين بشكل غير معروف قبل نشر المجلة، وهذا يتطلب الكثير من الوقت. إذا كان الباحثون يستطيعون الاستغناء عن هذه المدة الزمنية الانتظار وannouncement النتائج الخاصة بهم مسبقا، يمكن أن يتحسن مستوى الصحة العامة بشكل أسرع. لأن نشر المعلومات الطبية الجديدة في الوقت المناسب سيساعد الناس على استخدام هذه المعلومات لتحسين صحتهم.""
أي من الخيارات التالية هو أكثر احتمالا أن تكون الفرضية التي تعتمد عليها حججه دكتور تشونغ؟",تتضمن العديد من المراجعات العلمية لمجلات طبية من قبل المراجعين غير الخبراء في الأبحاث الطبية.,"تجدد المعلومات الطبية التي تنشر لأول مرة في المجلات المراجعة المجهولة عادةً لا تتمتع بالاهتمام العام. 
",حتى لو لم يتم نشر البحث الطبي في المجلة، سيستخدم الناس المعلومات الجديدة ذات الصلة التي تم نشرها.,يوجد بعض الباحثين في مجال الطب الذين يرغبون في إعادة النظر في نشر أبحاثهم في المجلات العلمية وinstead اختيار الكشف عن نتائجهم مسبقًا.,س
"دكتور زونغ؟ ""في العادة، يجب مراجعة النتائج الطبية المهمة بشكل غير متميز قبل نشر المجلة، وهذا يتطلب الكثير من الوقت. إذا كان الباحثون يمكنهم الاستغناء عن هذه المدة الزمنية وannouncement النتائج مسبقا، يمكن أن يتحسن مستوى الصحة العامة بشكل أسرع. لأن نشر المعلومات الطبية الجديدة في الوقت المناسب سيساعد الناس على استخدام هذه المعلومات لتحسين صحتهم.""


أي مما يلي، إذا كان صحيحا، سوف يضعف أقوال دكتور زونغ؟","تعتمد تحسين مستوى الصحة العامة الاجتماعية على العوامل الأخرى ولا يعتمد تمامًا على اكتشافات طبية جديدة 
",تتردد معظم المجلات الطبية على ترک نظام المراجعة المجهولة الهوية,"يتغير الناس عاداتهم الحياة بناءً على المعلومات الطبية الجديدة التي تنشر. 
 
ينبغي للناس أن يتغيروا عاداتهم الحياة بناءً على المعلومات الطبية الجديدة التي تنشر.","يمكن أن يمنع المراجعة المجهولة النشر من المقالات التي تحتوي على استنتاجات خاطئة 
",ا
"افتتحت جامعة جيانغهاي مهرجان الطعام على الحرم الجامعي، واشتركت خمس بنات في قاعة السكن للنساء بشكل نشط في الحدث. كانت أسماءهن جين كان، مو شين، Narcissus، هوو شان، وتو رون. يطلب من المنظم أن يشارك كل متقدم في الحدث بوجبة واحدة فقط، ولكن يجب علىهم إعداد مكوناتهم الخاصة. نظراً للشروط المحددة، هناك فقط خمسة أنواع من المكونات في القاعة السكنية؟ Flammulina velutipes، Agaric، Peach، Ham وPotato. يُطلب من كل شخص أن يختار 2 أنواع من المكونات، وينبغي أن يكون أول كلمة في اسم المكونات المختارة لكل شخص مختلفة عن اسم عائلته. هل معروف؟ (1) إذا اخترت جين كان الفواكه، فلا يختار Narcissus Flammulina velutipes؛ (2) إذا اخترت مو شين Flammulina velutipes أو البطاطس، فلا بد أن يختار fungus أيضًا؛ (3) إذا اخترت هوو شان الفواكه، فلا بد أن يختار fungus و البطاطس أيضًا؛ (4) إذا اخترت Narcissus اللحم، فلا بد أن يختار هوو شان fungus. 
 على أساس المعلومات المذكورة أعلاه، ما يمكن استنتاجه؟",يستخدم قصب الذهب الفطر والبطاطس,"يستخدم النرجس Flammulina velutipes و Ham 
","اختار تورن Flammulina velutipes والفراولة 
",اختار هوشان الفطر والبخاراويه,س
"افتتحت جامعة جيانغهاي مهرجان الطعام على الحرم الجامعي.  سجلت خمسة بنات في قاعة سكنية للنساء بالفعل للاشتراك في الحدث.  كان أسماءهن جين كان، مو شين، Narcissus، هوو شان وتو رون.  يطلب من المنظم أن يشارك كل متقدم في الحدث بوجبة واحدة فقط، ولكن يجب علىهم تحضير المكونات بأنفسهم.  نظراً للشروط المحددة، هناك فقط خمسة أنواع من المكونات في القاعة السكنية؟ Flammulina velutipes، Agaric، Peach، Ham وPotato.  يُطلب من كل شخص اختيار 2 أنواع من المكونات.  يمكن لكل شخص اختيار 2 أنواع من المكونات، وينبغي أن يكون أول كلمة في اسم المكونات المختارة لكل شخص مختلفة عن اسم عائلته.  هل تعرف؟ (1) إذا اخترت جين كان الفواكه، فلا يختار Narcissus Flammulina velutipes؛ (2) إذا اخترت مو شين Flammulina velutipes أو البطاطس، يجب عليها اختيار الفطر أيضًا؛ (3) إذا اخترت هوو شان الفواكه، يجب عليها اختيار الفطر والبطاطس أيضًا؛ (4) إذا اخترت Narcissus اللحم، فلا يختار هوو شان الفطر. 
إذا استخدم Narcissus البطاطس، فمن ما يلي يمكن استنتاجه؟",يستخدم النرجس الفطر والبطاطس,اختار هوشان الفطر Flamulina velutipes والبطاطس,اختار تورن البرتقال واللحم,اختار جين كان الفطر والجلاميد,د
"يُعتقد من قبل البروفيسور ني أن مجال التكنولوجيا الهندسية في الصين يمكن أن يعتبر التعاون مع التكنولوجيا المتقدمة الأجنبية، ولكن أي مشروع يخص التكنولوجيا الأساسية لا يجب أن يكون تحت إشراف الآخرين؛ العديد من مشاريع إنشاء أمنية شبكة الصين تشمل التكنولوجيا المعلومات الأساسية. إذا تم تقديم التكنولوجيا المتقدمة الأجنبية دون أي جهد للاستكشاف، فإن أمنية شبكة الصين سوف تتعرض لتهديد خطير.
وفقًا لبيان البروفيسور ني، يمكن استنتاج ما يلي.",لا يمكن التحكم في بعض مشاريع البنية التحتية الأمنية للشبكات في الصين من قبل الآخرين.,تتضمن العديد من مشاريع البنية التحتية للأمن السيبراني في الصين صعوبة التعاون مع التكنولوجيا المتقدمة الأجنبية.,لا يمكن للآخرين أن يسيطروا على جميع المشاريع في مجال التكنولوجيا الهندسية في الصين.,حتى تُدخل التكنولوجيا المتقدمة الأجنبية بشكل كامل، لن تُهدد أمنية الشبكة الصينية بدرجة خطيرة.,ا
"لا يمكن أن يظهر أي نتيجة من nowhere.  هناك دائمًا سبب وراء كل شيء.  أي شيء يوجد له سبب يمكن أن يتعرف عليه الناس،  وكل ما يمكن أن يتعرف عليه الناس لا يظن أنه غير منتظم بالضرورة.
وفقًا لما سبق،  أي مما يلي يجب أن يكون خاطئًا؟","يعرف الناس كل شيء 
","يظهر بعض النتائج بشكل غير منتظم 
",هذه الأشياء التي يمكن التعرف عليها يجب أن تكون منتظمة,يوجد سبب وراء أي نتيجة.,ب
"في السنوات الأخيرة، نمت أعمال الشراء الصينية في الخارج بسرعة. عادة ما يشتري الناس من الشراء المنتجات من الخارج، ويหลون من خلال القنوات المختلفة، ثم يبيعونها للمستخدمين على الساحل الرئيسي لتحقيق الربح، ولكن الحكومة فقدت الإيرادات الضريبية.  ذكرت خبيرة أن الحكومة يجب أن تفرض سيطرتها على أنشطة الشراء في الخارج. 

أي مما يلي، إذا كان صحيحًا، أفضل دعم لآراء الخبراء المذكورة أعلاه؟","في الآونة الأخيرة، تم العثور على سابقة من طاقم طائرة متهم بتهريب المخدرات من قبل المحكمة المحلية في الصين بعد افتتاح متجر شراء عبر الإنترنت. 
 لم يتم الكشف عن تفاصيل أكثر حول الحالة.",مقارنةً بالشراء من الخارج، يفتقر بعض المنتجات المحلية المماثلة التي تنتجها بعض الشركات المحلية إلى المزايا التنافسية فيما يتعلق بالجودة والأسعار.,تُحسّن الاستيراد من الخارج مستويات المعيشة للناس وتلبي بعض الناس طموحهم في حياة جودة في الصين.,في العام الماضي، تمثل نسبة الصادرات الصينية للسلع الفاخرة في الخارج نصف إجمالي مبيعات السلع الفاخرة في المحلات المحلية في العالم تقريبًا، وأغلب هذه المعاملات تجنب الضرائب,د
"لتحقيق تطابق القصة، يجب توظيف 4 أنواع من الأدوار، 1-2 سياح أجانب، 2-3 شoppers، 2 بائعين، عدد قليل من المشاة، فقط 6 أشخاص متوفرين A.B, C, D, E, Hex,  وكل شخص يمكنه أن يظهر شخصية واحدة في نفس المشهد. تعرف؟ (1) يمكن أن يظهر A و B فقط كسياح أجانب؛ (2) يظهر الأربعة من الشخصيات المذكورة أعلاه في كل مشهد على الأقل في 3 أنواع من الشخصيات في نفس الوقت؛ (3) في كل مشهد، إذا ظهر B أو D كبائع، فإن A و C يظهران كشoppers؛ (4) لا يتجاوز مجموع عدد الشoppers والمشاة 2 في كل مشهد.
وبناء على المعلومات المذكورة أعلاه، ما يمكن استنتاجه من ذلك؟","في نفس المشهد، إذا ظهرت E و B في المشاهد، فيمكن أن يظهر A فقط في السياح الأجانب. 
 إذا ظهر E و B في المشاهد، فيمكن أن يظهر A فقط في السياح الأجانب.","في نفس المشهد، إذا كان ب يتصرف كسياح أجنبي، فيمكن أن يظهر أ فقط كتاجر. 
","يجب أن يؤدي شخصان على الأقل أدوارًا مختلفة في مشاهد مختلفة. 
",في نفس المشهد، إذا ظهرت دنج و إي كمتسوقين، فيمكن أن يظهر ب فقط كسياح أجانب.,د
"تُمنع الذهاب إلى المدارس التي تبعد 300 مترًا عن المنزل، ولكن يتم تنظيم الذهاب إلى مدارس تبعد 2 كيلومترًا. لاحظ طفل في سن المدرسة في المدينة هذا التنظيم في مديرية التربية والتعليم في المنطقة عندما كان في المدرسة الابتدائية، وهذا التنظيم هو مديرية التربية والتعليم في المنطقة التي قامت بها مديرية التربية والتعليم وفقًا لمنطقة المدرسة التي يوجد بها سجل إقامة الأطفال. وفقًا لقاعدة ""قاعدة قبول المدارس القريبة"" التي نصت عليها مديرية التربية والتعليم في المدينة، ذهب والدي الأطفال إلى المحكمة مع مديرية التربية والتعليم وطالبوا بإلغاء التنظيم الأصلي لسماح أطفالهم بالدخول إلى المدرسة القريبة.


ما الذي يبدو أنه أساس معقول أكثر للقضاء؟","لا يمكن اعتبار ""الENTRY NEAREST"" هو ""recently enrolled""،  و لا يمكن استخدام المسافة الخطية بين مكان التسجيل للمعلم المسجل والمدرسة كأساس وحيد لتقسيم منطقة المدرسة.",وفقًا لبعض العوامل الجغرافية المحددة، قد لا تكون كل مدرسة ابتدائية في منطقة التدريس في مركز منطقة التدريس.,"لا يسمح لصاحبي الأطفال أو الأبوين اختيار المدرسة التي سيذهبون إليها، بل يجب أن يلتزموا بالترتيبات الإدارية التي تقررها الإدارات الحكومية المختصة. 
 لا يسمح للأطفال أو آبائهم اختيار المدرسة التي سيذهبون إليها، بل يجب أن يلتزموا بالترتيبات الإدارية التي تقررها الإدارات الحكومية المختصة.",أخذ الإجراء الإداري من دائرة التربية والتعليم لمقاطعة التقسيم للمناطق التعليمية يتوافق مع القانون،  وبالفعل يلزم منطقة المنطقة التعليمية التي يوجد بها سجل الإقامة للطفل المتهما الذهاب إلى مدرسة تبعد 2 كيلومترًا عن المنزل.,د
