input,golds,options,preds,probs
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: یمكن اعتبار القواعد الأساسیة لحقوق الإنسان ضمانات:
أ- وطنیة
ب- دولیة
ج- إقلیمیة

إجابة: ",1,"['أ- وطنیة', 'ب- دولیة', 'ج- إقلیمیة']",ب,[0.01796826 0.7663308  0.21570091]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: یمكن القول إن مفھوم حقوق الإنسان أخذ یتسع نطاقھ باتساع موضوعات:
أ- علم الاجتماع
ب- علم الاقتصاد
ج- العلاقات الدولیة

إجابة: ",2,"['أ- علم الاجتماع', 'ب- علم الاقتصاد', 'ج- العلاقات الدولیة']",ج,[0.01741538 0.39807284 0.58451176]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: من المؤكد أن النظرة إلى مفھوم حقوق الإنسان تختلف باختلاف:
أ- الخبرة السیاسیة
ب- الخبرة الاقتصادیة
ج- الخبرة الاجتماعیة

إجابة: ",0,"['أ- الخبرة السیاسیة', 'ب- الخبرة الاقتصادیة', 'ج- الخبرة الاجتماعیة']",ج,[0.00589714 0.19836785 0.795735  ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: من أھم الحقوق التي تتطلب تدخل الدولة حتى یمكن كفالة التمتع بھا:
أ- الحقوق المدنیة
ب- الحقوق الاقتصادیة والاجتماعیة
ج- الحقوق السیاسیة

إجابة: ",1,"['أ- الحقوق المدنیة', 'ب- الحقوق الاقتصادیة والاجتماعیة', 'ج- الحقوق السیاسیة']",ب,[0.09526724 0.565817   0.33891582]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: الحقوق الحدیثة للانسان ھي فئة الحقوق التي اقتضتھا ضرورات الحیاة المعاصرة نتیجة:
أ- استقلال الشعوب
ب- تغیر المناخ
ج- التقدم العلمي

إجابة: ",2,"['أ- استقلال الشعوب', 'ب- تغیر المناخ', 'ج- التقدم العلمي']",ج,[0.04897279 0.22316058 0.7278666 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: من أھم فروع القانون التي اھتمت بدراسة حقوق الإنسان:
أ- القانون الدولي
ب- القانون الخاص
ج- القانون الجنائي

إجابة: ",0,"['أ- القانون الدولي', 'ب- القانون الخاص', 'ج- القانون الجنائي']",ب,[0.10193481 0.5791988  0.31886646]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: من الملاحظ ان أراء المؤیدین للربط بین السیاسة الخارجیة وحقوق الإنسان تتطابق مع اراء المؤیدین:
أ- لعالمیة حقوق الإنسان
ب- لخصوصیة حقوق الإنسان
ج- لوطنیة حقوق الإنسان

إجابة: ",0,"['أ- لعالمیة حقوق الإنسان', 'ب- لخصوصیة حقوق الإنسان', 'ج- لوطنیة حقوق الإنسان']",ج,[0.00996424 0.07655211 0.9134836 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: لم ینشط للمجتمع الدولي أو یتحرك لحمایة حقوق الإنسان منذ الحرب العالمیة الأولى إلا في عدد محدود نسبیا ً من المجالات مثل:
أ- حمایة حقوق الأقلیات
ب- حمایة حقوق الطفل
ج- حمایة حقوق المرأة

إجابة: ",0,"['أ- حمایة حقوق الأقلیات', 'ب- حمایة حقوق الطفل', 'ج- حمایة حقوق المرأة']",ج,[0.03562152 0.15763949 0.80673903]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: كان لعصبة الأمم دورا ً مھما ً في حمایة حقوق الإنسان في فترة ما بعد:
أ- الحرب الباردة
ب- الحرب العالمیة الأولى
ج- الحرب العالمیة الثانیة

إجابة: ",2,"['أ- الحرب الباردة', 'ب- الحرب العالمیة الأولى', 'ج- الحرب العالمیة الثانیة']",ج,[0.0236535  0.40378636 0.57256013]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: تنقسم المعاییر والضمانات الدولیة لحمایة حقوق الإنسان إلى مواثیق عالمیة، إقلیمیة، و:....
أ- داخلیة
ب- خارجیة
ج- - وطنیة

إجابة: ",2,"['أ- داخلیة', 'ب- خارجیة', 'ج- - وطنیة']",ب,[0.0269149  0.7623795  0.21070561]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: المیثاق الأوروبي العام لحقوق الأنسان یعتبر مثالاً على المواثیق:
أ- الإقلیمیة
ب- العالمیة
ج- الوطنیة

إجابة: ",0,"['أ- الإقلیمیة', 'ب- العالمیة', 'ج- الوطنیة']",ج,[0.10606778 0.32617632 0.56775594]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: المؤتمر العالمي لحقوق الإنسان عقد في فینا عام:
أ- 1992
ب- 1993
ج- 1994

إجابة: ",1,"['أ- 1992', 'ب- 1993', 'ج- 1994']",ج,[0.04926157 0.422938   0.52780044]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: مع قیام الأمم المتحدة عقب الحرب العالمیة الثانیة تزایدت حركة:
أ- التطھیر العرقي
ب- حمایة حقوق اللاجئین
ج- تصفیة الاستعمار

إجابة: ",2,"['أ- التطھیر العرقي', 'ب- حمایة حقوق اللاجئین', 'ج- تصفیة الاستعمار']",ج,[0.04039135 0.2371128  0.7224959 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: من أھم أسباب اثارة قضیة حقوق الإنسان بین حق التدخل وحقوق السیادة ھي:
أ- تغیر میزان القوى داخل الأمم المتحدة
ب- تورط الدول في انتھاكات حقوق الإنسان
ج- الخلط بین مفھوم عالمیة حقوق الإنسان والمفاھیم الأخرى

إجابة: ",0,"['أ- تغیر میزان القوى داخل الأمم المتحدة', 'ب- تورط الدول في انتھاكات حقوق الإنسان', 'ج- الخلط بین مفھوم عالمیة حقوق الإنسان والمفاھیم الأخرى']",ج,[0.08898992 0.13587032 0.7751398 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: اھتم كوفي عنان بموضوع حق التدخل ومشروعیتھ وطرحھ للنقاش منذ عام:
أ- 1998
ب- 1999
ج- 2000

إجابة: ",1,"['أ- 1998', 'ب- 1999', 'ج- 2000']",ج,[0.04355893 0.3402029  0.61623824]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ان من یرى انھ لا ینبغي ادراج حقوق الإنسان في السیاسة الخارجیة للدول ھم انصار:
أ- المدرسة الواقعیة
ب- المدرسة المثالیة
ج- المدرسة النفعیة

إجابة: ",0,"['أ- المدرسة الواقعیة', 'ب- المدرسة المثالیة', 'ج- المدرسة النفعیة']",ج,[0.00962163 0.12743458 0.8629438 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﻣن أﻧﺻﺎر ﻣدرﺳﺔ اﻟﻘﺎﻧون اﻟطﺑﯾﻌﻲ ﻛﻣﺻدر ﻟﺣﻘوق اﻹﻧﺳﺎن:
أ- ھوﺑز
ب- ﻣﯾﻛﺎﻓﯾﻠﻲ
ج- ارﺳطو

إجابة: ",0,"['أ- ھوﺑز', 'ب- ﻣﯾﻛﺎﻓﯾﻠﻲ', 'ج- ارﺳطو']",ج,[0.1125678  0.25285307 0.6345792 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: إن اﺳﮭﺎﻣﺎت اﻟﻔﻛر اﻟﺳﯾﺎﺳﻲ ﻓﻲ ﺻﯾﺎﻏﺔ ﺣﻘوق اﻹﻧﺳﺎن ﺗﺗﻣﺛل ﻓﻲ ﻣدرﺳﺔ اﻟﻘﺎﻧون اﻟطﺑﯾﻌﻲ و ﻣدرﺳﺔ القانون الوصفي و .......:
أ- اﻟﻣدرﺳﺔ اﻟواﻗﻌﯾﺔ
ب- اﻟﻣدرﺳﺔ اﻟﻧﻔﻌﯾﺔ
ج- اﻟﻣدرﺳﺔ اﻟﻣﺛﺎﻟﯾﺔ

إجابة: ",1,"['أ- اﻟﻣدرﺳﺔ اﻟواﻗﻌﯾﺔ', 'ب- اﻟﻣدرﺳﺔ اﻟﻧﻔﻌﯾﺔ', 'ج- اﻟﻣدرﺳﺔ اﻟﻣﺛﺎﻟﯾﺔ']",ج,[0.25207487 0.19589978 0.5520253 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: اﻹﻋﻼن اﻟﻌﺎﻟﻣﻲ ﻟﺣﻘوق اﻹﻧﺳﺎن اﻋﺗﻣد ﺑﺷﻛل ﻛﺑﯾر ﻋﻠﻰ آراء:
أ- روﺳو
ب- ﻟوك
ج- ھوﺑز

إجابة: ",0,"['أ- روﺳو', 'ب- ﻟوك', 'ج- ھوﺑز']",ج,[0.11915062 0.40899694 0.47185245]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ھﻧﺎك ﺑﻌض اﻟﺣﻘوق اﻹﻧﺳﺎﻧﯾﺔ اﻟﻠﺻﯾﻘﺔ ﺑﺷﺧﺻﯾﺔ اﻹﻧﺳﺎن ذاﺗﮫ ﻣﺛل :
أ- ﺣﻖ اﻟﺗﻌﺑﯾر ﻋن اﻟرأي
ب- ﺣﻖ اﻟﺗﻣﻠك
ج- اﻟﺣﻖ ﻓﻲ اﻟﺣﯾﺎة

إجابة: ",2,"['أ- ﺣﻖ اﻟﺗﻌﺑﯾر ﻋن اﻟرأي', 'ب- ﺣﻖ اﻟﺗﻣﻠك', 'ج- اﻟﺣﻖ ﻓﻲ اﻟﺣﯾﺎة']",ج,[0.11674283 0.1690558  0.7142014 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﯾﻣﻛن اﻟﻘول إن ﺣﻘوق اﻹﻧﺳﺎن ھﻲ ﺣﻘوق ﻋﺎﻟﻣﯾﮫ ذات ﺧﺻوﺻﯾﮫ:
أ- ﺣﺿﺎرﯾﺔ
ب- وطﻧﯾﺔ
ج- إﻧﺳﺎﻧﯾﺔ

إجابة: ",0,"['أ- ﺣﺿﺎرﯾﺔ', 'ب- وطﻧﯾﺔ', 'ج- إﻧﺳﺎﻧﯾﺔ']",ج,[0.32689255 0.33303836 0.34006912]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ھﻧﺎك اﺗﻔﺎقإن ﺣﻘوق اﻻﻧﺳﺎن ھﻲ ﺣﻘوق ﻣﺗﻛﺎﻣﻠﺔ وﻏﯾر ﻗﺎﺑﻠﺔ :
أ- ﻟﻠﺗﻧﺎزل
ب- ﻟﻼﻧﻘﺳﺎم
ج- ﻟﻠﺗﻘﺎدم

إجابة: ",1,"['أ- ﻟﻠﺗﻧﺎزل', 'ب- ﻟﻼﻧﻘﺳﺎم', 'ج- ﻟﻠﺗﻘﺎدم']",ج,[0.1945936  0.17629613 0.6291103 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: "" إن اﻟﺟﻣﺎﻋﮫ اﻟﺗﻲ ﯾﻌﯾش اﻟﻔرد ﻓﯾﮭﺎ وﯾﺗﻔﺎﻋل ﻣﻊ أﻋﺿﺎﺋﮭﺎ ھﻲ أﺻل اﻟﺣﻘوق اﻟﺗﻲ ﯾﺗﻣﺗﻊ ﺑﮭﺎ"" ﻣن أﻗوال
أ- اﻟﻣدرﺳﺔ اﻟﻧﻔﻌﯾﺔ
ب- ﻣدرﺳﺔ اﻟﻘﺎﻧون اﻟطﺑﯾﻌﻲ
ج- اﻟﻣدرﺳﺔ اﻟوﺿﻌﯾﺔ

إجابة: ",0,"['أ- اﻟﻣدرﺳﺔ اﻟﻧﻔﻌﯾﺔ', 'ب- ﻣدرﺳﺔ اﻟﻘﺎﻧون اﻟطﺑﯾﻌﻲ', 'ج- اﻟﻣدرﺳﺔ اﻟوﺿﻌﯾﺔ']",ج,[0.23064634 0.13463056 0.6347231 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: اﺳﺗﺄﺛرت ﻗﺿﺎﯾﺎ ﺣﻘوق اﻹﻧﺳﺎن ﺑﺎھﺗﻣﺎم اﻟﻣﺟﺗﻣﻊ اﻟدوﻟﻲ ﺧﺎﺻﺔ ﻓﻲ ﻣطﻠﻊ:
أ- اﻟﺳﺑﻌﯾﻧﯾﺎت
ب- اﻟﺛﻣﺎﻧﯾﺎت
ج- اﻟﺗﺳﻌﯾﻧﯾﺎت

إجابة: ",2,"['أ- اﻟﺳﺑﻌﯾﻧﯾﺎت', 'ب- اﻟﺛﻣﺎﻧﯾﺎت', 'ج- اﻟﺗﺳﻌﯾﻧﯾﺎت']",ج,[0.18674494 0.20907441 0.60418063]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ......... ھﻲ ﻣﺑﺎدئ ﻓﻲ ﺷﻛل ﺻﯾﻎ ﺗﻌﺑر ﻋن ﺣﺎﺟﺎت ﺑﺷرﯾﺔ ﺗدور ﺣول اﻟﻛراﻣﺔ اﻹﻧﺳﺎﻧﯾﺔ:
أ- ﺣﻘوق اﻟطﻔل
ب- ﺣﻘوق اﻟﻣرأة
ج- ﺣﻘوق اﻹﻧﺳﺎن

إجابة: ",2,"['أ- ﺣﻘوق اﻟطﻔل', 'ب- ﺣﻘوق اﻟﻣرأة', 'ج- ﺣﻘوق اﻹﻧﺳﺎن']",ج,[0.2258312  0.23912838 0.53504044]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: أول ﺗﻌرﯾف دوﻟﻲ ﻟﺣﻘوق اﻹﻧﺳﺎن ھو اﻹﻋﻼن اﻟﻌﺎﻟﻣﻲ ﻟﺣﻘوق اﻹﻧﺳﺎن واﻟذي ﺻدر ﻋن:
أ- اﻷﻣم اﻟﻣﺗﺣدة
ب- ﻋﺻﺑﺔ اﻷﻣم
ج- ﺟﺎﻣﻌﺔ اﻟدول اﻟﻌرﺑﯾﺔ

إجابة: ",0,"['أ- اﻷﻣم اﻟﻣﺗﺣدة', 'ب- ﻋﺻﺑﺔ اﻷﻣم', 'ج- ﺟﺎﻣﻌﺔ اﻟدول اﻟﻌرﺑﯾﺔ']",ج,[0.4331218  0.11270366 0.45417452]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﯾﻣﻛن اﻋﺗﺑﺎر اﻟﻘواﻋد اﻷﺳﺎﺳﯾﺔ ﻟﺣﻘوق اﻹﻧﺳﺎن ﺿﻣﺎﻧﺎت:
أ- وطﻧﯾﺔ
ب- دوﻟﯾﺔ
ج- إﻗﻠﯾﻣﯾﺔ

إجابة: ",1,"['أ- وطﻧﯾﺔ', 'ب- دوﻟﯾﺔ', 'ج- إﻗﻠﯾﻣﯾﺔ']",ج,[0.14705883 0.407035   0.44590616]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﻣن أھم اﻟﺣﻘوق اﻟﺗﻲﺗﺗطﻠب ﺗدﺧل اﻟدوﻟﺔ ﺣﺗﻰ ﯾﻣﻛن ﻛﻔﺎﻟﺔ اﻟﺗﻣﺗﻊ ﺑﮭﺎ :
أ- اﻟﺣﻘوق اﻟﻣدﻧﯾﺔ
ب- اﻟﺣﻘوق اﻻﻗﺗﺻﺎدﯾﺔ واﻻﺟﺗﻣﺎﻋﯾﺔ
ج- اﻟﺣﻘوق اﻟﺳﯾﺎﺳﯾﺔ

إجابة: ",1,"['أ- اﻟﺣﻘوق اﻟﻣدﻧﯾﺔ', 'ب- اﻟﺣﻘوق اﻻﻗﺗﺻﺎدﯾﺔ واﻻﺟﺗﻣﺎﻋﯾﺔ', 'ج- اﻟﺣﻘوق اﻟﺳﯾﺎﺳﯾﺔ']",ج,[0.2586097  0.17176135 0.56962895]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﻣن أھم ﻓروع اﻟﻘﺎﻧوناﻟﺗﻲ اھﺗﻣت ﺑدراﺳﺔ ﺣﻘوق اﻹﻧﺳﺎن:
أ- اﻟﻘﺎﻧون اﻟدوﻟﻲ
ب- اﻟﻘﺎﻧون اﻟﺧﺎص
ج- اﻟﻘﺎﻧون اﻟﺟﻧﺎﺋﻲ

إجابة: ",0,"['أ- اﻟﻘﺎﻧون اﻟدوﻟﻲ', 'ب- اﻟﻘﺎﻧون اﻟﺧﺎص', 'ج- اﻟﻘﺎﻧون اﻟﺟﻧﺎﺋﻲ']",ج,[0.14146875 0.23869586 0.6198354 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﻣن اﻟﻣﻼﺣظ ان أراء اﻟﻣؤﯾدﯾن ﻟﻠرﺑط ﺑﯾن اﻟﺳﯾﺎﺳﺔ اﻟﺧﺎرﺟﯾﺔ وﺣﻘوق اﻹﻧﺳﺎن ﺗﺗطﺎﺑﻖ ﻣﻊ اراء اﻟﻣؤﯾدﯾن:
أ- ﻟﻌﺎﻟﻣﯾﺔ ﺣﻘوق اﻹﻧﺳﺎن
ب- ﻟﺧﺻوﺻﯾﺔ ﺣﻘوق اﻹﻧﺳﺎن
ج- ﻟوطﻧﯾﺔ ﺣﻘوق اﻹﻧﺳﺎن

إجابة: ",0,"['أ- ﻟﻌﺎﻟﻣﯾﺔ ﺣﻘوق اﻹﻧﺳﺎن', 'ب- ﻟﺧﺻوﺻﯾﺔ ﺣﻘوق اﻹﻧﺳﺎن', 'ج- ﻟوطﻧﯾﺔ ﺣﻘوق اﻹﻧﺳﺎن']",ج,[0.18212591 0.1624281  0.65544605]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﻟم ﯾﻧﺷط ﻟﻠﻣﺟﺗﻣﻊ اﻟدوﻟﻲ أوﯾﺗﺣرك ﻟﺣﻣﺎﯾﺔ ﺣﻘوق اﻹﻧﺳﺎن ﻣﻧذ اﻟﺣرب اﻟﻌﺎﻟﻣﯾﺔ اﻷوﻟﻰ إﻻ ﻓﻲ ﻋدد ﻣﺣدود
أ- ﺣﻣﺎﯾﺔ ﺣﻘوق اﻷﻗﻠﯾﺎت
ب- ﺣﻣﺎﯾﺔ ﺣﻘوق اﻟطﻔل
ج- ﺣﻣﺎﯾﺔ ﺣﻘوق اﻟﻣرأة

إجابة: ",0,"['أ- ﺣﻣﺎﯾﺔ ﺣﻘوق اﻷﻗﻠﯾﺎت', 'ب- ﺣﻣﺎﯾﺔ ﺣﻘوق اﻟطﻔل', 'ج- ﺣﻣﺎﯾﺔ ﺣﻘوق اﻟﻣرأة']",ج,[0.17576921 0.24781121 0.5764196 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﺗﻧﻘﺳم اﻟﻣﻌﺎﯾﯾر واﻟﺿﻣﺎﻧﺎت اﻟدوﻟﯾﺔ ﻟﺣﻣﺎﯾﺔ ﺣﻘوق اﻹﻧﺳﺎن إﻟﻰ ﻣواﺛﯾﻖ ﻋﺎﻟﻣﯾﺔ، إﻗﻠﯾﻣﯾﺔ، و....:
أ- داﺧﻠﯾﺔ
ب- ﺧﺎرﺟﯾﺔ
ج- وطﻧﯾﺔ

إجابة: ",2,"['أ- داﺧﻠﯾﺔ', 'ب- ﺧﺎرﺟﯾﺔ', 'ج- وطﻧﯾﺔ']",ب,[0.24562652 0.40844765 0.34592575]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: اﻟﻣﯾﺛﺎق اﻷوروﺑﻲ اﻟﻌﺎم ﻟﺣﻘوق اﻷﻧﺳﺎن ﯾﻌﺗﺑر ﻣﺛﺎﻻً ﻋﻠﻰ اﻟﻣواﺛﯾﻖ :
أ- اﻹﻗﻠﯾﻣﯾﺔ
ب- اﻟﻌﺎﻟﻣﯾﺔ
ج- اﻟوطﻧﯾﺔ

إجابة: ",0,"['أ- اﻹﻗﻠﯾﻣﯾﺔ', 'ب- اﻟﻌﺎﻟﻣﯾﺔ', 'ج- اﻟوطﻧﯾﺔ']",ج,[0.27998847 0.17142013 0.54859143]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: اﻟﻣؤﺗﻣر اﻟﻌﺎﻟﻣﻲﻟﺣﻘوق اﻹﻧﺳﺎن ﻋﻘد ﻓﻲ ﻓﯾﻧﺎ ﻋﺎم :
أ- 1992
ب- 1993
ج- 1994

إجابة: ",1,"['أ- 1992', 'ب- 1993', 'ج- 1994']",ج,[0.07393377 0.20325749 0.7228087 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﻣﻊ ﻗﯾﺎم اﻷﻣماﻟﻣﺗﺣدة ﻋﻘب اﻟﺣرب اﻟﻌﺎﻟﻣﯾﺔ اﻟﺛﺎﻧﯾﺔ ﺗزاﯾدت ﺣرﻛﺔ :
أ- اﻟﺗطﮭﯾر اﻟﻌرﻗﻲ
ب- ﺣﻣﺎﯾﺔ ﺣﻘوق اﻟﻼﺟﺋﯾن
ج- ﺗﺻﻔﯾﺔ اﻻﺳﺗﻌﻣﺎر

إجابة: ",2,"['أ- اﻟﺗطﮭﯾر اﻟﻌرﻗﻲ', 'ب- ﺣﻣﺎﯾﺔ ﺣﻘوق اﻟﻼﺟﺋﯾن', 'ج- ﺗﺻﻔﯾﺔ اﻻﺳﺗﻌﻣﺎر']",ج,[0.28561074 0.1966969  0.5176924 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: اھﺗم ﻛوﻓﻲ ﻋﻧﺎن ﺑﻣوﺿوع ﺣﻖ اﻟﺗدﺧل وﻣﺷروﻋﯾﺗﮫ وطرﺣﮫ ﻟﻠﻧﻘﺎش ﻣﻧذ ﻋﺎم:
أ- 1998
ب- 1999
ج- 2000

إجابة: ",1,"['أ- 1998', 'ب- 1999', 'ج- 2000']",ج,[0.11859272 0.37040737 0.5109999 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﺑﻌد اﻟﺣرب اﻟﻌﺎﻟﻣﯾﺔ اﻷوﻟﻰ، ﻟﻌﺑت ﻋﺻﺑﺔ اﻷﻣم دوراً اﯾﺟﺎﺑﯾﺎً ﻓﻲ ﻣواﺟﮭﺔ اﻟﺣﻛوﻣﺎت اﻟﺗﻲ اﻧﺗﮭﻛت ﺣﻘوق
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",1,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.16373448 0.8362655 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﯾوﺟد ﻓﻘطﻧوﻋﯾن ﻣن اﻟﻣﻌﺎﯾﯾر واﻟﺿﻣﺎﻧﺎت اﻟدوﻟﯾﺔ ﻟﺣﻣﺎﯾﺔ ﺣﻘوق اﻹﻧﺳﺎن :
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",1,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.20977795 0.790222  ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: أنﻣن أھم ﺣﺟﺞ اﻟﻣﺗﺣﻔظﯾن ﻋﻠﻰ إطﻼق ﺻﻔﺔ اﻟﻌﻣوﻣﯾﺔ ﻟﺣﻘوق اﻹﻧﺳﺎن أن اﻟدول اﻟﻐرﺑﯾﺔ ﻛﺎن ﻟﮭﺎ اﻟدور
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",0,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.13877597 0.86122406]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﻋﻧدﻣﺎ ﻗﺎم اﻟﻧظﺎم اﻟﻌﺎﻟﻣﻲ ﻣﻣﺛﻼ ﻓﻲ اﻷﻣم اﻟﻣﺗﺣدة أﻛد ﻋﻠﻰ ﻋدم ﺟواز اﻟﺗدﺧل ﻓﻲ اﻟﺷﺋون اﻟداﺧﻠﯾﺔ ﻟﻠدول
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",0,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.1958167 0.8041833]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: أن وﻗوع اﻷزﻣﺎت اﻟداﺧﻠﯾﺔ ﻓﻲ اﻟﻌدﯾد ﻣن اﻟدول ﯾﻌﺗﺑر ﻣن أھم اﻷﺳﺑﺎب اﻟﺗﻲ أﺛرت ﺑﺎﻟﺳﻠب ﻋﻠﻰ ﻣﻔﮭوم
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",1,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.18358861 0.8164114 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﯾﻌﺗﺑر ﺑطرس ﻏﺎﻟﻲ أول ﻣن أﻛد ﻋﻠﻰ أن ﺣﻘوق اﻹﻧﺳﺎن ﺑﺣﻛم طﺑﯾﻌﺗﮭﺎ ﺗﻠﻐﻲ اﻟﺗﻣﯾز ﺑﯾن اﻟﻧظﺎم اﻟداﺧﻠﻲ
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",0,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.14376597 0.8562341 ]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: أن اﻻرﺗﺑﺎط ﺑﯾن ﺣﻘوق اﻻﻧﺳﺎن واھداف اﻟﺳﯾﺎﺳﺔ اﻟﺧﺎرﺟﯾﺔ ﻟﻠدول ﻗد ﯾﻛون ﺳﻠﺑﯾﺎً ﻓﻲ ﺑﻌض اﻷﺣﯾﺎن
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",0,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.20128083 0.79871917]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: أنأﻧﺻﺎر اﻟﻣدرﺳﺔ اﻟواﻗﻌﯾﺔ ﻻ ﯾداﻓﻌون ﻣطﻠﻘﺎً ﻋن ﺣﻘوق اﻹﻧﺳﺎن :
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",1,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.15667284 0.84332716]
"هذا سؤال  في العلوم السياسية للجامعات في مصر. اختر الإجابة الصحيحة!

سؤال: ﯾوﺟد اﻻن ﻣﺎ ﯾزﯾد ﻋن ﻣﺎﺋﮫ ﺻك ﺑﯾن اﻋﻼن واﺗﻔﺎﻗﯾﺔ ﻟﺣﻘوق اﻻﻧﺳﺎن:
أ- ﺻﺢ
ب- ﺧطﺄ

إجابة: ",0,"['أ- ﺻﺢ', 'ب- ﺧطﺄ']",ب,[0.16491574 0.8350842 ]
