question,option_a,option_b,option_c,option_d,answer
"Thinking: refers to the human brain's reflection of objective and indirect generalizations.Thinking can be divided into (1) action thinking according to the different objects or thinking states in the thinking process, which refers to the thinking supported by actual actions in the thinking process.Its characteristic is that the task is intuitive, given in a specific form, and the solution is the actual action; (2) Image thinking refers to the process of analysis, synthesis, abstraction, and generalization using appearances.The feature is the use of clear, vivid and objective Image; (3) Abstract thinking refers to the process of reflecting the laws of movement of objective things by means of concepts, judgments, reasoning and other forms, and understanding the essential characteristics and internal connections of things.
Which of the following fits the definition of action thinking?
Professor C.Liu likes to illustrate the problem by citing a large number of examples in his article","Holmes found that the killer must have exited from the chimney on the roof by finding no other exit in the house, although the chimney was small","Hong Xiguan ’s son was asked to watch his father practice martial arts every day when he was very young.Gradually, he was able to compare with his father",,Architectural students sometimes need to make a model based on architectural drawings when designing architectural plans.This seems to be more helpful in finding defects in architectural design.,b
"Bionics is a science that mimics the special ability to live things and uses the structure and functional principles of living things to develop machinery or various new technologies.
Which of the following are the results of bionics?",People use some chemical substances to obtain cold light similar to biological light (such as fireflies) for safety lighting.,"Scientific research shows that gorillas have the closest intelligence to humans, and scientists have speculated that gorillas are a branch of the evolution and development of human ancestors.",Alaskan dogs are used for sledging because they are tough and hardworking and have a spirit of unity and cooperation,"A parrot is very clever, it will say ""Welcome"", ""Thank you"", etc., and become a beloved pet in a bar",a
"College students must learn the basics of natural science.If algebra is compulsory or geometry is compulsory, all students will learn mathematics.Some students will learn differential equations, but algebra and triangles are compulsory for all students.
therefore?",All students will learn math,All students will learn algebra,All students will learn differential equations,All students will learn the basics of natural sciences,a
"Murphy's Law: If something is likely to go bad, this possibility will become a reality; its scope of application is very broad, and it reveals a unique social and natural phenomenon.
According to the above definitions, which of the following is the following that does not belong to Murphy's Law?","The weather forecast is rainy, but the umbrellas that can be brought are not useful.",It is difficult to find pairs of socks in drawers that are not placed in pairs,"When you line up to buy tickets, the team next to you always progress faster than the one you lined up",A collapsed floor caused the entire building to collapse during the fire,a
"For doctors, it is much more reliable to diagnose diseases based on physical examination results than medical experience, and doctors may therefore require some patients with mild or non-pathological symptoms to undergo unnecessary medical examinations.However, the number and number of physical examination items also increase.In order to avoid the possibility of misdiagnosis, some indicators abnormal caused by errors in physical examination equipment may cause doctors to make wrong judgments.
Can it be derived from this text?",Medical examinations are gaining more and more attention as a way of health care,Not all diseases can be detected by physical examination,"For patients, the more medical examinations, the better",Doctors' diagnosis based on experience is more scientific than the results of physical examination,c
"Cognitive Intervention: The principle of cognitive intervention is that a person's psychological activity and state are determined by their internal cognitive concepts.The root of an individual's psychological problem is an unreasonable cognitive concept in his mind.Theoretical knowledge to change an individual's unreasonable perception.
Which of the following are not cognitive interventions","Before performing an operation, the medical staff tells the patient that the operation is necessary and safe with correct medical and physiological knowledge, and eliminates the patient's anxiety","The school has a plan to step by step to influence the psychological activities, personality characteristics, or their psychological problems of relevant personnel in the school.","For depression patients, provide another conceptual system that can explain their observations and experiences to replace their original beliefs","Teachers who are eager to improve their theoretical level, provide them with systematic theoretical knowledge based on their actual situation",d
"After the safety inspection of the city's passenger buses this spring, the three traffic policemen A.B, and C have the following conclusions: A: All CMB passenger cars have overload problems.B: All CMB passenger cars have no overload problems.C: There is an overload problem between Ruyi's CMB passenger car and Auspicious Company's CMB passenger car.
If only one of the above three conclusions is wrong, which of the following must be true.
A A.B, C Ruyi's CMB passenger car and Auspicious Company's CMB passenger car do not have an overload problem
Both the Ruyi company's CMB bus and Jixiang's CMB bus have overload problems
D Lucky ’s CMB buses have overload problems, but Ruyi ’s CMB buses do not have overload problems",,,"Ruyi's CMB passenger car has an overload problem, but Auspicious Company's CMB passenger car does not have an overload problem",,b
"In order to communicate successfully, we need to refer to overlapping systems, and the world we see in this way is a compatible world.But we cannot have the same experience with all people, so the exact same reference system is not possible.
The ones that best support the above reasoning are:",Identical reference systems must be compatible,Identical reference systems must rely on the same experience,Different experiences create an incompatible world,Successful communication is impossible,b
"Reflex refers to the regular response of the animal or human body to changes in the internal and external environment with the participation of the central nervous system.
Which of the following are not reflective?",Human hand retracts immediately when it touches a burning candle,Reach out and touch the leaves of Mimosa.,"Pavlov's experiments on dogs, the dog secretes saliva when rattles, even if no food is provided","The cat chased after seeing the mouse, although not hungry",b
"Legal liability refers to the special obligation to compensate for damages, enforce performance or accept punishment caused by specific legal facts, that is, secondary obligations due to violation of primary obligations.
According to the above definitions, Which of the following are the ones that cause legal liability:",Chen reported to a TV station that revealed a company's false report.The TV station did not report,"After being reminded by the bus conductor, Lee still did not give up the seat to the disabled Wang, but Wang was crushed","Sun Mou and Xiao Mou fell in love, and later broke up because of emotional disagreement, Xiao Mou was extremely distressed and suffered from depression","A company requires workers to work at least 16 hours a day, and overtime costs 5 yuan per hour",d
"In 008, a survey conducted by a ""urban survey team"" in China showed that among married young couples born in the ""80s"", the proportion of people living with their parents or parents-in-law accounted for more than 55% of the population of that age; Compared with married couples in the ""70s"", this proportion has increased by 22%.From this perspective, married couples in the ""80s"" are more difficult to bear the pressure of independent living.
Which of the following assumptions is most likely based on the above conclusions?","Young couples from the ""80s"" prefer to live in a two-person world","Some post-80s young couples do not want their parents to take care of their children, so they are not willing to live with both parents","As long as the ""post-80s"" young couples can live independently, they will not choose to live with both parents","Some ""post-80s"" young couples do not want children due to work pressure",c
"Human beings have been fighting diseases since the day of their birth.Among the various diseases that are most likely to cause panic are large-scale infectious diseases.In just a few years, people have fully realized the threat of major epidemics.Especially this time A The H1N1 influenza epidemic has spread rapidly and has a wide range.It is surprising.This must arouse people's vigilance, so it is said that there is no end to the struggle between humans and infectious diseases.
Which of the following, if true, does not support the above conclusion?","Most new infectious diseases are caused by viral infections, antibiotics are basically ineffective with new infectious diseases",Viruses are becoming more covert,Viruses mutate for survival,Human beings can win the sky.Many catastrophic diseases in history have been defeated by humans.,d
"Civil single-method legal act: It refers to a legal action that can be established according to the expression of the intention of a civil subject.
According to the above definition, which of the following is single-method laws?","According to Citizen John's imitation at a university in China, renting 406 rooms of the university's academic center for a period of three months","Wang Yi deposited 4,500 yuan in cash on the automatic deposit machine","Wang Er found out that the shampoo was used up.After paying at the vending counter in the supermarket downstairs, he took a bottle of shampoo.","After Zhang moved, he abandoned a set of old sofas and a 40% new washing machine and discarded them in the garbage collection and recycling department of the community.",d
"The proximate cause is that the insurer assumes insurance liability for the loss caused by the insured accident as the direct and closest cause, and is not responsible for the loss caused by the cause outside the insurance scope.According to this principle, the liability and It does not depend on the proximity in time or space, but on whether the risk accident leading to the loss of the subject-matter insured is within the scope of coverage.If there are multiple reasons for the loss of insurance, the most direct and effective is the determining factor, And the reason for the unavoidable accident is the proximate cause.
According to the above definition, Which of the following reasons are not proximate:
B, Wang's insurance vehicle suffered from heavy rain soaking into the cylinder, and the engine was damaged when he forced to start the vehicle.The reason for the damage was heavy rain.
C, the storm call pole collapsed, the short circuit caused the spark to ignite the warehouse, the goods in stock were burned out, the loss principle was the storm
D, the water entering the ship, the leather contained in the water is rotten, and the rotting stench causes the tobacco in the warehouse to deteriorate.","Zhang accidentally fell while hunting at night, and died of pneumonia caused by a cold while waiting for rescue.The cause of his death was a fall.",,,,a
"There are four people, they are thieves, robbers, judges, police.The first said: ""The second is not a thief."" The second said: ""The third is the police."" The third said: ""The fourth The individual is not a judge.""The fourth said,"" I am not a policeman, and only the policeman except me speaks the truth.""
If the fourth person is telling the truth, then the following is true:",The first person is the police and the second is a thief,The first is a thief and the fourth is a judge,The third person is the police and the fourth person is the judge,The second person is a robber and the third person is a thief,d
"Computer programmers who work on the computer screen for a long time are susceptible to myopia.In order to help these people prevent and relieve myopia, the company has issued brochures for employees to teach you some ways to prevent and treat myopia.
If one of the following is true, the effect of the above publicity can be questioned most:",People who do not often work with computers may also suffer from myopia,Methods for preventing and treating myopia vary from person to person,Ophthalmologist guidance for the prevention and treatment of myopia,Myopia is difficult to self-prevent and treat,d
"Shareholder derivative action refers to when the company's directors, supervisors, senior management personnel or others violate laws, administrative regulations or the company's articles of association, and the company's interests are harmed, and the company refuses or fails to pursue its responsibilities, the shareholders who meet the legal conditions are: The company's interests filed a lawsuit against the infringer in its own name, asking the offender to compensate the company for its loss.
According to the above definitions, Which of the following are shareholder derivative actions:","Li, the secretary of the board of a listed company, violated the company's articles of association when he performed the duties of the company, causing losses to the company.Wang is a shareholder who holds 10% of the shares for one year in a row.Wang can sue Li in the name of the company","Liu is the chairman and general manager of Company A.During his tenure, he repeatedly used his position to instruct the company's accountant to lend funds to a company B that was mainly established by Liu's son.The 3% shareholder of the company, Wang, believes that Company A should sue Company B for repayment, but Company A is unlikely to sue.Wang will sue Company B in his own name, asking Company B to return the loan to Company A.","Huang is a director of Company A.Since 2012, during his tenure, Huang has applied for the establishment of Company B, which has the same business scope as Company A.Huang uses Company A's business channels and technical information.Engaging in similar business activities with the company, causing a loss of about 700,000 yuan for company A.Company A then sued and asked Huang to stop illegal business activities, return the illegal business income, and compensate for the losses.","Zhong, the general manager of a joint-stock limited company, violated the company's articles of association and loaned the company's funds to his wife's brother for free without the consent of the shareholders' meeting, which caused the company a loss of profits.In this regard, the company's supervisory board has the right to sue and request to Investigate Zhong's legal liability",b
"All international students from Australia live in the East International Student Dormitory.All students living in the East International Student Dormitory must participate in this year's international exchange meeting; some international students from Australia joined the Chinese Club; some civil engineering students also joined Chinese Club; all civil engineering students did not participate in this year's international exchange meeting.
Which of the following conclusions cannot be derived from this?",All Australian students participated in this year's international exchange meeting,None of the students majoring in civil engineering lives in the East International Student Dormitory,Some Australian students study civil engineering,Some Chinese club members did not participate in this year's international exchange meeting,c
"An economist said that the market economy is an open economy, and China's unwavering struggle for WTO accession is fundamentally an inevitable choice caused by domestic market-oriented reforms.The solution to many problems in China depends on external forces.From a deeper and broader perspective, the WTO is the last important international organization to which China has joined, this is the last major diplomatic action of China's independence in the forests of the nations of the world, and it is also a significant sign and strong signal of its full return to the international stage.It has been pointed out that the political significance of WTO accession is greater than the economic significance.
Based on the above, it cannot be concluded that:","After joining the WTO, China has fully returned to the international stage","After joining the WTO, China has joined all major international organizations",China's political development will be faster than economic development after joining the WTO,"Without China's domestic market-oriented reforms, it will be difficult to achieve the results of WTO accession",c
"As a result of human cognition, knowledge is a very extended concept.It generally includes 4 levels or aspects, that is, common sense, generalization of experience, scientific knowledge, and philosophical knowledge.The so-called common sense mainly includes aphorisms, proverbs and other commonly known knowledge It is often not an understanding of the nature and laws of things, and scientific knowledge is a theoretical system that is logical and systematic.
therefore?",Scientific knowledge is truth and beyond doubt,"Compared with scientific knowledge, common sense has a lot of scrutiny, that is, it contains many errors",Common sense is not credible,Scientific knowledge contains common sense,b
"The annual output of world food slightly exceeds the demand for food and can provide the minimum food required by the world's population.The kind of prediction that insufficient food production will inevitably lead to world food famine is all alarmist.Rather than famine caused by food production, Rather, it is caused by unfair distribution.
which is the situation envisaged by the author in the above discussion?","In the future, world food demand will be smaller than current food demand",A good distribution system is also difficult to prevent the emergence of world food famine,World food production will continue to increase and can meet food needs,World food supply is in short supply,c
"Database: It is a collection of related data organized according to a certain structure and rules.It is a data collection formed by integrating user data.It is a warehouse for storing data.Network: Communication equipment and lines will be in different places and locations A number of relatively independent computers are connected, and certain systems and application software are configured to implement software and hardware resource sharing and information transfer systems between the original independent computers.Network database: based on the background database, plus certain Front-end program, a system that completes data storage, query, and other operations through a browser.
According to the above definition, Which of the following systems are not part of the network database ().",Online video conferencing system of the company headquarters and its subsidiaries,Online banking system capable of realizing online transaction functions,Email systems used by mainstream websites at this stage,Wanfang electronic journal library widely used in universities and research institutes,a
"A company commander taught his soldiers: ""War is always about winning heroes in defeat.In cruel wars, you are either a winner or a loser; in the eyes of ordinary people, you are either a brave or a coward.Because all the winners are brave in the eyes of ordinary people, so every loser is the weak in the eyes of ordinary people.""
Which of the following assumptions is based on the above discussion? ()","In the eyes of ordinary people, the brave on the battlefield will win",People have the accurate judgment to distinguish between courage and cowardice,The brave in the eyes of ordinary people is not necessarily the true brave,"On the battlefield, victory or defeat is not the only criterion that distinguishes bravery from cowardice",a
"Reporters who go out for interviews can buy tickets first.""
Which of the following reasoning is correct.",Journalists who are not out for interviews cannot buy tickets first,Priority is paid to journalists who go out for interviews,"He buys tickets first, so he is a reporter who goes out for interviews","He is a reporter who goes out for interviews, so he can buy tickets first",d
"The term ""phoenix man"" refers to a man who was born in a rural country and has a poor family.After studying hard, he eventually became a famous man in the city.
According to the above definitions, Which of the following belong to ""Phoenix Men"":","From the mountain area of Gannan, after graduation, he went home and started a pig farm.",Born from a poor family in a certain village and stayed on to teach after graduating from university.Published several high-quality papers in famous international journals.,"Born from a poor family in a village, after graduation from high school, he was introduced by a relative into a trading company and has now become the vice chairman of C","Born in poverty-stricken families in counties and towns, self-taught, and then started a business to be the boss of the company.",b
"Students in key middle schools generally perform better than those in non-key middle schools.Li Ming was first in their class at university, so he attended high school in key high schools.
Which of the following reasoning methods is most similar to the above sentence?","If you work hard, you can usually get good results.Lao Li has been laid off recently, so he has not worked hard","Psychological education in childhood is very important.Xiao Liao is the person with the best psychological quality in the company, so he must have received good psychological education in childhood.","If you master a certain learning method, you can get good grades.Xiao Li's grades are excellent, so he will learn very well","Southerners are generally whiter than northerners, Xiaoyan is the whitest in their dormitory, so she must be a southerner",d
"72 Structural unemployment: refers to the inconsistency between the supply structure and the demand structure of the labor force in terms of skills, experience, type of work, knowledge, age, gender, subjective will, and region due to changes in economic structure, system, and growth patterns Caused unemployment.
According to the above definitions, Which of the following are not structural unemployment cases:","The products of an electronics factory have been forced to change production due to long-term unsaleability, and the employee Xiao Zhang has made a living because he does not have a suitable job.","Farmer Wang enters the city to work in the countryside, but cannot find a job","Xiao Zhao graduated from university last year and was determined to stay and work in a big city, but he couldn't do it well, and continued to study and prepare to apply for a master's degree.",Xiaoli has worked in a company for two years and feels that there is no room for further development.He quit his job this year and plans to find another job.,d
"79.Social psychology: People's general feelings and understandings of social phenomena are a reflection of the primary intuition of social life and a form of social consciousness.They are expressed in people's general living emotions, attitudes, speeches and habits.in.
According to the above definitions, Which of the following are psychosocial:","After the completion of the first-phase propaganda work, people generally realized that only when everyone abides by the law and discipline can we ensure social harmony and stability.","In the eyes of many Europeans and Americans, China is still the Qing Dynasty","After listening to a few friends who worked in the administrative organs, Wang felt that the work of the government department was simply too free","Seeing pregnant women getting on the bus, five or six young people stood up at the same time to give up their seats",c
"The function of the government is to meet the real needs of the masses.Unless the government knows what those needs are, the government cannot meet those needs.Free speech ensures that government officials hear such demand information.Therefore, for a healthy country, speech Freedom is essential.
Which of the following, if true, cannot weaken the conclusion of the above argument?","In most cases, people don't know what they really need.","Free speech ultimately tends to undermine social order, and good social order is a prerequisite for meeting the needs of the masses.","The proper function of government is not to meet the needs of the people, but to provide them with equal opportunities.","Free speech is inadequate to meet the needs of the masses, and a good social order is also essential.",d
"A substantive definition, also called a true definition, refers to the definition of the essential or special attributes of an object as reflected in the concept through precise language interpretation.
Based on the above definitions, which of the following is that is not substantive definitions?","""Insurance benefits"" refer to the economic benefits that are legally enjoyed by the insured or the insurer team for the specific interests of the subject-matter insured, and can be estimated by money, and determined","""The right to know the truth"" refers to the right of consumers to know the true situation of the goods they purchase, use or receive.","""Three Represents"" represents the development requirements of advanced productive forces, the fundamental interests of the people, and the direction of advanced culture","""Grey information"" refers to information that is not publicly available, and which may be obtained through some legitimate, specific channels",c
"In an exam, a student was caught cheating, and the teacher told him: if you do n’t want to be caught, do n’t do stupid things,
What does the following sentence mean differently?","If you do stupid things, you need to be prepared to be caught",Avoid getting caught unless you do stupid things,Either get caught or don't do stupid things,People who get caught doing stupid things often have bad luck,d
"National defense is an important factor in a country's overall national strength.The stronger a country's military strength, the less likely it is to be violated by other countries.
From this",A country with a strong national defense force must also have a strong overall national strength.,"To improve the overall national strength, we must attach importance to the building of national defense forces.",Countries with strong military forces like to invade other countries,National defense construction is the main direction of national construction,b
"Empirical decision-making: Decisions made by individual clever warlocks, or by the personal experience, knowledge, and wisdom of decision-makers.
Which of the following are empirical decisions:","There are three main principles in the decision-making of an enterprise: one is to grasp the big and let the small; the other is to divide the work into multiple and implement ""classified management"" and ""hierarchical management"" on the content of the decision;","The investors and founders of a private enterprise often come to the front line to directly grasp the first-hand materials and grasp the overall situation.The premise of decision-making is that ""something that has happened in the past will recur"", which greatly reduces business risks.","An executive always cooperates with professional market research companies, collects information through them, and then makes decisions based on the situation of the enterprise",A production line of an enterprise is broken.The technical staff thinks that production should be stopped and repaired immediately.The boss is worried that the production task will not be fulfilled and he will not be responsible for the breach of contract.He does not agree to stop production.,b
"A leader said at a working meeting: ""We must first have a sense of being close to the people.With the sense of being close to the people, we can consider issues from the perspective of ordinary people, and we can responsibly solve practical problems for ordinary people.Help the masses solve the difficulties in a timely manner, then the relationship between the cadres and the masses is drawn closer.""
From this sentence of leadership, we can deduce:","If there is a sense of ""friendly to the people"", then the relationship between the cadres and the masses will be drawn closer.The result must be that we can help the masses solve the difficulties in a timely manner.","If there is a sense of ""friendly to the people"", then the relationship between the cadre and the masses will be drawn closer.However, the premise is that we can help the people solve the difficulties in a timely manner.","Only with the sense of being ""friendly to the people"" can we consider issues from the perspective of ordinary people and solve practical problems responsibly for the people.As a result, we must have closer relations between cadres and the masses.","If we can responsibly solve practical problems for the common people, we will have a sense of being ""friendly to the people."" However, the premise is that we must pay attention to the relations between cadres and the masses.",b
"The legal liability of a lawyer means that in the practice of a lawyer, due to intentional or gross negligence, violation of the relevant laws and regulations and the lawyer's practice discipline, the legal rights and interests of the client are damaged, the normal judicial procedures are disrupted, and the profession of the lawyer is affected Image, leading to the consequences that lawyers should bear civil, administrative, and criminal responsibilities according to law.
Which of the following is not a legal liability of a lawyer?",Lawyer loses important evidence and fails to provide evidence,Attorney negligently handled the case rashly,The judge's sentence was not strict enough to lead to a wrong case,"When evidence should be collected, the evidence is obliterated due to the lawyer's failure to collect it in a timely manner",c
"A jewelry store was stolen.The police have found the following clues: (1) At least one of A.B, and C is a criminal; (2) If A is a criminal, then B must be a co-offender; (3) When the theft occurs, B Drinking coffee at the coffee shop.
Can this be launched?",A is a criminal,A.B are criminals,"A.B, C are all criminals",C is a criminal,d
"The impact of the Federal Reserve on the stock exchange market centered on Wall Street is also huge.The U.S.government does not have the right to issue currency.The U.S.government must obtain future U.S.taxes in the form of national debt to the U.S.Federal Reserve, and the Federal Reserve Bank of New York issues the agency U.S.government bonds have been invested in the stock exchange market.More importantly, the Fed's adjustment of the number of US dollars issued and interest rates directly affects the trend of Wall Street and even the global economy.
Based on the above discussion, which of the following can be derived is:
The issuance of A dollar and the adjustment of interest rates may be an important means for the U.S.government to influence the world economy
B Federal Reserve is a division of the U.S.federal government",,,The Fed issued the U.S.dollar on the condition that the U.S.government mortgages taxes to the Fed in the form of the national debt,The Fed specifically performs the functions of the U.S.Central Bank,a
"The non-arbitrary confession exclusion rule means that in criminal proceedings, only the confession made based on the free will of the respondent (that is, a confession of guilty confession) will be capable of evidence; the confession made in violation of the parties' will or legal procedures is not a confession But forced confession.
According to the above definitions, Which of the following meet the non-arbitrary confession exclusion rules:","Suspect Smith never pleaded guilty, and the police took turns to question him",The police threatened the security of Robert's family by admitting that he had planned a terrorist attack,"Time has remained silent in court, prosecutors need to provide more evidence to prove his guilty","Prosecutors in a country reach an agreement with Brown, and Brown acknowledges that the charges have been reduced",d
"Traditional theories suggest that human ancestors were forced to leave the arboreal environment and chose to walk upright on the ground due to climate change and reduced trees.A new study suggests that early human upright walking originated from the rugged mountains of eastern and southern Africa today.The terrain was formed by a volcanic eruption and tectonic plate movement during the Pliocene period.Human ancestors were attracted by rocky terrain and canyons, which provided good shelter habitats and opportunities to trap prey; this environment required early humans to be upright The ability to walk and climb, so human ancestors eventually evolved into bipedal upright walking.
Based on the above, which of the following can be introduced is:",The destruction of the arboreal environment has forced people into the mountain canyons,Human ancestors chose to walk upright to better adapt to the terrain environment,Changes in geological conditions changed the way early ancestors of humans walked,Canyon area provides richer food resources,b
"There are 30 undergraduates in the Department of Logic in a university's philosophy department, half male and 50 female, of which 20 like axiomatic set theory and 25 like model theory.
So which of the following is not possible, except:",10 boys like an axiomatic set theory but not model theory,10 boys who like model theory dislike axiomatic set theory,15 girls who like model theory do not like axiom set theory,Only 5 boys who like axiomatic set theory like model theory.,b
"Not all errors can be avoided.
Which of the following assertions has the closest meaning to the above assertions?",Possible errors cannot be avoided,Some mistakes cannot be avoided,Possible mistakes can be avoided,All mistakes cannot be avoided,b
"If the company receives project A.product B can be put on the market on schedule; only when product B is put on the market on time, the company's funds can be normally turned over; if the company's funds cannot be turned over normally, the development of product C cannot be carried out as scheduled.The fact is that Product development is progressing as planned.
This shows:
The D.B product was not put on the market on schedule, and the company's capital turnover was extremely abnormal.",The company got project A and product B was put on the market on schedule,The company did not get project A.and B product was not put on the market on schedule.,B products are put on the market on schedule and the company's capital turnover is normal,,c
"Heredity refers to a process of self-reproduction in which organisms ingest the material in the environment in accordance with the same development pathways and methods experienced by their parents, and produce replicas similar to their parents.
Which of the following are genetic:","Lao Zhang is a veteran in the business, and his son Xiao Zhang is also very good at business","Wang has a red bean-shaped mole on his brows, and his son also grew a mole on the same part when he was three years old","Zhao had a mental illness, and his father also had this mental illness","Liu is very good at playing table tennis, and his daughter also likes playing table tennis.",c
"-After the task decomposition of a large job, if 3 people are evenly distributed, there is 1 remaining task; if 4 people are evenly distributed, there are 2 remaining tasks: if 5 people are evenly distributed, 3 tasks remaining.Known this The number of tasks after work breakdown does not exceed 60 items,
So, how many tasks will be left evenly distributed among 7 people?",1 item remaining,2 remaining items,3 remaining items,5 items remaining,b
"Blog: Blogger from English.Refers to people who use specific software to publish, post and post personal articles on the Internet.
""Blog"" is:",People of Broadcom Network,Internet guest,Online Diary,Network Writer,d
"All poor countries have had plague epidemics, and all democratic countries have never had plague epidemics, so all democratic countries are not poor countries.
Similar to the above inference structure:","All animals are creatures, all creatures are selective, so all animals are selective","All corruption is a crime, all Changji people are not criminals, so all corruption criminals are not Changji people","All lies are not true, and the truth is true, so all truth is not a lie","All vegetables are nutritious and all clover is not nutritious, so those who eat clover are undernourished",c
"Predatory transaction: refers to the use of coercive measures to force one party to transfer the interests of the other (including the transfer of its carrier).
Which of the following are not predatory transactions:","A has a very precious ancient famous painting.After B knows that he will do everything possible to get it, he will ask A's leader to come forward and use a modern famous painting to change B's painting","Zhang set up a grocery stall.One day, someone came to buy a plastic basin.She took out a dollar and stuffed it into Zhang.""I know you sell one for three yuan.We are neighbors.Just sell me one yuan."" ""Take away the basin after talking",Xiao Li's family is decorating.Who knows what the budget is wrong and I bought a few square meters of a famous brand wooden floor and needed it urgently.floor,"Xiao Wang and Xiao Zhang are two philatelic enthusiasts.They often exchange philatelic products.Although the prices of philatelic products are sometimes very different, both parties are very happy and have no complaints.",d
"At a seminar, 12 people participated in the meeting after statistics, 1 person knew all people, 1 person knew 6 people, 3 persons knew 5 people, and 5 persons knew 3 people.
This shows:",Everyone at the meeting knew each other,The chairman knows everyone,Some people know each other but they don't know him,Some people are introduced by others,c
"Bad currency: Wealth obtained through bad channels such as speculation or corruption.
Which of the following are consistent with the definition:",Get rich by selling fake medicines,Winning,Stocks income,Millionaire's Property,a
"There are three boxes of gold, silver, and copper, and one coin is hidden in one of them.A note is attached to each of the three boxes.The tips above are: (1) the coin is in a gold box; (2) The coin is not in the silver box; (3) The coin is not in the gold box.Only one of these three sentences is true.
According to the above conditions, in which box is the coin hidden?",Coins are in a gold box,Coins in a silver box,Coins in a copper box,No exact answer,b
"Professor Wu talked about system theory to students.He said, ""Many systems are observable, but the 'black box' is not observable.""
Four students made four judgments accordingly, which one is correct? ?","""Black Box"" is not a system","""Black Box"" is the system","Some systems are not ""black boxes""","Some systems are ""black boxes""",c
"The four interviewees in the incident were victims, witnesses, rescuers and bystanders.They made the following statements during the investigation: [1] Filial Piety: ""Sincerity is not a bystander."" [2] Cheng: ""Yi is not a witness."" [3] Dare: ""Filial piety is not a rescuer."" [4] Yi: ""Cheng is not a witness."" Further investigation revealed that if the statements of the four of them were about the victim False, if true for others.
It can be seen that the victims are:",Filial Piety,Sincerity,Dare,Righteousness,c
"Some theories are abstract, so some abstract theories are difficult to understand.
In order for this reasoning to be correct, which of the following must be added as a premise?",Some theories are difficult to understand,Everything that is hard to understand is theory,All theories are difficult to understand,All theories are easy to understand,c
"Because the suspect sells counterfeit drug administration shops, it involves a wide range and has great social harm.Especially for emergency medicines like Jiuxin Pill, once the patient makes counterfeit medicine in Sichuan, the consequences are disastrous.A public security bureau found through investigation that those counterfeit medicines are not only the manufacturing process and packaging level are high, and most of them are well-known well-known brands in the current market.The sales volume is close to the production cost.
Based on this, we can launch:",There must be a fake drug factory and sales network with huge production capacity,Suspect sells fake pills such as Jiuxin Pill,Some socially harmful criminal activities include the sale of counterfeit medicines with a high level of craftsmanship,The dens selling fake medicines should be destroyed as soon as possible,a
"Xiao Li is from Sichuan and he likes to eat sour kimchi; Xiao Wang is also from Sichuan and she also likes to eat sour kimchi; Xiao Chen is from Sichuan and she also likes to eat sour kimchi.Sichuanese people I know like to eat sour kimchi.
Therefore, it can be concluded",All Sichuanese like to eat sour kimchi,Some Sichuanese like to eat sour kimchi,Not all Sichuanese like sour kimchi,Not some Sichuanese like to eat sour kimchi,b
"In a city, a bank was stolen.The police arrested six major suspects No.1, 2, 3, 4, 5, and 6.After interrogation, Which of the following facts were found: No.1 There were only two of the three, No.5, No.6, and at least one of No.1 and No.2 committed crimes.Both of No.2 and No.3 committed crimes, or none of them.Only one person committed the crime, and only one of the three persons committed the crime.
Based on this, the total number of criminals who can be launched is",3,4,5,6,b
"In the process of researching the situation of a township, people obtained the following information: (1) the villagers of the wealthy Zhangcun are very hardworking; (2) the villagers of the relatively poor Licun also have very hardworking.
From this",People who are very hardworking but not in Li Village must be villagers in Zhang Village,People who are very hardworking but not in Zhangcun must be villagers in Licun,Some hardworking people are not villagers in Zhangcun,The very hardworking people in this township are either Zhangcun or Licun villagers,c
"Intergenerational equity: an important content of the principles of sustainable development, mainly referring to the need for contemporary people to preserve natural resources for the benefit of future generations.
Which of the following are not directly related to ""intergenerational equity""","The Municipal Environmental Protection Bureau ordered a papermaking company in the city to invest heavily in installing a sewage treatment system, otherwise, production will never be allowed",A scenic spot recently decided to demolish a number of hotels in the scenic spot that affect the natural landscape,Not long ago an animal protection group rally again to protest against whaling in a country,"After a thorough investigation, a food company asked experts to research and develop a variety of green foods.",d
"At present, the way Chinese communicate has changed greatly.People generally use the Internet for thought and emotion communication, because a recent survey conducted by a relevant department in a university shows that students who often use the Internet for thought and emotion communication have accounted for 95% of the respondents.
Which of the following statements would weaken the above view most?",College students pursue fashion and are easy to adapt to new technologies,Only 5% of college students surveyed are learning Internet communication technology,"The scope of the investigation is too small, and it may not reflect the current situation of all Chinese people.",Some college students still prefer the traditional correspondence method,c
"Civil servants: Staff members who perform public duties in accordance with the law, are included in the national administrative establishment, and are paid by the state finances for wages and benefits.
Which of the following are civil servants?",Mr.Zhang is a university teacher and has worked in a college for 30 years,Xiao Wang is a driver temporarily hired by the District Justice Bureau,Sister Li has been a cleaner in the Personnel Department since she was laid off,Mr.Chen became the Deputy Director of the Department of Transportation,d
