observation_1,observation_2,hypothesis_1,hypothesis_2,label
Lisa has been switching jobs every year.,We're really hoping she doesn't quit this one.,Lisa seems to hate her newest jobs.,Lisa seems to like her newest jobs.,2
Sharon was talking on her phone in the bathroom.,Sharon vowed to never talk on her phone while using the toilet.,Sharon dropped her phone into the toilet.,Sharon dropped her wallet into the toilet.,1
I had a group project to turn in.,"In addition, she led us to getting a good grade.",But I threw away the project.,"Amy did not do anything until the last day, but she added some things to the project.",2
Kelly was moving across town.,"By the time she got to the place, a lot of her stuff was unpacked.",kelly had no one to help her move.,Kelly had friends help her move.,2
Abby and Beck always read before bed.,"On the way up, they woke up, this is the last time she reads for them.",Abby and Beck hire a reader who sleeps while they sleep.,Abby and Beck hire reader who burglarizes while they sleep.,2
Abby and Beck always read before bed.,"On the way up, they woke up, this is the last time she reads for them.",Books helped Abby and Beck stay awake.,Books helped them fall asleep.,2
Dan was in high school.,His teacher never knew.,Dan had problems reading while in high school.,Dan never had problems reading while in high school.,1
Dan was in high school.,His teacher never knew.,Dan was older than he should have been.,Dan was shorter than he should have been.,1
Dave was friends with all the cool kids in school.,"Dave said no to Mike, and no one seemed to care.",Mike wanted to be Dave's friend.,Mike wanted to be Dave's enemy.,1
Troy went over to play at Sam's house.,Troy had lots of fun at Sam's house.,Sam and Troy shared toys.,Sam hit troy with a toy.,1
Troy went over to play at Sam's house.,Troy doesn't want to play with Sam anymore.,Troy broke the expensive toy that he brought over to Sam's house.,Sam broke the expensive toy that Troy had brought over to Sam's house.,2
Megan was at a sleepover with friends.,Megan couldn't wait until dawn so she could leave.,All of her enemies were mean to her.,All of her friends were mean to her.,2
Megan was at a sleepover with friends.,Megan couldn't wait until dawn so she could leave.,She tore her pants and luckily had another pair.,She tore her pants and did not have another pair.,2
Anna went to the beach.,Anna watched the sea life and thought about the wonder of nature.,She did not look at the sea.,She contemplated the sea.,2
Anna went to the beach.,Anna felt disappointed by her trip to the shore.,When Anna got there it began to rain.,When Anna got there the wind picked up.,1
Jason feels he should exercise more.,Jason uses the exercise bike while he watches TV.,Jason decided to get a stationary bike.,"Jason decided to get a stationary bike, but never uses it.",1
I was driving to the sports bar.,He said that our reservations are declined since there's a full house.,I called to cancel reservations before its too late.,I called to make reservations before its too late.,2
Amy was heating her food in a microwave at work.,Amy spilled her food on the floor and burned herself on her hand.,Amy cooked it too long.,Amy cooked it for 10 seconds.,1
Amy was heating her food in a microwave at work.,Amy spilled her food on the floor and burned herself on her hand.,Amy took the food out too soon.,Amy cooked it too long.,2
Lucius was asked to write a report on aging.,He drove to his grandfather's house after school to be with him.,Lucius decided he didn't need any help with his report.,Lucius decided his grandfather could help him with the report.,2
Lucius was asked to write a report on aging.,He drove to his grandfather's house after school to be with him.,The report made Lucius think about this grandfather.,The report made Lucius think about this daughter.,1
Joyce was trying to learn a yoyo trick.,"Finally, she was able to masterfully perform the yoyo trick!",Joyce practiced for minutes.,Joyce practiced for weeks.,2
Jon wanted a bigger chest.,"After a few months, his chest because huge and muscular.",Jon fell into bad eating habits.,Jon started working out and drinking protein shakes.,2
Jon wanted a bigger chest.,"After a few months, his chest because huge and muscular.",Jon started lifting weights at the gym.,Jon started running at the gym.,1
Bob just arrived in Chicago.,He couldn't believe how breathtaking all the lights at night were!,Bob went exploring dark downtown Chicago tonight.,Bob went exploring downtown Chicago tonight.,2
Bob just arrived in Chicago.,He couldn't believe how breathtaking all the lights at night were!,He went inside his hotel and fell asleep on the bed.,He went outside and looked around in awe.,2
Jon worked for minimum wage.,"Eventually, he finished his apprenticeship and became a programmer.",Jon was working under a technical manager.,Jon quit his job.,1
Jon worked for minimum wage.,"Eventually, he finished his apprenticeship and became a programmer.",Jon was working under a technical manager.,Jon was working as a technical manager.,1
Charles made a record better than most musicians.,He said Charles had more talent than most musicians.,Critics said the record was excellent.,Critics said the record was atrocious.,1
Charles made a record better than most musicians.,He said Charles had more talent than most musicians.,The record label hated Charles's music and ended the contract.,The record label lover Charles' music ad congratulated him.,2
Ron was putting his horse in a race.,The next day Ron's horse won the race.,Ron had trained his horse terribly.,Ron had trained his horse very well.,2
Ron was putting his horse in a race.,The next day Ron's horse won the race.,Ron trained his horse for a few minutes.,Ron trained his horse for months.,2
Nate wanted to skydive.,Nate jumped - and he loved it!,Nate trained for skydiving.,Nate decided not to.,1
Nate wanted to skydive.,Nate jumped - and he loved it!,Nate decided not to do it.,"So he spent the money, took time off from work, and took Skydiving lessons.",2
Ben walked into the taxi.,He began to head towards an abandoned house.,Ben gives the non-jitney driver the address.,Ben gives the cab driver the address.,2
Ben walked into the taxi.,He began to head towards an abandoned house.,he never gave the driver any directions.,he gave the driver directions.,2
Alan needed to get an oil change.,He saved a lot of money by doing that.,Alan sent it to an exclusive garage.,Alan did it himself in the garage.,2
James loves to go fishing,James still loves to fish even if he is alone.,James doesn't have any friends to fish with him.,James has no fishing pole.,1
James loves to go fishing,James still loves to fish even if he is alone.,None of James' friends like to fish.,None of James friends like beer.,1
This morning I was running late to work.,When he saw it was my birthday he gave me a warning and let me go.,I drove too fast and a police officer pulled me over.,I drove fast but the police officer never pulled me over.,1
Sam was a musician.,His performance went really well.,He didn't have time to practice.,He practiced a lot.,2
Sam was a musician.,His performance went really well.,Sam was too nervous to perform at the local theater.,Sam performed at the local theater.,2
Sal the radio DJ spent a lot of his day sorting through fan mail.,When every letter was opened he threw them all in the trash.,He received a lot of mail but it didn't make much of an impression on him.,He received no mail but it didn't make much of an impression on him.,1
Sal the radio DJ spent a lot of his day sorting through fan mail.,When every letter was opened he threw them all in the trash.,he loved his fans.,He received a lot of mail but it didn't make much of an impression on him.,2
Tania wanted to be a cheerleader.,She didn't end up making the team.,So Tania went to sleep at school.,So Tania went to tryouts at school and tried out.,2
Tania wanted to be a cheerleader.,She didn't end up making the team.,Tania wasn't confident enough to try out.,Tania tried out for the cheerleading team.,2
Ella got a tattoo on her stomach.,Soon she had to get it touched up professionally.,"After Ella was pregnant, the non-mark was distorted.","After Ella was pregnant, the tattoo was distorted.",2
Ella got a tattoo on her stomach.,Soon she had to get it touched up professionally.,The tattoo artist made several mistakes on Ella's computer.,The tattoo artist made several mistakes on Ella's tattoo.,2
My daughter cannot make up her mind.,Now she has to ask to get her movies.,I haven't event to the store and don't feel like going out again.,I've already been to the store and don't feel like going out again.,2
My daughter cannot make up her mind.,Now she has to ask to get her movies.,She has a hard time making decisions.,She has an easy time making decisions.,1
"Drew was studying all morning, therefore he forgot to eat anything.","Then the teacher woke him up, he asked him for his test.",Drew fell asleep during his conclusion.,Drew fell asleep during his test.,2
"Drew was studying all morning, therefore he forgot to eat anything.","Then the teacher woke him up, he asked him for his test.","During the test, Drew gets drowsy and decides to take a quick nap.","During the test, Drew gets drowsy and decides to drink coffee.",1
Sean had some guitars on stands.,The guitar broke and Sean was pretty upset.,Sean didn't make sure the stands were steady.,Sean didn't make sure the trumpet stands were steady.,1
Jada was thirsty.,Then she came home and had her drink.,Jada spent her incomplete day thinking about water.,Jada spent her entire day thinking about water.,2
Jada was thirsty.,Then she came home and had her drink.,She decide to stop and talk to friend in the office first.,She decide to stop and talk to friend first.,2
The mother and son were baking brownies together.,The son later said he had a stomach ache.,The son ate none of them.,The son ate too many of them.,2
The mother and son were baking brownies together.,The son later said he had a stomach ache.,The mother had way too many brownies.,The son had way too many brownies.,2
Yesterday I decided to go Easter egg hunting.,It was a fun time.,I have not done that for years.,I have not found a easter egg in a million years.,1
Allison really wanted a My Little Doggie Brownie Cake doll.,"She held the doll tight, until they made it to check-out.",Allison's mom did not agree to buy the doll at the store.,Allison's mom agreed to buy the doll at the store.,2
Allison really wanted a My Little Doggie Brownie Cake doll.,"She held the doll tight, until they made it to check-out.","Allison's mom took her to buy one, but couldn't find one.",Allison's mom took her to buy one.,2
"John got up in the morning, all ready for his first class.","When he ran in the room, the professor gave him a dirty look.",John arrived before anyone else.,John missed his normal train and was late for class.,2
"John got up in the morning, all ready for his first class.","When he ran in the room, the professor gave him a dirty look.","The bus was early, so he arrived on campus early for class.","The bus was late, so he arrived on campus late for class.",2
I always try to close my chicken coop just before dark.,I always have to wait to close the coop when she is ready.,My wife tells me when to close the coop.,My wife tells me when to close the barn.,1
I always try to close my chicken coop just before dark.,I always have to wait to close the coop when she is ready.,The chickens are tired by then.,The chickens are wide awake by then.,1
Larry wants to be an actor.,Although he doesn't like the movie's premise.,He was offered a role and he rejected it.,He was offered a role and he took it.,2
Larry wants to be an actor.,Although he doesn't like the movie's premise.,Larry will star in a new movie.,Larry will sing in a new song.,1
It had been raining for three hours now.,He drove to his favorite picnic spot with his family.,He found a picnic spot to stay in but the rain never stopped.,He found a picnic spot to stay in until the rain stopped.,2
Nicole was spinning around in a circle with her classmates.,All the kids started laughing.,Nicole got so dizzy that she stood up.,Nicole got so dizzy that she fell down.,2
Lonnie was trying to figure out what majors to take in college.,Lonnie finally decided to go into education.,Lonnie asked his pet chicken for advice.,Lonnie asked his father for advice.,2
Lonnie was trying to figure out what majors to take in college.,Lonnie finally decided to go into education.,Lonnie looked over the course manual.,The course manual looked over Lonnie.,1
My favorite movie is the Wizard of Oz.,"One day, I decided to buy the movie.",I always rented it when it was available.,But recently I decided not to watch it anymore.,1
My favorite movie is the Wizard of Oz.,"One day, I decided to buy the movie.",I saw the movie at the store.,I never found the movie.,1
My favorite movie is the Wizard of Oz.,I did not like the Wizard of Oz.,The new release came out and was better than ever.,The new release came out and I realized something.,2
We thought it would be fun to go sledding together.,It was exciting but also somewhat scary.,It was everyone's tenth time.,It was everyone's first time.,2
We thought it would be fun to go sledding together.,It was exciting but also somewhat scary.,We started riding in a group but we got lost.,We started our riding in a group in the morning.,2
The weather turned cold and foul by Jim's house.,The ice melted a little so Jim added even more salt.,It started snowing so Jim began mowing the yard.,It started snowing so Jim began salting the yard.,2
The weather turned cold and foul by Jim's house.,The ice melted a little so Jim added even more salt.,Jim's porch and walkway were covered with an awning.,Jim's porch and walkway were covered in an icy mess.,2
i got a stain on my blue shirt.,my blue shirt looks horrible now.,I could not get the stain removed.,It was removed easily in the washing machine.,1
i got a stain on my blue shirt.,my blue shirt looks horrible now.,It came out with soap and water.,It ruined the shirt.,2
Mary let her cat out one night after constant meowing.,Two hours later the cat was back with a big rat to lay at Mary's feet.,"Mary's catfish went on the prowl, hunting for worms.","Mary's cat went on the prowl, hunting for prey.",2
Jake has wanted to try fishing for many Year's.,Jake is very happy that he has finally gone fishing.,Jake bought a fishing rod.,Jake sold a fishing rod.,1
Samantha dug into the ground with her shovel.,She lifted it from the ground and claimed the gold inside.,"Soon, she came across a dog turd.","Soon, she came across a treasure chest.",2
Pablo wanted a jawbreaker.,Then he bought his candy.,Pablo went to the electronics store.,Pablo went to the candy store.,2
Pablo wanted a jawbreaker.,He bought some soda with it.,Pablo bought a jawbreaker and it cost every penny.,Pablo bought the jawbreaker and had money leftover.,2
Pablo wanted a jawbreaker.,He bought some soda with it.,"Pablo only had one dollar, and he was very hungry.","Pablo only had one dollar, and he was very thirsty.",2
Jamie becomes fat after Years of driving to the office.,Jamie wishes he had begun biking Years ago.,Jamie takes up bike riding but never loses weight.,Jaime takes up bike riding and loses weight.,2
Jamie becomes fat after Years of driving to the office.,Jamie wishes he had begun biking Years ago.,Jamie starts to walk on foot to the office.,Jamie starts to bike to the office.,2
"It was a day like any other, except it wasn't.",He noticed he wasn't wearing any pants.,Harry felt a little cozy.,Harry felt a little breezy.,2
"It was a day like any other, except it wasn't.",He noticed he wasn't wearing any pants.,He was very nervous about his presentation.,He was very excited about his presentation.,1
Molly was planning on making a soup.,Her grandma gave her the correct number.,Molly forgot how much salt went into her soup.,Molly forgot how much salt went into her pretzels.,1
Gina was at her Uncle Franks and bored.,Gina and her siblings watched TV until it was time to leave.,Gina asked her siblings to do something with her.,"Gina asked her siblings to do something with her, but they refused.",1
Gina was at her Uncle Franks and bored.,Gina and her siblings watched TV until it was time to leave.,Gina decided to see if something was on tv.,Gina was hesitant to see if something was on tv.,1
Steffi and Kyle lived together and loved each other passionately.,"Although Kyle was remorseful, Steffi moved out and never returned.",Kyle was faithful and Steffi caught him having a surprise for her.,"Kyle was unfaithful, and Steffi caught him having an affair.",2
I walked inside my sister's filthy house.,I left her standing in her own mess and drove home.,I yelled at her for how she lives.,My sister yelled at me for how she lives.,1
My friend is a philosophy teacher.,He has a tv now but uses it only to watch dvds.,"He used to say TV rots your brain, until I showed him a series on philosophy.","He used to say TV improves your brain, until I showed him a series on philosophy.",1
"One day, I wanted to make waffles.","Then, I realized I had never plugged the waffle iron in.","I got my waffle maker out that I got for Christmas, it was smashed.",I got my waffle maker out that I got for Christmans.,2
"One day, I wanted to make waffles.","Then, I realized I had never plugged the waffle iron in.",I waited twenty minutes for the iron to heat up and it did.,I waited twenty minutes for the iron to heat up.,2
Laura and her husband had two little girls.,Laura was pregnant not with one baby but with twins!,Laura was pregnant again.,Laura was not pregnant again.,1
Laura and her husband had two little girls.,Laura was pregnant not with one baby but with twins!,Laura wanted to have no more babies.,they wanted to have one more baby.,2
Gina woke up early in the morning.,The hot air warmed the entire house.,Gina baked cookies in a broken oven.,Gina baked cookies in a hot oven.,2
Gina woke up early in the morning.,The hot air warmed the entire house.,The air conditioning was broken.,The air conditioning worked perfectly.,1
Olivia went to a highly rated pizza restaurant.,Olivia was reluctant to trust online reviews again.,Olivia did not like the drag queen at all.,Olivia did not like the pizza at all.,2
Olivia went to a highly rated pizza restaurant.,Olivia was reluctant to trust online reviews again.,Olivia ordered the most recommended pizza.,Olivia ordered the least recommended pizza.,1
John was sitting at home.,He bought a refreshing beverage.,John was very thirsty.,John was taking a shower.,1
Sam thought he was the strongest one in the gym.,He lifted more than Sam with one hand and took his money.,Sam made a bet with another garden member about lifting.,Sam made a bet with another gym member about lifting.,2
Winston was going on a vacation to Mexico.,He was able to get along really well in Mexico.,Winston wasn't sure if he'd like Mexico.,Mexico wasn't sure if it'd like Winston.,1
Winston was going on a vacation to Mexico.,He was able to get along really well in Mexico.,Winston naturaled about Mexican culture.,Winston studied about Mexican culture.,2
I went to the candy store yesterday.,When I tasted it it tasted bad.,I got a pineapple flavored candy.,I got a pineapple flavored pencil.,1
Sam was a salesman at a car company.,Soon Sam's boss congratulated him on his improvement.,Sam sold more cars than before.,Sam sold more computers than before.,1
Sara wanted to make dinner for some guests.,She had to order pizza for her friends instead.,Sara didn't know how to order pizza.,Sara didn't know how to cook.,2
Ryan never wanted to go to summer camp but his parents made him.,Ryan couldn't wait to go next year to see his buddies.,"After attending, Ryan discovered that summer camp was fun.","After attending, Ryan discovered that summer camp was the worst.",1
Tiffany loves browsing etsy stores.,Tiffany soon after open up her very own etsy shop.,Tiffany bought a lot of products.,Tiffany avoided spending any money on Etsy.,1
Tiffany loves browsing etsy stores.,Tiffany soon after open up her very own etsy shop.,Tiffany got inspiration looking at other Etsy stores.,Tiffany got inspiration looking at used cars.,1
One day Kevin went outside to check his mail.,"When he opened it, he saw that it was a gift from his mother.",Kevin found a package with his name on it.,Kevin got no mail.,1
Jane worked as a nanny.,She continued working and did not care what they thought.,Jane made fun of other's careers.,People made fun of Janes career.,2
Jane worked as a nanny.,She continued working and did not care what they thought.,People made fun of Janes career.,People loved and celebrated Janes career.,1
Jane worked as a nanny.,She continued working and did not care what they thought.,The kids she babysit loved her.,The kids she babysit did not like her.,2
Patricia's favorite toy was her set of interlocking blocks.,Patricia would later become a mechanical engineer.,Patricia enjoyed building things.,Patricia disliked building things.,1
I liked drinking soda.,The soda did not carbonate.,I did not like the soda I ordered today.,I did not like the wine I ordered today.,1
Sara wanted to plant some flowers.,"Soon, the flowers began to grow.",Sara planted many flowers in the sun.,Sara planted many weeds in the sun.,1
Sara wanted to plant some flowers.,"Soon, the flowers began to grow.",Sara went to the store to buy some.,Sara went to the movies.,1
Chris needs to find a cheaper apartment.,Finally he is home in his new place.,Chris never searched the city until he found something affordable.,Chris looked all over the city until he found something affordable.,2
Chris needs to find a cheaper apartment.,Finally he is home in his new place.,Chris sought several cheap prostitutes online.,Chris sought several cheap apartments online.,2
Mary's cat Luna ate a small envelope.,Hours later she was told Luna she could take Luna home.,"Mary was worried, so she took Luna to the ice cream store.","Mary was worried, so she took Luna to the vet.",2
"When I was a boy, I rode my bike down a local hill.",I badly scraped up my body and went home to treat the injuries.,I fell off of my bike.,I stayed on my bike.,1
"When I was a boy, I rode my bike down a local hill.",I badly scraped up my body and went home to treat the injuries.,My bike got caught on a branch and I fell.,My bike got caught in a tree and it broke.,1
I was performing a clean and jerk lift.,I realized that weightlifting was not the sport for me.,I hurt myself lifting weights.,I enjoyed lifting weights.,1
I was performing a clean and jerk lift.,I realized that weightlifting was not the sport for me.,I could not perform the lift correctly after many tries.,I was able to perform the lift after one try.,1
Jay and I went to the beach.,"Driving home, we realized we should have checked the weather first.",It was sunny most of the day and we went swimming.,it rain most of the day but went swimming anyways.,2
I really liked my friend.,"Indeed, I asked her out and she said no.",But she doesn't seem to like me as much.,But she doesn't seem to like pizza.,1
I really liked my friend.,"Indeed, I asked her out and she said no.",I doubted she liked me as more than a friend.,"She liked me more than as a friend, no doubt.",1
Jane rode her bike to Walmart.,Jane was wanted by the police for her antics.,Jane decided to pull a prank but didn't post it online.,Jane decided to pull a prank and post it online.,2
Jane rode her bike to Walmart.,Jane was wanted by the police for her antics.,Jane shot the mailman on her way there.,Jane saw the mailman on her way there.,1
My friends and I went to an art festival in a nearby city.,"Afterwards, everyone got to take a paper lantern home.",My friends and I participated in an art class.,my friends and i did not take art classes.,1
My friends and I went to an art festival in a nearby city.,"Afterwards, everyone got to take a paper lantern home.",Everything had a price and was very expensive.,lantern was made of paper by a volunteer.,2
Maria was about to have her first baby.,Maria called the gifter and thanked them.,Maria received a package with a new baby.,Maria received package with layette gift set.,2
Ray took a big sack of loose change to the bank to cash in.,The teller handed Ray back $50 in cash.,He found the coin machine and went to work robbing it.,He found the coin machine and went to work.,2
Ray took a big sack of loose change to the bank to cash in.,The teller handed Ray back $50 in cash.,Ray poured his coins into the offering plate at church.,Ray poured his coins into the coin counter.,2
I wrote out how I wanted my funeral to be.,I changed my will to include cremation services.,I hadn't considered if I wanted to be eulogized or not though.,I hadn't considered if I wanted to be buried or not though.,2
Today I was practicing my trumpet for my role in the school band.,I was very happy I played well for my solo.,I never practiced to make sure I know me solo.,I practice everyday to make sure I know my solo.,2
The kids went fishing.,He came back with his pole and a fish attached.,One of the kids hooked and reeled in a fish.,One of the kids hooked but lost a fish.,1
The fire raged throughout the night at the park.,He thought that it looked like a great place to dance.,A man came to the park after the fire was out.,A man came to the park before the fire was out.,1
The fire raged throughout the night at the park.,He thought that it looked like a great place to dance.,The campground area was glowing in the night.,The non-shanty area was glowing in the night.,1
Throughout his career Quin was always doubted.,Now he's an All-Star for the D-League and he hopes to make the NBA.,Quin proved himself in the stock market.,Quin proved himself on the court.,2
Cole was going outside to play.,His new fingerless gloves fit him perfectly.,He had gotten new shoes that were different.,He had gotten New mittens that were different.,2
Cole was going outside to play.,His new fingerless gloves fit him perfectly.,It was cold so he put on his new gloves.,It was cold so he put on his new heavy duty gloves.,1
Joan hadn't been feeling like herself lately.,She and her partner were very excited.,Joans partner surprised her with no gifts.,Joan's partner surprised her with a weekend getaway.,2
I cut down a lot of trees in my yard.,I had so much wood that the fire lasted all night.,A huge bonfire made me.,I made a huge bonfire.,2
Last week I went to our building common room to read.,I liked the book so much I bought another one in the series.,I finished reading the book very fast.,I did not finish reading the book.,1
Last week I went to our building common room to read.,I liked the book so much I bought another one in the series.,I read the entire book in one sitting.,I read the entire book in one sitting and hated it.,1
Angela noticed a huge spider on her bedroom wall.,She was just glad the spider was dead!,Angela's brother screamed and Angela ran in and killed it.,Angela screamed and her brother ran in and killed it.,2
Herald went to the river to go swimming one day.,Herald pulled himself out of the water and thanked God.,He didn't realize how far out he was and got very tired.,He didn't realize how late it was and got out quickly.,1
Herald went to the river to go swimming one day.,Herald pulled himself out of the water and thanked God.,Herald got caught in an undertow.,Herald got caught in the rain.,1
My daughter went to Boston College in 2003.,She never put any coke near the laptop again.,My daughter still remembers the time she spilled coke on her laptop.,My father still remembers the time she spilled coke on her laptop.,1
My English teacher assigns way too much homework.,Tonight I have to read all three books for class.,he assigned 3 books.,He assigned two books.,1
My English teacher assigns way too much homework.,Tonight I have to read all three books for class.,She will give us one page to read as homework.,She will give us whole books to read as homework.,2
Mischa was out for dinner with friends.,It was all free so it tasted that much better.,"Mischa and her friends were the 1000000th customers, so they got a free meal.","Mischa and her friends were the 1000001th customer, so they missed a free meal.",1
Angela has always been afraid of heights.,Angela counted to five and soared to the next platform.,Angela has never zip lined before.,Angela decided to try a zip line.,2
Tim wanted to learn astronomy.,Tim worked hard in school to become one.,Tim went to college to study.,Tim decided not to go to college to study.,1
Tim wanted to learn astronomy.,Tim worked hard in school to become one.,Tim's goal was to become an astronomer.,Tim's goal was to become a homeless bum.,1
Tim wanted to learn astronomy.,Tim hated mars.,Tim had to write a long paper on Mars.,Tim loved writing his long paper about mars.,1
Lana went swimming in the ocean.,She looked down and realized it was only seaweed.,Lana screamed when something brushed her leg.,Lana screamed when something hit her head.,1
Riley desperately wanted to buy a new comic book.,Riley was able to combine the money to purchase the comic book.,Riley had a handful of change.,Riley had a handful of change and bought a comic book.,1
Riley desperately wanted to buy a new comic book.,Riley was able to combine the money to purchase the comic book.,Riley was paid for mowing the lawn and cleaning the driveway.,Riley wasn't paid enough for mowing the lawn and cleaning the driveway.,1
My job set up all sorts of new rules.,The work environment had turned too toxic.,There was a rule against bullying.,There was a rule encouraging bullying.,1
When they were younger they went to Vermont for vacation.,They got to tour the facility and get samples at the end.,They got to know a scientist on their tour.,they wanted to go as they are older but couldn't.,1
When they were younger they went to Vermont for vacation.,They got to tour the facility and get samples at the end.,They ventured out and found no entry to a stadium.,They ventured out and found free entry to a stadium.,2
Lilly purchased the biggest turkey she could find.,She had to fix burgers that she had in the freezer instead.,Lilly's turkey would not be cooked in time for guests.,Lilly's Venison would not be cooked in time for guests.,1
Cal's alarm clock rang out at the time he had set.,He woke up very late and was late to work.,Cal did not wake up.,Cal did not wake up cause he was dead.,1
They were making a show about Amy's favorite books.,In the end she decided to stick to the books and ditch the show.,Amy didnt like how the show was turning out.,Amy loved how the show was turning out.,1
They were making a show about Amy's favorite books.,In the end she decided to stick to the books and ditch the show.,The book were a lot more interesting in her opinion.,The book were a lot more interesting in her mountain.,1
"Ryan was ten Year's old, and wished he was a superhero.","It was just a man dressed up as Superman, but he made Ryan smile.",Suddenly Superman was standing in front of Ryan waiving.,Suddenly Spiderman was standing in front of Ryan waiving.,1
Matt and his girlfriend went on a trip.,They went to a store and bought more food.,So they stopped at the convenient store and bought snacks.,So they stopped at the convenient store and bought plenty of snacks.,1
Jason had wanted to travel to Spain for his whole life.,Jason had the vacation of his dreams in Spain.,After ten years he finally got to go.,After ten years he finally got to ice cream.,1
Jason had wanted to travel to Spain for his whole life.,Jason had the vacation of his dreams in Spain.,Jason worked hard to save up enough money to go to France.,Jason worked hard to save up enough money.,2
We went whale watching on a stormy day in August.,Then the skies cleared as we made it to the channel and it was calm.,It was a beautiful day out at sea.,"As the boat left port, it began to rain.",2
We went whale watching on a stormy day in August.,Then the skies cleared as we made it to the channel and it was calm.,We were rocked as the boat was hit with fire from cannons.,We rocked as the boat was hit with waves.,2
I tried using my phone yesterday.,I decided to simply let it go and get a new one.,My phone would not turn off at all.,My phone would not come on at all.,2
My cousin's had a terrible experience with their babysitter.,They gave the baby sitter a good review.,The babysitter apologized and said they didn't have to pay her.,The babysitter left the kids alone and went to a club.,1
My cousin's had a terrible experience with their babysitter.,They reported the babysitter to the police.,The Babysitter was very mean and scared the children.,The babysitter was very sweet and the children loved her.,1
My cousin's had a terrible experience with their babysitter.,They reported the babysitter to the police.,The babysitter was trustworthy and never stole from them.,The babysitter started steeling from them.,2
Amy loved visiting at her cousin's house each summer.,She flipped the cushion over and didn't say a word about it.,Amy accidentally spilled soda on her cousin's couch.,Amy didnt spill soda on her cousins couch.,1
Amy loved visiting at her cousin's house each summer.,She flipped the cushion over and didn't say a word about it.,The cushion did not stain.,The cushion had a big stain on it.,2
Eddie was in the kitchen trying to make the next great wing sauce.,The sunlight fell upon the mayo and Eddie found his inspiration.,Eddie noticed that the kitchen was getting darker so he opened the curtains.,Eddie noticed that the kitchen was getting lighter so he closed the curtains.,1
Mary and Lou decided to buy a parakeet.,They drove back home.,They were done with the pet store.,Mary and Lou liked the parakeet these chose.,1
Tom was looking for Kenya on the globe.,It turns out it was in Africa.,Tom was bad at geography and was looking at Europe.,Tom was good at geography and was looking at Europe.,1
Anna's roots were growing out.,Now her dark roots were gone!,Anna colored her hair again.,Anna recolored her hair a dark color.,1
Anna's roots were growing out.,Now her dark roots were gone!,Anna went to the movies.,Anna went to the salon.,2
Jack asked Santa for Fallout 4.,He was relieved to find that Santa didn't disappoint him.,Jack opened his presents and found coal.,Jack opened his presents and found the game.,2
Jack asked Santa for Fallout 4.,He was relieved to find that Santa didn't disappoint him.,Jack's parents got him for him a week ago.,Santa's parents got that for Jack a week ago.,1
Five people played poker one night.,Suspicion came to rest on the player whose flush was ampersands.,It became clear that one of the five was bluffing.,It became clear that one of the five was cheating.,2
Five people played poker one night.,Suspicion came to rest on the player whose flush was ampersands.,Someone was cheating while they were playing.,Someone was losing while they were playing.,1
Samantha had an ugly sweater party tonight.,Her friends complimented her sweater at the party later that night.,Samantha chose the ugliest sweater she could find.,Samantha chose the beautiful sweater she didn't find.,1
Jan started her new job yesterday.,Jan made a great first impression.,Jan arrived early and worked hard all day.,Jan arrived late and goofed off all day.,1
Jan started her new job yesterday.,Jan made a great first impression.,"Jan showed up late, and did poorly.","Jan showed up early, and did her best.",2
Jerry was feeling nostalgic.,Jerry then spent the afternoon watching old goosebumps episodes.,Jerry decided to watch some dogs.,Jerry decided to watch some cartoons.,2
Jerry was feeling nostalgic.,Jerry then spent the afternoon watching old goosebumps episodes.,So he decided to browse Netflix for shows and movies from his childhood.,So he was hesitant to browse Netflix for shows and movies from his childhood.,1
Her team needs a home run to win the game.,Sandra hits a homerun.,Sandra came down to bat.,Sandra came up to bat.,2
Her team needs a home run to win the game.,Sandra hits a homerun.,Sandra's mom was up to bat.,sandra was up to bat.,2
Ana had just had a baby girl.,Ana loved the earrings.,Ana decided to pursue a career in pregnancy counseling.,Anna decided to pursue a career in medicine.,1
Ana had just had a baby girl.,Ana had no children.,Ana decided to give her baby up for adoption due to her young age.,Ana decided not to give her baby up for adoption.,1
Ana had just had a baby girl.,Ana had no children.,Jenny gave the girl up for adoption.,Ana gave the girl up for adoption.,2
Katie was finishing up her last day at this high school.,She was angry that she had to stay late and clean up.,But she spilled a drink on the man.,But she spilled a drink on the floor.,2
Katie was finishing up her last day at this high school.,She was angry that she had to stay late and clean up.,Katie realized that she would never open her locker again.,Katie realized that she had not cleaned out her locker.,2
Ina found a golden ring in the hall at school.,Ina took the ring right to the Lost And Found office.,Ina picked up the ring.,Ina picked up the ring and wore it home.,1
Kelly opened up a gift from her grandmother.,"But to be nice, she told her grandmother she liked it.","Kelly was embarrassed, when she saw the gift.",Kelly was delighted to see the gift.,1
It was Christmas morning and they were going to the next safari lodge.,The road was washed away and took the truck with it.,They decided to drive after a large storm didn't come.,They decided to drive even though a large storm had come.,2
I moved the razor over my face.,Five more swipe made my face smooth.,The dull razor was not getting the hair off enough.,The razor was not getting the hair off enough.,2
I moved the razor over my face.,Five more swipe made my face smooth.,The razor was not getting the hair off enough.,The razor was getting the hair off in one swipe.,1
Becky loved her mother.,Becky broke her mother's heart when she told her to get a life.,Becky got in a huge fight with her mother.,Becky got in a tiny fight with her mother.,1
